node_id,node_type,label,degree
painting::Artists2/Guy Rose/On The River S Edge 1910.jpg,painting,On The River S Edge 1910,3
painting::Artists2/Guy Rose/From The Dining Room Window 1910.jpg,painting,From The Dining Room Window 1910,4
motif::fruits-and-vegetables,motif,fruits-and-vegetables,39
motif::doors-and-windows,motif,doors-and-windows,29
motif::food-and-beverages,motif,food-and-beverages,42
painting::Artists2/Guy Rose/Five O Clock 1910.jpg,painting,Five O Clock 1910,4
painting::Artists2/Guy Rose/Bluff At Pourville 1910.jpg,painting,Bluff At Pourville 1910,1
painting::Artists2/Guy Rose/Poppy Field 1910.jpg,painting,Poppy Field 1910,3
painting::Artists2/Guy Rose/November 1910.jpg,painting,November 1910,4
painting::Artists2/Guy Rose/Late Afternoon Giverny 1910.jpg,painting,Late Afternoon Giverny 1910,3
painting::Artists2/Guy Rose/Laguna Coast 1910.jpg,painting,Laguna Coast 1910,3
painting::Artists2/Guy Rose/Fig Trees Antibes 1910.jpg,painting,Fig Trees Antibes 1910,3
painting::Artists2/Guy Rose/By The Fireside 1910.jpg,painting,By The Fireside 1910,1
painting::Artists2/Guy Rose/November Twilight 1908.jpg,painting,November Twilight 1908,4
motif::twilight-and-night,motif,twilight-and-night,27
painting::Artists2/Guy Rose/Portrait Of An Algerian 1900.jpg,painting,Portrait Of An Algerian 1900,1
painting::Artists2/Guy Rose/July Afternoon 1897.jpg,painting,July Afternoon 1897,2
painting::Artists2/Guy Rose/The Gondolier Venice 1894.jpg,painting,The Gondolier Venice 1894,2
painting::Artists2/Guy Rose/The Potato Gatherers 1891.jpg,painting,The Potato Gatherers 1891,3
painting::Artists2/Guy Rose/The End Of The Day 1891.jpg,painting,The End Of The Day 1891,3
painting::Artists2/Guy Rose/The Cabbage Patch 1891.jpg,painting,The Cabbage Patch 1891,2
painting::Artists2/Guy Rose/Giverny Willows 1891.jpg,painting,Giverny Willows 1891,2
painting::Artists2/Guy Rose/Giverny Hillside 1891.jpg,painting,Giverny Hillside 1891,2
painting::Artists2/Guy Rose/La Mere Pichaud 1890.jpg,painting,La Mere Pichaud 1890,2
painting::Artists2/Guy Rose/Plums Waterglass And Peaches 1889.jpg,painting,Plums Waterglass And Peaches 1889,2
painting::Artists2/Guy Rose/Still Life Jug With Fruit 1888.jpg,painting,Still Life Jug With Fruit 1888,2
painting::Artists2/Guy Rose/Spring Harvest Also Known As Still Life With Asparagus 1887.jpg,painting,Spring Harvest Also Known As Still Life With Asparagus 1887,2
painting::Artists2/Guy Rose/Chrysanthemums 1887.jpg,painting,Chrysanthemums 1887,1
painting::Artists2/Edmund Charles Tarbell/Thoroughbred With Jockey Up.jpg,painting,Thoroughbred With Jockey Up,1
painting::Artists2/Edmund Charles Tarbell/Still Life With Oriental Statue.jpg,painting,Still Life With Oriental Statue,2
motif::arts-and-crafts,motif,arts-and-crafts,26
painting::Artists2/Joaqu N Sorolla/Portrait Of Mr Taft President Of The United States 1909.jpg,painting,Portrait Of Mr Taft President Of The United States 1909,2
painting::Artists2/Joaqu N Sorolla/The Two Sisters 1909.jpg,painting,The Two Sisters 1909,1
painting::Artists2/Joaqu N Sorolla/Fishing Boats 1915.jpg,painting,Fishing Boats 1915,1
painting::Artists2/Joaqu N Sorolla/Beached Boats 1915.jpg,painting,Beached Boats 1915,1
painting::Artists2/Joaqu N Sorolla/Artist S Patio Cafe Novedades Seville 1915.jpg,painting,Artist S Patio Cafe Novedades Seville 1915,2
motif::group-portraits,motif,group-portraits,68
painting::Artists2/Joaqu N Sorolla/Just Out Of The Sea 1915.jpg,painting,Just Out Of The Sea 1915,1
motif::mother-and-child,motif,mother-and-child,132
painting::Artists2/Joaqu N Sorolla/Outskirts Of Seville 1914.jpg,painting,Outskirts Of Seville 1914,1
painting::Artists2/Joaqu N Sorolla/Andalusia The Round Up 1914.jpg,painting,Andalusia The Round Up 1914,1
motif::animals,motif,animals,113
painting::Artists2/Joaqu N Sorolla/Traditional Dress From The Anso Valley 1914.jpg,painting,Traditional Dress From The Anso Valley 1914,2
painting::Artists2/Joaqu N Sorolla/In Hope Of The Fishing 1913.jpg,painting,In Hope Of The Fishing 1913,1
motif::fishing,motif,fishing,24
painting::Artists2/Joaqu N Sorolla/Types Of La Mancha 1912.jpg,painting,Types Of La Mancha 1912,3
motif::mills-and-windmills,motif,mills-and-windmills,30
motif::walking,motif,walking,67
painting::Artists2/Joaqu N Sorolla/San Vicente Cape.jpg,painting,San Vicente Cape,2
painting::Artists2/Joaqu N Sorolla/Sketch For Sad Legacy.jpg,painting,Sketch For Sad Legacy,2
motif::bathing-and-swimming,motif,bathing-and-swimming,28
painting::Artists2/Joaqu N Sorolla/Portrait Of A Woman.jpg,painting,Portrait Of A Woman,1
painting::Artists2/Joaqu N Sorolla/Washerwomen Sketch.jpg,painting,Washerwomen Sketch,1
motif::washing-and-laundry,motif,washing-and-laundry,31
painting::Artists2/Joaqu N Sorolla/The Waves.jpg,painting,The Waves,3
motif::moles-and-embankments,motif,moles-and-embankments,48
painting::Artists2/Joaqu N Sorolla/The Los Adarves Gardens The Alhambra Granada.jpg,painting,The Los Adarves Gardens The Alhambra Granada,1
painting::Artists2/Joaqu N Sorolla/Street In Granada.jpg,painting,Street In Granada,1
painting::Artists2/Joaqu N Sorolla/Portrait Of A Girl.jpg,painting,Portrait Of A Girl,1
painting::Artists2/Joaqu N Sorolla/Portrait Of King Alfonso.jpg,painting,Portrait Of King Alfonso,1
painting::Artists2/Joaqu N Sorolla/Mountains At Jaca.jpg,painting,Mountains At Jaca,1
painting::Artists2/Joaqu N Sorolla/Granada.jpg,painting,Granada,1
painting::Artists2/Joaqu N Sorolla/Sea At Jávea.jpg,painting,Sea At Jávea,2
painting::Artists2/Joaqu N Sorolla/Entrance To Central Park.jpg,painting,Entrance To Central Park,2
painting::Artists2/Joaqu N Sorolla/Landscape.jpg,painting,Landscape,1
painting::Artists2/Joaqu N Sorolla/Italian Street.jpg,painting,Italian Street,1
painting::Artists2/Joaqu N Sorolla/The Breackwater San Sebastian.jpg,painting,The Breackwater San Sebastian,4
painting::Artists2/Joaqu N Sorolla/San Sebastian Landscape.jpg,painting,San Sebastian Landscape,1
painting::Artists2/Joaqu N Sorolla/Landscape With Figure.jpg,painting,Landscape With Figure,1
painting::Artists2/Joaqu N Sorolla/Girl With Flowers.jpg,painting,Girl With Flowers,1
painting::Artists2/Joaqu N Sorolla/Portrait Of Dona Elena Ortúzar.jpg,painting,Portrait Of Dona Elena Ortúzar,1
painting::Artists2/Joaqu N Sorolla/Around Segovia.jpg,painting,Around Segovia,1
painting::Artists2/Joaqu N Sorolla/Under The Tamarinds San Sebastian.jpg,painting,Under The Tamarinds San Sebastian,2
painting::Artists2/Joaqu N Sorolla/Malvarrosa Valencia.jpg,painting,Malvarrosa Valencia,1
painting::Artists2/Joaqu N Sorolla/Victor Hugo S House In Passages.jpg,painting,Victor Hugo S House In Passages,3
motif::Paris,motif,Paris,35
painting::Artists2/Joaqu N Sorolla/Port Of Passages.jpg,painting,Port Of Passages,1
painting::Artists2/Joaqu N Sorolla/Retirement Madrid.jpg,painting,Retirement Madrid,1
painting::Artists2/Joaqu N Sorolla/Square Of Valencia.jpg,painting,Square Of Valencia,2
painting::Artists2/Joaqu N Sorolla/Women On The Beach In San Sebastian.jpg,painting,Women On The Beach In San Sebastian,1
motif::leisure-and-sleep,motif,leisure-and-sleep,115
painting::Artists2/Joaqu N Sorolla/On The Beach.jpg,painting,On The Beach,2
painting::Artists2/Joaqu N Sorolla/Garden Of Italy.jpg,painting,Garden Of Italy,1
painting::Artists2/Joaqu N Sorolla/Chumberas Study.jpg,painting,Chumberas Study,1
painting::Artists2/Joaqu N Sorolla/Excerpts.jpg,painting,Excerpts,2
painting::Artists2/Joaqu N Sorolla/Outskirts Of Paris.jpg,painting,Outskirts Of Paris,3
painting::Artists2/Joaqu N Sorolla/Valencia Street With Awnings.jpg,painting,Valencia Street With Awnings,1
painting::Artists2/Joaqu N Sorolla/Landscapes Of San Pedro San Sebastian.jpg,painting,Landscapes Of San Pedro San Sebastian,1
painting::Artists2/Joaqu N Sorolla/Bathing.jpg,painting,Bathing,2
painting::Artists2/Joaqu N Sorolla/Landscape In San Sebastian.jpg,painting,Landscape In San Sebastian,1
painting::Artists2/Joaqu N Sorolla/Clotilde With Hat.jpg,painting,Clotilde With Hat,1
painting::Artists2/Joaqu N Sorolla/Almond Trees In Asis.jpg,painting,Almond Trees In Asis,1
painting::Artists2/Joaqu N Sorolla/Near Jaca.jpg,painting,Near Jaca,1
painting::Artists2/Joaqu N Sorolla/Naranjos Alcira.jpg,painting,Naranjos Alcira,1
painting::Artists2/Joaqu N Sorolla/Portrait Of Dona Elena Ortuzar Blasco Ibanez.jpg,painting,Portrait Of Dona Elena Ortuzar Blasco Ibanez,1
painting::Artists2/Joaqu N Sorolla/Beach Of Biarritz.jpg,painting,Beach Of Biarritz,1
painting::Artists2/Joaqu N Sorolla/A Farmhouse In Valencia.jpg,painting,A Farmhouse In Valencia,1
painting::Artists2/Joaqu N Sorolla/Boys In The Sea.jpg,painting,Boys In The Sea,2
painting::Artists2/Joaqu N Sorolla/Asturian Girl.jpg,painting,Asturian Girl,1
painting::Artists2/Joaqu N Sorolla/Painters On The Beach.jpg,painting,Painters On The Beach,1
painting::Artists2/Joaqu N Sorolla/Two Men On A Deck.jpg,painting,Two Men On A Deck,1
motif::handwork,motif,handwork,41
painting::Artists2/Joaqu N Sorolla/The Musketeer.jpg,painting,The Musketeer,1
painting::Artists2/Joaqu N Sorolla/The Milkmaid.jpg,painting,The Milkmaid,1
painting::Artists2/Joaqu N Sorolla/Portrait Of A Gentleman.jpg,painting,Portrait Of A Gentleman,1
painting::Artists2/Joaqu N Sorolla/Children In The Sea.jpg,painting,Children In The Sea,2
painting::Artists2/Joaqu N Sorolla/Farmhouse In Valencia.jpg,painting,Farmhouse In Valencia,1
painting::Artists2/Joaqu N Sorolla/Boy On The Sand.jpg,painting,Boy On The Sand,1
painting::Artists2/Joaqu N Sorolla/White Roses From The House Garden 1919.jpg,painting,White Roses From The House Garden 1919,1
painting::Artists2/Joaqu N Sorolla/The Tunny Catch 1919.jpg,painting,The Tunny Catch 1919,2
painting::Artists2/Joaqu N Sorolla/The Smugglers 1919.jpg,painting,The Smugglers 1919,2
painting::Artists2/Joaqu N Sorolla/Looking For Shellfish 1919.jpg,painting,Looking For Shellfish 1919,1
painting::Artists2/Joaqu N Sorolla/Elena In Cove San Vicente At Majorca 1919.jpg,painting,Elena In Cove San Vicente At Majorca 1919,1
painting::Artists2/Joaqu N Sorolla/Portrait Of D Amalio Gimeno 1919.jpg,painting,Portrait Of D Amalio Gimeno 1919,1
painting::Artists2/Joaqu N Sorolla/Valencia Beach Fisherwomen 1919.jpg,painting,Valencia Beach Fisherwomen 1919,2
painting::Artists2/Joaqu N Sorolla/The Coast Near San Sebastian 1918.jpg,painting,The Coast Near San Sebastian 1918,1
painting::Artists2/Joaqu N Sorolla/The Breakwater Of San Sebastian 1918.jpg,painting,The Breakwater Of San Sebastian 1918,1
painting::Artists2/Joaqu N Sorolla/Rose Bush At The Sorolla House 1918.jpg,painting,Rose Bush At The Sorolla House 1918,2
painting::Artists2/Joaqu N Sorolla/Portrait Of José Luis López De Arana Benlliure.jpg,painting,Portrait Of José Luis López De Arana Benlliure,1
painting::Artists2/Joaqu N Sorolla/The Elche Palm Grove 1918.jpg,painting,The Elche Palm Grove 1918,1
painting::Artists2/Joaqu N Sorolla/Child S Siesta.jpg,painting,Child S Siesta,2
painting::Artists2/Joaqu N Sorolla/View Of Plascencia 1917.jpg,painting,View Of Plascencia 1917,1
painting::Artists2/Joaqu N Sorolla/The Market 1917.jpg,painting,The Market 1917,3
motif::markets-and-shops,motif,markets-and-shops,29
painting::Artists2/Joaqu N Sorolla/The Breakwater At San Sebastian 1917.jpg,painting,The Breakwater At San Sebastian 1917,1
painting::Artists2/Joaqu N Sorolla/Sierra Nevada Granada 1917.jpg,painting,Sierra Nevada Granada 1917,1
painting::Artists2/Joaqu N Sorolla/Valencia Couples On Horseback 1916.jpg,painting,Valencia Couples On Horseback 1916,2
motif::couples,motif,couples,26
painting::Artists2/Joaqu N Sorolla/Pulling The Boat 1916.jpg,painting,Pulling The Boat 1916,2
painting::Artists2/Joaqu N Sorolla/Oxen At The Beach 1916.jpg,painting,Oxen At The Beach 1916,1
painting::Artists2/Joaqu N Sorolla/On The Beach At Valencia 1916.jpg,painting,On The Beach At Valencia 1916,1
painting::Artists2/Joaqu N Sorolla/Mother And Daughter Valencia Beach 1916.jpg,painting,Mother And Daughter Valencia Beach 1916,1
painting::Artists2/Joaqu N Sorolla/Inquisitive Child 1916.jpg,painting,Inquisitive Child 1916,1
painting::Artists2/Joaqu N Sorolla/Female Nude 1916.jpg,painting,Female Nude 1916,1
painting::Artists2/Joaqu N Sorolla/Children On The Beach Valencia 1916.jpg,painting,Children On The Beach Valencia 1916,1
painting::Artists2/Joaqu N Sorolla/After The Bath Valencia 1916.jpg,painting,After The Bath Valencia 1916,1
painting::Artists2/Joaqu N Sorolla/Fisherwoman From Valencia 1916.jpg,painting,Fisherwoman From Valencia 1916,1
painting::Artists2/Joaqu N Sorolla/The Waves At San Sebastian 1915.jpg,painting,The Waves At San Sebastian 1915,3
painting::Artists2/Joaqu N Sorolla/The Fish Catalonia 1915.jpg,painting,The Fish Catalonia 1915,1
painting::Artists2/Joaqu N Sorolla/View Of Toledo 1912.jpg,painting,View Of Toledo 1912,1
painting::Artists2/Joaqu N Sorolla/The Siesta 1912.jpg,painting,The Siesta 1912,1
painting::Artists2/Joaqu N Sorolla/Queen Victoria Eugenia Of Spain 1911.jpg,painting,Queen Victoria Eugenia Of Spain 1911,2
painting::Artists2/Joaqu N Sorolla/Louis Comfort Tiffany 1911.jpg,painting,Louis Comfort Tiffany 1911,1
painting::Artists2/Joaqu N Sorolla/Fisherwomen 1911.jpg,painting,Fisherwomen 1911,1
painting::Artists2/Joaqu N Sorolla/Old Garden Of The Alcazar In Seville 1910.jpg,painting,Old Garden Of The Alcazar In Seville 1910,1
painting::Artists2/Joaqu N Sorolla/Valencia 1910.jpg,painting,Valencia 1910,2
painting::Artists2/Joaqu N Sorolla/Under The Sawning At Zarauz Beach 1910.jpg,painting,Under The Sawning At Zarauz Beach 1910,1
painting::Artists2/Joaqu N Sorolla/Tower Of Seven Pont Alhambra Granada 1910.jpg,painting,Tower Of Seven Pont Alhambra Granada 1910,1
painting::Artists2/Joaqu N Sorolla/The Cemetery At Sierra Nevada Granada 1910.jpg,painting,The Cemetery At Sierra Nevada Granada 1910,1
painting::Artists2/Joaqu N Sorolla/Sierra Nevada From The Alhambra Grenada 1910.jpg,painting,Sierra Nevada From The Alhambra Grenada 1910,1
painting::Artists2/Joaqu N Sorolla/Reservoir At The Alcazin Seville 1910.jpg,painting,Reservoir At The Alcazin Seville 1910,1
painting::Artists2/Joaqu N Sorolla/On The Sands At Zarauz Beach 1910.jpg,painting,On The Sands At Zarauz Beach 1910,2
painting::Artists2/Joaqu N Sorolla/On The Beach At Valencia 1910.jpg,painting,On The Beach At Valencia 1910,1
painting::Artists2/Joaqu N Sorolla/La Salute Venice 1910.jpg,painting,La Salute Venice 1910,2
painting::Artists2/Joaqu N Sorolla/Maria On The Beach Zarauz 1910.jpg,painting,Maria On The Beach Zarauz 1910,1
painting::Artists2/Joaqu N Sorolla/In The Racing Shell 1910.jpg,painting,In The Racing Shell 1910,1
painting::Artists2/Joaqu N Sorolla/Generalife Granada 1910.jpg,painting,Generalife Granada 1910,1
