painting_id,motif,weight
painting::Artists2/Joaqu N Sorolla/Clotilde In A Black Dress 1906.jpg,female-portraits,1
painting::Artists2/Joaqu N Sorolla/Clothilde At The Beach 1904.jpg,female-portraits,1
painting::Artists2/Joaqu N Sorolla/Maria 1900.jpg,female-portraits,1
painting::Artists2/Joaqu N Sorolla/Elena At Her Desk 1898.jpg,female-portraits,1
painting::Artists2/Joaqu N Sorolla/Portrait Of Countess Of Santiago 1894.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/Portrait Of Elanor Hyde Phillips.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/Mother And Mary 1922.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/The Sisters 1921.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/Josephine Knitting 1916.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/Three Firls Reading 1907.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/Girl Crotcheting 1904.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/The Breakfast Room 1903.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/Profile 1900.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/Girl With Sailboat 1899.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/Across The Room 1899.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/My Wife Emeline In A Garden.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/Arrangement In Pink And Gray Afternoon Tea.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/The Bath 1893.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/Amethyst.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/Mother And Child In A Boat 1892.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/In The Orchard 1891.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/In A Garden 1890.jpg,female-portraits,1
painting::Artists2/Edmund Charles Tarbell/Portrait Of A Woman In White 1890.jpg,female-portraits,1
painting::Artists2/Joaqu N Sorolla/Portrait Of Clothilde 1891.jpg,female-portraits,1
painting::Artists2/Joaqu N Sorolla/Italian Girl With Flowers 1886.jpg,female-portraits,1
painting::Artists2/Joaqu N Sorolla/Head Of An Italian Girl 1886.jpg,female-portraits,1
painting::Artists2/Philip Wilson Steer/Woman Sewing.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/On The Terrace 1920.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/At The Window 1919.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Actress Hope Komarovskaya 1919.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Woman With Guitar 1919.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/On Terrace.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Young Woman On The Threshold.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of The Artist V V Wulf.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of A Woman 1922.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of Z Pertseva 1921.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Two In A Chair 1921.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/The Lady On The Chair 1917.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of A Woman 1917.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/At The Open Window 1916.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Still Life With Portrait Of Pertseva 1916.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Terrace 1915.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of A Woman 1912.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of Nadezhda Komarovskaya 1910.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of Nadezhda Komarovskaya 1908.jpg,female-portraits,1
painting::Artists2/Philip Wilson Steer/Seated Lady.jpg,female-portraits,1
painting::Artists2/Philip Wilson Steer/Mrs Cyprian Williams And Her Two Little Girls.jpg,female-portraits,1
painting::Artists2/Philip Wilson Steer/Young Woman At The Beach.jpg,female-portraits,1
painting::Artists2/Philip Wilson Steer/Girl At The Beach.jpg,female-portraits,1
painting::Artists2/Philip Wilson Steer/Mrs Violet M Hammersley 1907.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Paper Lanterns 1898.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Mistress Of The House 1896.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Summertime 1895.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Spaniard 1894.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Autumn Young Woman In A Garden 1891.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/The Lady In The Hat.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/At The Balcony Spanish Women Leonora And Ampara 1889.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of Olga Orlova 1889.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of Olga Alyabyeva 1889.jpg,female-portraits,1
painting::Artists2/Philip Wilson Steer/The Music Room 1906.jpg,female-portraits,1
painting::Artists2/Philip Wilson Steer/Hydrangeas 1901.jpg,female-portraits,1
painting::Artists2/Philip Wilson Steer/Portrait Of Miss Scobell In A Bathchair The Convalescent.jpg,female-portraits,1
painting::Artists2/Philip Wilson Steer/Portrait Of Miss Rose Pettigrew.jpg,female-portraits,1
painting::Artists2/Philip Wilson Steer/Girl On A Sofa 1891.jpg,female-portraits,1
painting::Artists2/Philip Wilson Steer/The Sprigged Frock.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/A Muse 1887.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/North Idilliya 1886.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of Sofia Golitsyna 1886.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/On The Road 1885.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of A Chorus Girl 1883.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of The Artist M V Yakunchikova.jpg,female-portraits,1
painting::Artists2/Konstantin Korovin/Portrait Of The Artist Tatiana Spiridonovna Lyubatovich.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Brittany Peasant At The Pardon.jpg,female-portraits,1
painting::Artists2/Childe Hassam/The White Dory.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Against The Light.jpg,female-portraits,1
painting::Artists2/Childe Hassam/The Flag Outside Her Window April Aka Boys Marching By.jpg,female-portraits,1
painting::Artists2/Childe Hassam/The Ash Blond.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Mrs Hassam Knitting.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Mrs Holley Of Cos Cob Connecticut.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Lady In Furs Aka Mrs Charles A Searles.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Fire Opals Aka Lady In Furs Portrait Of Mrs Searle.jpg,female-portraits,1
painting::Artists2/Childe Hassam/The Victorian Chair.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Portrait Of A Lady In Blue Dress.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Lillie.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Edith Blaney Mrs Dwight Blaney.jpg,female-portraits,1
painting::Artists2/Childe Hassam/French Peasant Girl.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Lady In Pink.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Mrs Hassam And Her Sister.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Spring Aka The Artist S Sister.jpg,female-portraits,1
painting::Artists2/Childe Hassam/Maude Sewing.jpg,female-portraits,1
painting::Artists2/Willard Metcalf/Young Lady On The Beach.jpg,female-portraits,1
painting::Artists2/John Henry Twachtman/Study Of A Head.jpg,female-portraits,1
painting::Artists2/John Henry Twachtman/Figure In A Landscape.jpg,female-portraits,1
painting::Artists2/John Henry Twachtman/In The Sunlight.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/In The Livingroom.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/Idle Hours 1888.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/Mother And Child.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/Landscape With Seated Figure.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/Ideal Head.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/Cora.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/A Follower Of Grolier.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/The Lace Maker 1915.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/The Letter.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/Girl In Black.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/On The Shore.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/The Blue Gown.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/At The Piano.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/Summer 1898.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/Girl Standing By A Gate 1896.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/Face Reflected In A Mirror 1896.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/Mother And Child 1.jpg,female-portraits,1
painting::Artists2/Julian Alden Weir/Union Square.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/The Milliner.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/Women In White.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/The Young Student.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/A Study In Pink Aka Portrait Of Mrs Robert P Mcdougal.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Tired Aka Portrait Of The Artist S Daughter.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of A Woman.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Mrs C 1.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/My Daughter Dieudonnee Aka Alice Dieudonnee Chase.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/My Daughter Dieudonne Alice Dieudonne Chase.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Lady With A Rose.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Girl In White Aka Portrait Of Irene Dimock.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Young Girl.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/The Japanese Book.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Mrs William Chase.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/A Spanish Girl Aka Portrait Of Mrs Chase In Spanish Dress.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/A Lady In Brown.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Clara Stephens Wearing A Hat With An Orange Ribbon.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Woman In White.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Woman In Kimono Holding A Japanese Fan.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/The Red Gown.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/The Moroccan Girl.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Study Of A Young Girl.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Spanish Girl 1.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Virginia Gerson.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of The Artist S Sister In Law.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Susan Watkins.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Mrs William Clark.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Helen Velasquez Chase.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Harriet Hubbard Ayers.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of A Woman 2.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of A Lady 1.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Lydia Field Emmet.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/At The Window.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Assyrian Girl.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Alice Dieudonne Chase Shinnecock Hills.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Miss L Aka Isabella Lathrop.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Mme E H Bensel.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/A Coquette.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Mrs William Merritt Chase.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Miss Mary Margaret Sweeny.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Memories.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Woman In Green.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Martha Walter.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Dorothy 2.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Miss Frances.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of A Young Woman.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Ms Helen Dixon.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/My Daughter Dorothy.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Woman Of Holland.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/The Black Kimono.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Kate Freeman Clark.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of A Lady With A Rose.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Helen Daughter Of The Artist.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/A Girl In Yellow Aka The Yellow Gown.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Elizabeth Betsy Fisher.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/The Blue Kimono Aka Girl In Blue Kimono.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Fra Dana.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/The Golden Lady.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Study Of Girl In Japanese Dress 1895.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Mrs C Alice Gerson Chase.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of A Lady In A White Dress Aka Miss Edith Newbold.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/A Study Aka The Artist S Wife.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Seated Woman In Black Dress.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Reverie.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Mrs Julius Erson.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of A Woman The White Dress 1890.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of A Lady.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Girl In White.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Girl In A Japanese Costume.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Afternoon In The Park.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Weary Aka Who Rang.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of A Lady In Pink Aka Lady In Pink Portrait Of Mrs Leslie Cotton.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Making Her Toilet.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Contemplation.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/The Japanese Print.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Study Of An Arab Girl.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Mrs C.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Lady In Black.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Good Friends 1.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Carmencita.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Young Woman Before A Mirror.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Woman On A Dock.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/The White Rose Aka Miss Jessup.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/The Morning News.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Study Of Black Against Yello.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Spanish Girl.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Mrs Chase.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/The Toilet.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Erla Howell Aka Little Miss H.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Mrs Chase As The Señorita.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Meditation Aka Portrait Of The Artist S Wife 1886.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Girl With Tambourine.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Girl With Guitar.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/A Madrid Dancing Girl.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Young Girl With Flowers.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Seated Woman In Yello Striped Gown.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Ready For A Walk Beatrice Clough Bachmann.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of A Woman 1.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Lady In White Gown.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Figure Study I.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Surprise.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/The Mirror.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Miss Dora Wheeler 1.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/A Lady In Black Aka The Red Shawl.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Dancing Girl.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Virginia Gerson 1.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/A Portrait Study.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/The Mandolin Player.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/Reading In The Forest.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/Portrait Of Jeanne Gonzales In Profile.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/An Actress With A Mask.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/The Donkey Ride 1880.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/Portrait Of A Woman In White.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/Nanny With A Child.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/Secretly 1878.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/Woman Awakening 1876.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/The Little Lever.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/Afternoon Tea Aka On The Terrace.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/A Box At The Italian Theatre 1874.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/The Indolence.jpg,female-portraits,1
painting::Artists2/Eva Gonzales/Portrait Of A Young Woman.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of The Artist S Daughter Dorothy.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Portrait Of Harriet Hubbard Ayer.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Ready For The Ride.jpg,female-portraits,1
painting::Artists2/William Merritt Chase/Woman With A Basket.jpg,female-portraits,1
painting::Artists2/Gustave Caillebotte/Portrait Of Madame Renoir.jpg,female-portraits,1
painting::Artists2/Gustave Caillebotte/Woman Sitting On A Red Flowered Sofa.jpg,female-portraits,1
painting::Artists2/Gustave Caillebotte/Interior Woman Reading 1880.jpg,female-portraits,1
painting::Artists2/Gustave Caillebotte/Portrait Of Madame X.jpg,female-portraits,1
painting::Artists2/Gustave Caillebotte/Portrait Of Mademoiselle Boissiere Knitting 1877.jpg,female-portraits,1
painting::Artists2/Gustave Caillebotte/Portrait Of Madame Martial Caillebotte 1877.jpg,female-portraits,1
painting::Artists2/Gustave Caillebotte/Portrait Of A Young Woman In An Interior.jpg,female-portraits,1
painting::Artists2/Gustave Caillebotte/Portraits In The Countryside.jpg,female-portraits,1
painting::Artists2/Gustave Caillebotte/Woman Seated On The Lawn.jpg,female-portraits,1
painting::Artists2/Gustave Caillebotte/Woman Seated Beneath A Tree.jpg,female-portraits,1
painting::Artists2/Giuseppe De Nittis/Woman On The Beach.jpg,female-portraits,1
painting::Artists2/Giuseppe De Nittis/Sarah Bernhardt As Pierrot.jpg,female-portraits,1
painting::Artists2/Max Liebermann/Portrait Of Mrs Irene Triesch.jpg,female-portraits,1
painting::Artists2/Max Liebermann/Portrait Of Miss Hedwig Ruetz 1903.jpg,female-portraits,1
painting::Artists2/T C Steele/Weekly Wash.jpg,female-portraits,1
painting::Artists2/T C Steele/Selma In The Garden.jpg,female-portraits,1
painting::Artists2/T C Steele/Village Scene.jpg,female-portraits,1
painting::Artists2/T C Steele/Flower Garden At Brookville 1901.jpg,female-portraits,1
painting::Artists2/T C Steele/Cumberland Mountains 1899.jpg,female-portraits,1
painting::Artists2/T C Steele/Berry Picker 1894.jpg,female-portraits,1
painting::Artists2/T C Steele/At Noon Day 1894.jpg,female-portraits,1
painting::Artists2/T C Steele/Morning By The Stream 1893.jpg,female-portraits,1
painting::Artists2/T C Steele/September 1892.jpg,female-portraits,1
painting::Artists2/T C Steele/Portrait Of Daisy 1891.jpg,female-portraits,1
painting::Artists2/T C Steele/Daisy By The River 1891.jpg,female-portraits,1
painting::Artists2/T C Steele/The Brook In The Woods 1889.jpg,female-portraits,1
painting::Artists2/Giuseppe De Nittis/Face.jpg,female-portraits,1
painting::Artists2/Giuseppe De Nittis/A Lady From Naples.jpg,female-portraits,1
painting::Artists2/Giuseppe De Nittis/Snow Effect.jpg,female-portraits,1
painting::Artists2/Giuseppe De Nittis/Presso Al Lago.jpg,female-portraits,1
painting::Artists2/Giuseppe De Nittis/Promenade Hivernale.jpg,female-portraits,1
painting::Artists2/Giuseppe De Nittis/Back From Dance.jpg,female-portraits,1
painting::Artists2/T C Steele/Meridian Street Thawing Weather 1887.jpg,female-portraits,1
painting::Artists2/T C Steele/Brook In Woods 1887.jpg,female-portraits,1
painting::Artists2/T C Steele/Village Scene 1.jpg,female-portraits,1
painting::Artists2/T C Steele/Evening Poplars 1885.jpg,female-portraits,1
painting::Artists2/T C Steele/A Corner In The Old Kitchen Of The Mittenheim Cloister 1883.jpg,female-portraits,1
painting::Artists2/T C Steele/Winter Afternoon Old Munich 1883.jpg,female-portraits,1
painting::Artists2/Mary Cassatt/Portrait Of Madame A F Aude And Her Two Daughters 1899.jpg,female-portraits,1
painting::Artists2/Mary Cassatt/Madame Meerson And Her Daughter.jpg,female-portraits,1
painting::Artists2/Mary Cassatt/Woman With A Parakeet 1898.jpg,female-portraits,1
painting::Artists2/Mary Cassatt/Portrait Of Ellen Mary Cassatt.jpg,female-portraits,1
painting::Artists2/Mary Cassatt/Portrait Of A Young Woman In Green 1898 1.jpg,female-portraits,1
painting::Artists2/Mary Cassatt/Portrait Of A Young Woman.jpg,female-portraits,1
painting::Artists2/Mary Cassatt/Bust Of Francoise Looking Down.jpg,female-portraits,1
painting::Artists2/Mary Cassatt/Woman With Needlework Sun.jpg,female-portraits,1
