painting_id,motif,weight
painting::Artists2/Gustave Dore/The Spies Return From The Promised Land.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Return Of The Prodigal Son.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Resurrection.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Prophets Of Baal Are Slaughtered.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Rebuilding Of The Temple Is Begun.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Punishment Of Antiochus.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Miraculous Draught Of Fishes.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Midianites Are Routed.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Martyrdom Of Eleazar The Scribe.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Marriage In Cana.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Levite Carries The Woman S Body Away.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Last Supper.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Justification Of Susanna.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Last Judgment.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Judgment Of Solomon.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Israelites Slaughter The Syrians.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Israelites Cross The Jordan River.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Judas Kiss.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Good Samaritan.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Gleaners.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Firstborn Of The Egyptians Are Slain.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Finding Of Moses.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Fifth Plague Livestock Disease.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Flight Into Egypt.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Erection Of The Cross.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Egyptians Drown In The Sea.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Egyptians Ask Moses To Depart.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Disobedient Prophet Is Slain By A Lion.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Disciples Plucking Corn On The Sabbath.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Destruction Of Leviathan.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Descent Of The Spirit.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Descent From Thecross.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Death Of Saul.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Death Of Korah Dathan And Abiram.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Death Of Jezebel.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Creation Of Light.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Creation Of Eve.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Courage Of A Mother.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Buyers And Sellers Driven Out Of Temple.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Bronze Serpent.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Benjaminites Take The Virgins Of Jabesh Gilead.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Beseech That Moses Might Report To Them His Will And Terror Cease.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Baptism Of Jesus.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Ascension.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Arrival At Calvary.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Army Of The Amorites Is Destroyed.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Army Appears In The Heavens.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Apostles Preaching The Gospel.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Ark Is Returned To Beth Shemesh.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Annunciation.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Angel Raphael And The Family Of Tobit.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Angel Is Sent To Deliver Israel.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Ammonite And Moabite Armies Are Destroyed.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Agony In The Garden.jpg,Christianity,1
painting::Artists2/Gustave Dore/St Peterinthehouseofcornelius.jpg,Christianity,1
painting::Artists2/Gustave Dore/St Paulshipwrecked.jpg,Christianity,1
painting::Artists2/Gustave Dore/St Peter Delivered From Prison.jpg,Christianity,1
painting::Artists2/Gustave Dore/St Paulrescuedfromthemultitude.jpg,Christianity,1
painting::Artists2/Gustave Dore/St Paulatephesus.jpg,Christianity,1
painting::Artists2/Gustave Dore/St Peter And St John At Beautiful Gate.jpg,Christianity,1
painting::Artists2/Gustave Dore/Sodom.jpg,Christianity,1
painting::Artists2/Gustave Dore/Solomon Receives The Queen Of Sheba.jpg,Christianity,1
painting::Artists2/Gustave Dore/Shadrach Meshach And Abednego In The Furnace.jpg,Christianity,1
painting::Artists2/Gustave Dore/Sermon On The Mount.jpg,Christianity,1
painting::Artists2/Gustave Dore/Sennacherib S Army Is Destroyed.jpg,Christianity,1
painting::Artists2/Gustave Dore/Saul Attempts To Kill David.jpg,Christianity,1
painting::Artists2/Gustave Dore/Samson Slays A Lion.jpg,Christianity,1
painting::Artists2/Gustave Dore/Samson Destroys The Philistines With An Ass Jawbone.jpg,Christianity,1
painting::Artists2/Gustave Dore/Samson Carries Away The Gates Of Gaza.jpg,Christianity,1
painting::Artists2/Gustave Dore/Samuel Blesses Saul.jpg,Christianity,1
painting::Artists2/Gustave Dore/Samson And Delilah.jpg,Christianity,1
painting::Artists2/Gustave Dore/Ruth And Boaz.jpg,Christianity,1
painting::Artists2/Gustave Dore/Resurrection Of Lazarus.jpg,Christianity,1
painting::Artists2/Gustave Dore/Rizpah S Kindness Toward The Dead.jpg,Christianity,1
painting::Artists2/Gustave Dore/Queen Vashti Refuses To Obey Ahasuerus Command.jpg,Christianity,1
painting::Artists2/Gustave Dore/People Mourn Over The Destruction Of Jerusalem.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jesus Falling Beneath The Cross.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jesus And The Woman Taken In Adultery.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jesus At The House Of Martha And Mary.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jesus And The Woman Of Samaria.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jesus And The Disciples Going To Emmaus.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jesus.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jeremiah Preaching To His Followers.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jephthah S Daughter Comes To Meet Her Father.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jael Kills Sisera.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jehu S Companions Find Jezebel S Remains.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jacob Prays For Protection.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jacob And Esau Meet.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jabesh Gileadites Recover The Bodies Of Saul And His Sons.jpg,Christianity,1
painting::Artists2/Gustave Dore/Israelite Women Mourn With Jephthah S Daughter.jpg,Christianity,1
painting::Artists2/Gustave Dore/Isaiah S Vision Of The Destruction Of Babylon.jpg,Christianity,1
painting::Artists2/Gustave Dore/Heliodorus Is Cast Down.jpg,Christianity,1
painting::Artists2/Gustave Dore/Hagar And Ishmael In The Wilderness.jpg,Christianity,1
painting::Artists2/Gustave Dore/Gideon Chooses 300 Soldiers.jpg,Christianity,1
painting::Artists2/Gustave Dore/Foreign Nations Are Slain By Lions In Samaria.jpg,Christianity,1
painting::Artists2/Gustave Dore/Ezra Reads The Law To The People.jpg,Christianity,1
painting::Artists2/Gustave Dore/Ezra Kneels In Prayer.jpg,Christianity,1
painting::Artists2/Gustave Dore/Expulsion Of Ishmael And His Mother.jpg,Christianity,1
painting::Artists2/Gustave Dore/Esther Before The King.jpg,Christianity,1
painting::Artists2/Gustave Dore/Esther Accuses Haman.jpg,Christianity,1
painting::Artists2/Gustave Dore/Entry Of Jesus Into Jerusalem.jpg,Christianity,1
painting::Artists2/Gustave Dore/Elijah Is Nourished By An Angel.jpg,Christianity,1
painting::Artists2/Gustave Dore/Elijah Raises The Son Of The Widow Of Zarephath.jpg,Christianity,1
painting::Artists2/Gustave Dore/Elijah Ascends To Heaven In A Chariot Of Fire.jpg,Christianity,1
painting::Artists2/Gustave Dore/Eliezer And Rebekah.jpg,Christianity,1
painting::Artists2/Gustave Dore/Elijah Destroys The Messengers Of Ahaziah.jpg,Christianity,1
painting::Artists2/Gustave Dore/Death Of Ananias.jpg,Christianity,1
painting::Artists2/Gustave Dore/David Slays Goliath.jpg,Christianity,1
painting::Artists2/Gustave Dore/David Shows Saul How He Spared His Life.jpg,Christianity,1
painting::Artists2/Gustave Dore/David Mourns The Death Of Absalom.jpg,Christianity,1
painting::Artists2/Gustave Dore/David And Jonathan.jpg,Christianity,1
painting::Artists2/Gustave Dore/David Attacks The Ammonites.jpg,Christianity,1
painting::Artists2/Gustave Dore/Daniel S Vision Of The Four Beasts.jpg,Christianity,1
painting::Artists2/Gustave Dore/Daniel Confounds The Priests Of Bel.jpg,Christianity,1
painting::Artists2/Gustave Dore/Daniel Among The Exiles.jpg,Christianity,1
painting::Artists2/Gustave Dore/Cyrus Restores The Vessels Of The Temple.jpg,Christianity,1
painting::Artists2/Gustave Dore/Conversion Of Saul.jpg,Christianity,1
painting::Artists2/Gustave Dore/Combat Between Soldiers Of Ish Bosheth And David.jpg,Christianity,1
painting::Artists2/Gustave Dore/Christin The Synagogue.jpg,Christianity,1
painting::Artists2/Gustave Dore/Christ Presented To The People.jpg,Christianity,1
painting::Artists2/Gustave Dore/Christ Mocked.jpg,Christianity,1
painting::Artists2/Gustave Dore/Christ Feeding The Multitude.jpg,Christianity,1
painting::Artists2/Gustave Dore/Cain And Abel Offering Their Sacrifices.jpg,Christianity,1
painting::Artists2/Gustave Dore/Christ And The Tribute Money.jpg,Christianity,1
painting::Artists2/Gustave Dore/Began To Build A Vessel Of Huge Bulk.jpg,Christianity,1
painting::Artists2/Gustave Dore/Baruch Writes Jeremiah S Prophecies.jpg,Christianity,1
painting::Artists2/Gustave Dore/Baruch.jpg,Christianity,1
painting::Artists2/Gustave Dore/Babylon Fallen.jpg,Christianity,1
painting::Artists2/Gustave Dore/Arrival Of The Good Samaritan At The Inn.jpg,Christianity,1
painting::Artists2/Gustave Dore/An Angel Appears To Balaam.jpg,Christianity,1
painting::Artists2/Gustave Dore/An Angel Appears To The Israelites.jpg,Christianity,1
painting::Artists2/Gustave Dore/All Dwellings Else Flood Overwhelmed And Them With All Their Pomp Deep Under Water Rolled.jpg,Christianity,1
painting::Artists2/Gustave Dore/Abishai Saves David S Life.jpg,Christianity,1
painting::Artists2/Gustave Dore/Ecce Homo 1877.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Christian Martyrs.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Vision Of Death.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Martyrdom Of The Holy Innocents 1868.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Confusion Of Tongues.jpg,Christianity,1
painting::Artists2/Gustave Dore/Deborah Engraved By Ettlin.jpg,Christianity,1
painting::Artists2/Gustave Dore/Daniel In The Den Of Lions.jpg,Christianity,1
painting::Artists2/Gustave Dore/Artaxerxes Granting Liberty To The Jews.jpg,Christianity,1
painting::Artists2/Gustave Dore/Adam And Eve Are Driven Out Of Eden.jpg,Christianity,1
painting::Artists2/Gustave Dore/Achan Is Stoned To Death.jpg,Christianity,1
painting::Artists2/Gustave Dore/A Levite Finds A Woman S Corpse.jpg,Christianity,1
painting::Artists2/Gustave Dore/A Famine In Samaria.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Vision Of The Valley Of Dry Bones 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/The People Mourning Over The Ruins Of Jerusalem Lamentations 1 1 2 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Escape Of David Through The Window 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Dove Sent Forth From The Ark 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Conversion Of St Paul 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Children Destroyed By Bears 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Burial Of Sarah 1866 1.jpg,Christianity,1
painting::Artists2/Gustave Dore/Slaughter Of The Sons Of Zedekiah Before Their Father 1866.jpg,Christianity,1
painting::Artists2/Arthur Hughes/The Annunciation.jpg,Christianity,1
painting::Artists2/Gustave Dore/Saul And The Witch Of Endor 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jesus Blessing The Children 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jacob Wrestling With The Angel 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jacob Keeping Laban S Flock 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/Death Of Samson 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/Jacob Goeth Into Egypt 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/Daniel Interpreting The Writing On The Wall 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/Death Of Eleazer 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/Cyrus Restoring The Vessels Of The Temple 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/Abraham Journeying Into The Land Of Canaan 1866.jpg,Christianity,1
painting::Artists2/Gustave Dore/The Wrestle Of Jacob 1855.jpg,Christianity,1
painting::Artists2/Gustave Dore/Abraham God And Two Angels Png 1852.jpg,Christianity,1
painting::Artists2/John Roddam Spencer Stanhope/The Temptation Of Eve.jpg,Christianity,1
painting::Artists2/John Roddam Spencer Stanhope/Why Seek Ye The Living Among The Dread St Luke Chapter Xiv Verse 5 1896.jpg,Christianity,1
painting::Artists2/Adolphe Joseph Thomas Monticelli/The Adoration Of The Magi.jpg,Christianity,1
painting::Artists2/Ford Madox Brown/The Expulsion From Eden.jpg,Christianity,1
painting::Artists2/Ford Madox Brown/Jesus Washing Peter S Feet 1876.jpg,Christianity,1
painting::Artists2/Alfred Stevens/Salome 1888.jpg,Christianity,1
painting::Artists2/Ford Madox Brown/John Wycliffe Reading His Translation Of The Bible To John Of Gaunt 1847.jpg,Christianity,1
painting::Artists2/Alfred Stevens/Maria Magdalena 1887.jpg,Christianity,1
painting::Artists2/Ivan Aivazovsky/Passage Of The Jews Through The Red Sea 1891.jpg,Christianity,1
painting::Artists2/Ivan Aivazovsky/Dejection Of Noah From Mountain Ararat 1897.jpg,Christianity,1
painting::Artists2/Ivan Aivazovsky/The Baptism Of Armenians 1892.jpg,Christianity,1
painting::Artists2/Ivan Aivazovsky/Dejection Of Noah From Mountain Ararat 1889.jpg,Christianity,1
painting::Artists2/Ivan Aivazovsky/Jesus Walks On Water 1888 1.jpg,Christianity,1
painting::Artists2/Ivan Aivazovsky/Jesus Walks On Water 1888.jpg,Christianity,1
painting::Artists2/Ivan Aivazovsky/Dejection Of Noah From Mountain Ararat 1870.jpg,Christianity,1
painting::Artists2/Ivan Aivazovsky/The Betrayal Of Judas 1834.jpg,Christianity,1
painting::Artists2/Taras Shevchenko/Holy Family 1858.jpg,Christianity,1
painting::Artists2/Taras Shevchenko/St Sebastian 1856.jpg,Christianity,1
painting::Artists2/Carl Spitzweg/Ash Wednesday 1860.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/The Miraculous Draught Of Fishes.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/The Descent From The Cross.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/The Expulsion Of Heliodorus 1861.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Jacob S Fight With The Angel 1861.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Christ On The Cross 1856 1.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Christ On The Cross 1856.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Christ On The Sea Of Galilee 1854.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Christ On The Lake Of Gennezaret 1854.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/The Disciples At Emmaus 1853.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Christ On The Cross 1853.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Sketch For Peace Descends To Earth 1852.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Pieta 1850.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/The Entombment Of Christ 1848.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Saint George Fighting The Dragon Perseus Delivering Andromeda 1847.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Adam And Eve.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Christ On The Cross 1839.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Babylonian Captivity.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Pieta 1837.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Frescoes On The West Wall 1837.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/Study For Part Of The Justice Frieze 1836.jpg,Christianity,1
painting::Artists2/Eugene Delacroix/St Sebastian 1836.jpg,Christianity,1
painting::Artists2/Thomas Cole/Landscape Composition St John In The Wilderness 1827.jpg,Christianity,1
painting::Artists2/Thomas Cole/Angels Ministering To Christ In The Wilderness 1843.jpg,Christianity,1
painting::Artists2/Francesco Hayez/Samson Slays The Lion.jpg,Christianity,1
painting::Artists2/Francesco Hayez/Destruction Of The Temple Of Jerusalem 1867.jpg,Christianity,1
painting::Artists2/Francesco Hayez/Meeting Of Jacob And Esau 1844.jpg,Christianity,1
painting::Artists2/Francesco Hayez/Ruth 1835.jpg,Christianity,1
painting::Artists2/Francesco Hayez/Bathing Bathsheba 1834.jpg,Christianity,1
painting::Artists2/Francesco Hayez/Lot And His Daughters 1833.jpg,Christianity,1
painting::Artists2/Francesco Hayez/Bathsheba.jpg,Christianity,1
painting::Artists2/Francesco Hayez/Penitent Mary Magdalene 1825.jpg,Christianity,1
painting::Artists2/Francisco Goya/The Last Communion Of St Joseph Calasanz 1819.jpg,Christianity,1
painting::Artists2/Francisco Goya/Christ On The Mount Of Olives 1819.jpg,Christianity,1
painting::Artists2/Francisco Goya/The Repentant Saint Peter.jpg,Christianity,1
painting::Artists2/Francisco Goya/Procession Of Monks.jpg,Christianity,1
painting::Artists2/Francisco Goya/Judith And Holovernes 1823.jpg,Christianity,1
painting::Artists2/Francisco Goya/Saint Gregory 1799.jpg,Christianity,1
painting::Artists2/Francisco Goya/Saint Ambrose 1799.jpg,Christianity,1
painting::Artists2/Francisco Goya/The Miracle Of St Anthony 1798.jpg,Christianity,1
painting::Artists2/Francisco Goya/The Arrest Of Christ 1798.jpg,Christianity,1
