painting_id,motif,weight
painting::Artists2/Pablo Picasso/Dora Maar 1939.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head Of A Woman 1939.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman In Green 1943.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Brooch 1944.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Hat 1943.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of D M 1943.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head Of Woman 1943.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Jacqueline With Flowers 1954.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Sitting In An Armchair 1953.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Child 1951.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Girl In Chair 1952.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Las Meninas Velazquez.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Bird 1966.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Braid 1971.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Bust Of Woman 1971.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Bird 1970.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Bust Of Woman 1965.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Jacqueline Sitting With Her Cat 1964.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Hat 1962 1.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Hat 1962.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Sitting In Blue Armchair 1962.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Sitting In An Armchair 1962.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Bust Of Woman With Yellow Ribbon Jacqueline 1962.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman In Armchair 1960.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Yellow Hat Jacqueline.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Woman Jacqueline 1960.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Woman 1960.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Jacqueline 1957.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Maria Agustina Sarmiento Velazquez 1957.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Jacqueline At The Studio 1956.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1955.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Jacqueline In Turkish Costume 1955.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1954.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Sylvette David In Green Chair 1954.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Sylvette David.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Sylvette David 1954 2.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Sylvette David 1954 1.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Sylvette David 1954.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head Of A Girl 1950.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Sitting In An Armchair 1949.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Francoise With Blue Dress 1949.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Sitting In An Armchair 1948.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head Of A Girl 1947.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Standing Woman 1946.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head Of A Woman With Green Curls 1946.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Woman With Flat Hat 1945.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Child With Flower 1945.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Bust Of Woman 1943.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Woman.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Woman With Fish 1942.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Woman Dora Maar 1942.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Bust Of A Woman 1942.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Sitting In An Armchair 1941 2.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Sitting In An Armchair 1941 1.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Sitting In An Armchair 1941.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman In Striped Armchair 1941.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman In An Armchair 1941.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Woman On Wooden Chair 1941.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Woman 1941.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Dora Maar 1941.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Female Bust Portrait De Dora Maar 1941.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/A Hat With Flowers 1940.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman S Head 1939.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Sitting In An Armchair 1939.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1939 8.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1939 7.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1939 6.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1939 4.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Bust Of Woman 1939.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Straw Hat On Flowery Background 1938.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Sitting In An Armchair 1938.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1938 4.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1938 3.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Maya 1938.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman In Beret And Checked Dress 1937.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1937 11.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1937 10.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1937 9.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1937 7.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1937 6.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1937 5.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Portrait Of Marie Therese Walter 1937.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Crying Woman 1937.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Bouquet 1936.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman In A Straw Hat 1936.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman By The Window 1936.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1936 6.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1936 5.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1936 4.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1936 3.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1936 2.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1936 1.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Young Girl 1936.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Woman 1936 2.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Woman 1936 1.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Woman 1936.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Bust Of Woman 1936.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Hat Olga 1935.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head Of A Woman Olga Picasso 1935.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Bust Of A Woman 1935.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/The Yellow Belt.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Flower 1932.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman In Red Armchair 1932.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/A Dream 1932.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head 1929.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Woman 1927.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Buste Of Young Woman Marie Therese Walter 1926.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Bust Of A Woman Arms Raised 1922.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman S Head And Hand 1921.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Three Women At A Fountain Study 1921.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Woman 1921.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Leaning Woman With Bonnet 1921.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head Of Woman 1921 2.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head Of Woman 1921 1.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head Of Woman 1921.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Sitting In An Armchair 1920.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Olga In A Hat With Feather 1920.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Girl In A Hat With Her Arms Crossed.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Untitled 1919.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/The Student 1919.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Young Girl 1914.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With A Shirt Sitting In A Chair 1913.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Catalan Woman 1911.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Queen Isabella 1908.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head Of Woman 1908.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Farm Woman 1908 1.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Farm Woman 1908.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Yellow Shirt 1907.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With A Fan 1907.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Nude Bust 1907.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Spaniard 1906.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Gertrude Stein 1906.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Fernande Olivier In Headscarves 1906.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Fernande S Head 1906.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Fernande With Shawl 1906.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Bust Of Woman 1906 1.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Bust Of Woman 1906.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Harlequin.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Manola.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman S Profile 1905.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With A Fan 1905.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Profile Of Young Dutchwoman 1905.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Madame Canals 1905.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Mallorcan 1905.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Madame Soler 1905.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Raven 1904 1.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Raven 1904.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Her Hair In A Small Bun 1904.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Leaning Ahead 1904.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Suzanne Bloch 1904.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Madeleine 1904.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Celestina 1904 1.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Celestina 1904.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Woman On A Striped Floor 1903.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Seniora Soler Girl In A Chemise 1903.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman In A Shawl 1902.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/The Woman With The Edge 1902.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Woman 1902.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Corina Romeu 1902.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Melancholy Woman.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head Of Dead Woman 1902.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Female Head.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Women In The Loge 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Necklace Of Gems 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Jewelery 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Hat 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Feathered Hat 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Chignon 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Cap 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman With Blue Hat 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Woman Dressed In Blue 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/The Divan Japonais 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Seated Woman In Green 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Sada Yacco 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Profile Of A Young Girl Girl With Red Flower In Her Hair 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Pierreuse With Her Hand On Her Shoulder 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Nana 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Madrilenian Head Of Young Woman 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Head Of Woman 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Courtesan With Necklace Of Gems 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/A Red Skirt 1901.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Lola 1899.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/La Chata 1899.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of The Artist S Mother 1896.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Portrait Of Aunt Pepa 1896.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/Artist S Mother 1896.jpg,female-portraits,1
painting::Artists2/Pablo Picasso/The Barefoot Girl 1895.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Birds In The Landscape 1921.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Kneeling Woman 1934.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Mural 1951.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Singer At The Microphone 1955.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Worker Sitting.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Woman Leaves The Woman With The Bird.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Two Sailors.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Women In Compact.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Merchant Of Four Seasons.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Face Face And Hands.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Study For A Portrait.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Study Of Women At The Plant.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Portrait Of Nadia.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Peti Parrot Women Women In Parrot.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Face By Hand On A Red Background.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Composition Of The Medallion Final.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Woman And The Flower 1954.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Face With Both Hands 1954.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Three Sisters 1952.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Woman With Black Hair 1952.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Two Women Two Sisters 1952.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Two Faces 1951.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Bunch Of Turnips 1951.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Portrait Of Nadia 1950.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Birthday Two Women 1950.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Reading 1948.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Great Julie 1945.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Study For A Portrait 1945 4.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Study For A Portrait 1945 3.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Study For A Portrait 1945 1.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Study For A Portrait 1945.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Three Girls On Red Background Composition With Three Women 1927.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Study For The City Centre 1927.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Three Characters 1924.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Woman With The Fruit Dish 1924.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Woman With A Book 1923.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Two Figures Naked On Red Bottom 1923.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Trouville 1921.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Three Women 1921.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Three Figures 1921.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Two Women Bouquet 1921.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Man And Woman 1921.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Women With Mirror 1920.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Woman With Flower Portrait Study 1920.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Two Women With The Toilet Final State 1920.jpg,female-portraits,1
painting::Artists2/Fernand Leger/Two Women And Still Life 1St State 1920.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Sitted Woman 1914.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Woman With The Armchair 1913.jpg,female-portraits,1
painting::Artists2/Fernand Leger/The Woman In Blue 1912.jpg,female-portraits,1
painting::Artists2/Richard Lindner/Verlaine.jpg,male-portraits,1
painting::Artists2/Richard Lindner/The Smoker.jpg,male-portraits,1
painting::Artists2/Richard Lindner/The Poet.jpg,male-portraits,1
painting::Artists2/Richard Lindner/The Juggler.jpg,male-portraits,1
painting::Artists2/Richard Lindner/The Gambler.jpg,male-portraits,1
painting::Artists2/Richard Lindner/The Actor.jpg,male-portraits,1
painting::Artists2/Richard Lindner/Moon Over Alabama.jpg,male-portraits,1
painting::Artists2/Richard Lindner/Marcel Proust.jpg,male-portraits,1
painting::Artists2/Richard Lindner/Man With Parrot.jpg,male-portraits,1
painting::Artists2/Richard Lindner/Louis Ii.jpg,male-portraits,1
painting::Artists2/Richard Lindner/Head.jpg,male-portraits,1
painting::Artists2/Richard Lindner/Great Ideas Of Western Man.jpg,male-portraits,1
painting::Artists2/Richard Lindner/F B I On East69Th Street.jpg,male-portraits,1
painting::Artists2/Richard Lindner/Disneyland.jpg,male-portraits,1
painting::Artists2/Richard Lindner/Angel In Me.jpg,male-portraits,1
painting::Artists2/Richard Lindner/A Letter From New York.jpg,male-portraits,1
painting::Artists2/Richard Lindner/Ludwig Ii 1974.jpg,male-portraits,1
painting::Artists2/Richard Lindner/Rock Rock.jpg,male-portraits,1
painting::Artists2/Marevna Marie Vorobieff/Dedicated To Friends Of Montparnasse.jpg,male-portraits,1
