painting_id,color_hex,weight
painting::Artists2/John William Waterhouse/Portrait Of Mrs Charles Schreiber 1912.jpg,#80706b,0.041300
painting::Artists2/John William Waterhouse/Narcissus 1912.jpg,#80706b,0.141100
painting::Artists2/John William Waterhouse/Miss Betty Pollock 1911.jpg,#80706b,0.112800
painting::Artists2/John William Waterhouse/Maidens Picking Flowers By A Stream.jpg,#80706b,0.141600
painting::Artists2/John William Waterhouse/Listen To My Sweet Pipings 1911.jpg,#80706b,0.115400
painting::Artists2/John William Waterhouse/Ophelia 1910 1.jpg,#80706b,0.165000
painting::Artists2/John William Waterhouse/Jason And Medea 1907.jpg,#80706b,0.042700
painting::Artists2/John William Waterhouse/Lamia And The Soldier 1905.jpg,#80706b,0.048700
painting::Artists2/John William Waterhouse/Boreas 1903.jpg,#80706b,0.208300
painting::Artists2/John William Waterhouse/Windflowers 1902.jpg,#80706b,0.102700
painting::Artists2/John William Waterhouse/The Missal 1902.jpg,#80706b,0.048900
painting::Artists2/John William Waterhouse/Orpheus.jpg,#80706b,0.071500
painting::Artists2/John William Waterhouse/Destiny 1900.jpg,#80706b,0.040700
painting::Artists2/John William Waterhouse/The Awakening Of Adonis 1899.jpg,#80706b,0.060200
painting::Artists2/John William Waterhouse/Juliet.jpg,#80706b,0.097900
painting::Artists2/John William Waterhouse/Pandora 1898.jpg,#80706b,0.043200
painting::Artists2/John William Waterhouse/Ariadne 1898.jpg,#80706b,0.077300
painting::Artists2/John William Waterhouse/Hylas And The Nymphs 1896 1.jpg,#80706b,0.049200
painting::Artists2/John William Waterhouse/The Shrine.jpg,#80706b,0.098200
painting::Artists2/John William Waterhouse/The Flower Picker 1895.jpg,#80706b,0.145200
painting::Artists2/John William Waterhouse/The Loggia.jpg,#80706b,0.083100
painting::Artists2/John William Waterhouse/Gathering Summer Flowers In A Devonshire Garden.jpg,#80706b,0.073600
painting::Artists2/John William Waterhouse/The Naiad 1893.jpg,#80706b,0.067700
painting::Artists2/John William Waterhouse/The Merman.jpg,#80706b,0.072200
painting::Artists2/John William Waterhouse/Circe Invidiosa 1892.jpg,#80706b,0.073700
painting::Artists2/John William Waterhouse/Ulysses And The Sirens 1891.jpg,#80706b,0.105100
painting::Artists2/John William Waterhouse/Circe Offering The Cup To Ulysses 1891.jpg,#80706b,0.092800
painting::Artists2/John William Waterhouse/Flora.jpg,#80706b,0.130300
painting::Artists2/John William Waterhouse/Two Little Italian Girls By A Village.jpg,#80706b,0.159500
painting::Artists2/John William Waterhouse/The Toilet 1889.jpg,#80706b,0.099100
painting::Artists2/John William Waterhouse/The Magic Circle 1886.jpg,#80706b,0.146900
painting::Artists2/John William Waterhouse/Resting.jpg,#80706b,0.103200
painting::Artists2/John William Waterhouse/A Flower Stall 1880.jpg,#80706b,0.066700
painting::Artists2/John William Waterhouse/Its Sweet Doing Nothing 1879.jpg,#80706b,0.050100
painting::Artists2/John William Waterhouse/The Remorse Of Nero After The Murder Of His Mother 1878.jpg,#80706b,0.056400
painting::Artists2/John William Waterhouse/The Visit Of A Sick Child To The Temple Of Aesculapius 1877.jpg,#80706b,0.143200
painting::Artists2/John William Waterhouse/After The Dance 1876.jpg,#80706b,0.084800
painting::Artists2/John William Waterhouse/The Unwelcome Companion A Street Scene In Cairo.jpg,#80706b,0.096600
painting::Artists2/Edwin Lord Weeks/Man In Armor Preparatory Sketch For Entering The Mosque.jpg,#80706b,0.100000
painting::Artists2/Edwin Lord Weeks/Arrival Of Prince Humbert The Rahaj At The Palace Of Amber.jpg,#80706b,0.100000
painting::Artists2/Edwin Lord Weeks/The Snake Charmers Bombay.jpg,#80706b,0.119600
painting::Artists2/Edwin Lord Weeks/Rajah Starting On A Hunt.jpg,#80706b,0.065800
painting::Artists2/Edwin Lord Weeks/Man Leading A Camel.jpg,#80706b,0.073700
painting::Artists2/Edwin Lord Weeks/Leaving For The Hunt.jpg,#80706b,0.059400
painting::Artists2/Edwin Lord Weeks/Indian Prince And Parade Cermony.jpg,#80706b,0.051200
painting::Artists2/Edwin Lord Weeks/Granada Courtyard.jpg,#80706b,0.240900
painting::Artists2/Edwin Lord Weeks/Departure For The Hunt.jpg,#80706b,0.051800
painting::Artists2/Edwin Lord Weeks/One Thousand And One Nights.jpg,#80706b,0.075100
painting::Artists2/Edwin Lord Weeks/Feeding The Sacred Pigeons Jaipur.jpg,#80706b,0.051200
painting::Artists2/Edwin Lord Weeks/Birdhouse And Market Ahmedabad India 1892.jpg,#80706b,0.071000
painting::Artists2/Edwin Lord Weeks/The Golden Temple Amritsar 1890.jpg,#80706b,0.119900
painting::Artists2/Edwin Lord Weeks/Arrival Of Prince Humbert The Rajah At The Palace Of Amber.jpg,#80706b,0.152100
painting::Artists2/Edwin Lord Weeks/A Rajah Of Jodhpur.jpg,#80706b,0.081000
painting::Artists2/Edwin Lord Weeks/Leaving For The Hunt At Gwalior.jpg,#80706b,0.060600
painting::Artists2/Edwin Lord Weeks/Great Mogul And His Court Returning From The Great Mosque At Delhi India.jpg,#80706b,0.041900
painting::Artists2/Edwin Lord Weeks/Outside An Indian Dye House.jpg,#80706b,0.058500
painting::Artists2/Edwin Lord Weeks/Powder Play City Of Morocco Outside The Walls.jpg,#80706b,0.044300
painting::Artists2/Edwin Lord Weeks/Girl In A Moorish Courtyard 1880.jpg,#80706b,0.068000
painting::Artists2/Jan Matejko/Catherine Potocka.jpg,#80706b,0.098500
painting::Artists2/Jan Matejko/Louis The Hungarian.jpg,#80706b,0.381500
painting::Artists2/Jan Matejko/Louis Of Anjou.jpg,#80706b,0.046200
painting::Artists2/Jan Matejko/Leszek The Black 1.jpg,#80706b,0.481200
painting::Artists2/Jan Matejko/Leszek I The White 1.jpg,#80706b,0.515100
painting::Artists2/Jan Matejko/Stanislaw Leszczynski.jpg,#80706b,0.389100
painting::Artists2/Jan Matejko/Stanisław August Poniatowski.jpg,#80706b,0.300000
painting::Artists2/Jan Matejko/St Stanislaus Killing.jpg,#80706b,0.058200
painting::Artists2/Jan Matejko/Zhovkva.jpg,#80706b,0.189300
painting::Artists2/Jan Matejko/Żegocina.jpg,#80706b,0.192300
painting::Artists2/Jan Matejko/Wladyslaw Of Varna 1.jpg,#80706b,0.422900
painting::Artists2/Jan Matejko/Wladyslaw Jagiello 1.jpg,#80706b,0.389200
painting::Artists2/Jan Matejko/Wladyslaw Iv Vasa.jpg,#80706b,0.467900
painting::Artists2/Jan Matejko/Wladyslaw Iii Laskonogi.jpg,#80706b,0.366000
painting::Artists2/Jan Matejko/Wladyslaw Ii The Exile.jpg,#80706b,0.505300
painting::Artists2/Jan Matejko/Wladyslaw Herman 1.jpg,#80706b,0.510200
painting::Artists2/Jan Matejko/Wladyslaw The Short 2.jpg,#80706b,0.419600
painting::Artists2/Jan Matejko/Wiśnicz Ii.jpg,#80706b,0.119700
painting::Artists2/Jan Matejko/Wenceslaus Ii 1.jpg,#80706b,0.431500
painting::Artists2/Jan Matejko/Wenceslaus Ii.jpg,#80706b,0.086200
painting::Artists2/Jan Matejko/The Marriage Of Jadwiga And Jagiello.jpg,#80706b,0.042900
painting::Artists2/Jan Matejko/Stoup.jpg,#80706b,0.254500
painting::Artists2/Jan Matejko/Sobieski Sending Message Of Victory To The Pope.jpg,#80706b,0.041400
painting::Artists2/Jan Matejko/Sigmund And Barbara.jpg,#80706b,0.073300
painting::Artists2/Jan Matejko/Sigismund Iii Vasa 2.jpg,#80706b,0.419900
painting::Artists2/Jan Matejko/Sigismund Ii August.jpg,#80706b,0.398500
painting::Artists2/Jan Matejko/Sigismund I The Old.jpg,#80706b,0.337200
painting::Artists2/Jan Matejko/Shuiskiis Czars At The Seym In Warsaw.jpg,#80706b,0.080400
painting::Artists2/Jan Matejko/Richensa Of Lotharingia.jpg,#80706b,0.432100
painting::Artists2/Jan Matejko/Przemysl Ii.jpg,#80706b,0.414000
painting::Artists2/Jan Matejko/Przemysl.jpg,#80706b,0.125600
painting::Artists2/Jan Matejko/Portrait Of Sister.jpg,#80706b,0.197900
painting::Artists2/Jan Matejko/Peter The Hermit.jpg,#80706b,0.055500
painting::Artists2/Jan Matejko/Peter Moszynski.jpg,#80706b,0.082300
painting::Artists2/Jan Matejko/Ostafij Daszkiewicz.jpg,#80706b,0.060600
painting::Artists2/Jan Matejko/Occupation Of Rus.jpg,#80706b,0.075900
painting::Artists2/Jan Matejko/Mieszko Iii Stary.jpg,#80706b,0.482200
painting::Artists2/Jan Matejko/Mieszko Ii Lambert.jpg,#80706b,0.412800
painting::Artists2/Jan Matejko/Mieszko.jpg,#80706b,0.553200
painting::Artists2/Jan Matejko/Michal Korybut.jpg,#80706b,0.194800
painting::Artists2/Jan Matejko/Michał Korybut Wiśniowiecki.jpg,#80706b,0.465400
painting::Artists2/Jan Matejko/Matejko Jadwiga.jpg,#80706b,0.383300
painting::Artists2/Jan Matejko/Kosciuszko Raclawice.jpg,#80706b,0.063500
painting::Artists2/Jan Matejko/Konrad I Of Masovia.jpg,#80706b,0.472100
painting::Artists2/Jan Matejko/King Stefan Batory.jpg,#80706b,0.389800
painting::Artists2/Jan Matejko/Kazimierz Jagiellonczyk.jpg,#80706b,0.403400
painting::Artists2/Jan Matejko/Kazimierz Iii Wielki.jpg,#80706b,0.379500
painting::Artists2/Jan Matejko/Kazimierz I Odnowiciel.jpg,#80706b,0.457800
painting::Artists2/Jan Matejko/John Ii Casimir.jpg,#80706b,0.374700
painting::Artists2/Jan Matejko/Kazimierz Ii Sprawiedliwy.jpg,#80706b,0.375600
painting::Artists2/Jan Matejko/Jan Iii Sobieski 1.jpg,#80706b,0.282600
painting::Artists2/Jan Matejko/Jan Sobieski Portraited In A Parade Scale Armour.jpg,#80706b,0.388100
painting::Artists2/Jan Matejko/Jan Olbracht.jpg,#80706b,0.388800
painting::Artists2/Jan Matejko/Jadwiga.jpg,#80706b,0.050300
painting::Artists2/Jan Matejko/Immigration Of The Jews.jpg,#80706b,0.109000
painting::Artists2/Jan Matejko/Hetman Of The Polish Crown In The 17Th Century.jpg,#80706b,0.095900
painting::Artists2/Jan Matejko/Henryk Pobozny.jpg,#80706b,0.055000
painting::Artists2/Jan Matejko/Henryk Walezy.jpg,#80706b,0.360000
painting::Artists2/Jan Matejko/Henryk Brodaty.jpg,#80706b,0.409800
painting::Artists2/Jan Matejko/Henry The Bearded.jpg,#80706b,0.054900
painting::Artists2/Jan Matejko/Feast Wierzynek.jpg,#80706b,0.318700
painting::Artists2/Jan Matejko/Drowned In Bosphorus.jpg,#80706b,0.173800
painting::Artists2/Jan Matejko/Dobrawa.jpg,#80706b,0.509500
painting::Artists2/Jan Matejko/Dimitri From Goraj.jpg,#80706b,0.061600
painting::Artists2/Jan Matejko/Devil.jpg,#80706b,0.044200
painting::Artists2/Jan Matejko/Death Of Sigismund Augustus At Knyszyn.jpg,#80706b,0.066300
painting::Artists2/Jan Matejko/Czartoryska.jpg,#80706b,0.076400
painting::Artists2/Jan Matejko/Congress Of The Kings.jpg,#80706b,0.047800
painting::Artists2/Jan Matejko/Christ.jpg,#80706b,0.078700
painting::Artists2/Jan Matejko/Casimir The Restorer.jpg,#80706b,0.103600
painting::Artists2/Jan Matejko/Boleslaw Iv The Curly.jpg,#80706b,0.468300
painting::Artists2/Jan Matejko/Boleslaw V The Chaste.jpg,#80706b,0.481400
painting::Artists2/Jan Matejko/Boleslaw Iii Of Poland Boleslaw The Wry Mouthed.jpg,#80706b,0.402000
painting::Artists2/Jan Matejko/Boleslaw The Bold 1.jpg,#80706b,0.457500
painting::Artists2/Jan Matejko/Boleslaus I.jpg,#80706b,0.390300
painting::Artists2/Jan Matejko/Blind Veit Stoss With Daughter.jpg,#80706b,0.157900
painting::Artists2/Jan Matejko/Battle Of Grunwald Witold Detail.jpg,#80706b,0.158000
painting::Artists2/Jan Matejko/Battle Of Grunwald Detail 9.jpg,#80706b,0.073500
painting::Artists2/Jan Matejko/Battle Of Grunwald Detail 8.jpg,#80706b,0.188700
painting::Artists2/Jan Matejko/Battle Of Grunwald Detail 7.jpg,#80706b,0.084300
painting::Artists2/Jan Matejko/Battle Of Grunwald Detail 6.jpg,#80706b,0.062300
painting::Artists2/Jan Matejko/Battle Of Grunwald Detail 5.jpg,#80706b,0.060300
painting::Artists2/Jan Matejko/Battle Of Grunwald Detail 3.jpg,#80706b,0.240400
painting::Artists2/Jan Matejko/Battle Of Grunwald Detail 2.jpg,#80706b,0.113400
painting::Artists2/Jan Matejko/Battle Of Grunwald The Death Of The Grand Master Ulrich Von Jungingen Detail.jpg,#80706b,0.069400
painting::Artists2/Jan Matejko/Battle Of Grunwald Jan Zizka Detail.jpg,#80706b,0.076100
painting::Artists2/Jan Matejko/Augustus Iii.jpg,#80706b,0.367300
painting::Artists2/Jan Matejko/Augustus Ii The Strong 1.jpg,#80706b,0.341400
painting::Artists2/Jan Matejko/Artur Potocki.jpg,#80706b,0.058200
painting::Artists2/Jan Matejko/Anna Jagiellon.jpg,#80706b,0.395300
painting::Artists2/Jan Matejko/Aleksander Jagiellonczyk.jpg,#80706b,0.394900
painting::Artists2/Jan Matejko/The Constitution Of The 3Rd May 1791 1891.jpg,#80706b,0.055900
painting::Artists2/Jan Matejko/The Republic At Zenith Of Power Golden Liberty Election A D 1573 1889.jpg,#80706b,0.053700
painting::Artists2/Jan Matejko/The Constitution Of May 1889.jpg,#80706b,0.179800
painting::Artists2/Jan Matejko/Christianization Of Poland A D 965 1889.jpg,#80706b,0.078800
painting::Artists2/Jan Matejko/Christianization Of Lithuania A D 1387 1889.jpg,#80706b,0.090100
painting::Artists2/Jan Matejko/The First Sejm Recording Of Laws A D 1182 1888.jpg,#80706b,0.066800
painting::Artists2/Jan Matejko/Battle Of Raclawice 1888.jpg,#80706b,0.079000
painting::Artists2/Jan Matejko/Bohdan Khmelnytsky With Tugai Bey Near Lviv 1885.jpg,#80706b,0.080500
painting::Artists2/Jan Matejko/Portrait Of The Artist S Four Children 1879.jpg,#80706b,0.101500
painting::Artists2/Jan Matejko/Gamrat And Stanczyk 1878.jpg,#80706b,0.219600
painting::Artists2/Jan Matejko/Battle Of Grunwald 1878.jpg,#80706b,0.116000
painting::Artists2/Jan Matejko/Hanging Of The Sigismund Bell At The Cathedral Tower In 1521 In Kraków 1874.jpg,#80706b,0.090400
painting::Artists2/Jan Matejko/Bathory At Pskov 1872.jpg,#80706b,0.080100
painting::Artists2/Jan Matejko/The Union Of Lublin 1869.jpg,#80706b,0.052400
painting::Artists2/Jan Matejko/Wladyslaw White In Dijon 1867.jpg,#80706b,0.167900
painting::Artists2/Jan Matejko/Polonia 1863.jpg,#80706b,0.066500
painting::Artists2/Jan Matejko/Jan Kochanowski Over The Dead Body Of His Daughter 1862.jpg,#80706b,0.145500
painting::Artists2/Franz Richard Unterberger/View Of St George S Venice.jpg,#80706b,0.142500
painting::Artists2/Franz Richard Unterberger/A Market In Naples.jpg,#80706b,0.134200
painting::Artists2/Franz Richard Unterberger/In The Bay Of Naples.jpg,#80706b,0.148300
painting::Artists2/Franz Richard Unterberger/Vietri Sul Mare Looking Towards Salerno.jpg,#80706b,0.067800
painting::Artists2/Franz Richard Unterberger/The View From The Balcony.jpg,#80706b,0.089700
painting::Artists2/Franz Richard Unterberger/The Grand Canal Venice.jpg,#80706b,0.043500
painting::Artists2/Franz Richard Unterberger/Riva Degli Schiavoni Venice.jpg,#80706b,0.107900
painting::Artists2/Franz Richard Unterberger/Rio St Geronimo Venice.jpg,#80706b,0.130500
painting::Artists2/Franz Richard Unterberger/Rio Santa Barnaba Venice.jpg,#80706b,0.146500
painting::Artists2/Franz Richard Unterberger/Rio Santa Barnaba Venice 1.jpg,#80706b,0.067300
painting::Artists2/Franz Richard Unterberger/Genoa.jpg,#80706b,0.132000
painting::Artists2/Franz Richard Unterberger/The Amalfi Coast.jpg,#80706b,0.071800
painting::Artists2/Franz Richard Unterberger/Amalfi The Gulf Of Salerno 1.jpg,#80706b,0.117700
painting::Artists2/Franz Richard Unterberger/Amalfi The Gulf Of Salerno.jpg,#80706b,0.047900
painting::Artists2/Franz Richard Unterberger/The Monreale Road Palermo 1884.jpg,#80706b,0.073800
painting::Artists2/David Wilkie/Portrait Of Sotiri.jpg,#80706b,0.335500
painting::Artists2/David Wilkie/Not Detected 277183.jpg,#80706b,0.057500
painting::Artists2/Hermann Ottomar Herzog/Sunset On The Coast Of Maine Near Port Clyde.jpg,#80706b,0.220100
painting::Artists2/Arthur Hughes/The Nativity.jpg,#80706b,0.045600
painting::Artists2/Gustave Dore/Don Quixote 27.jpg,#80706b,0.152000
painting::Artists2/Gustave Dore/Don Quixote 28.jpg,#80706b,0.085800
painting::Artists2/Gustave Dore/Don Quixote 25.jpg,#80706b,0.283600
painting::Artists2/Gustave Dore/Don Quixote 26.jpg,#80706b,0.217700
painting::Artists2/Gustave Dore/Don Quixote 23.jpg,#80706b,0.397800
painting::Artists2/Gustave Dore/Don Quixote 24.jpg,#80706b,0.223300
painting::Artists2/Gustave Dore/Don Quixote 21.jpg,#80706b,0.142500
painting::Artists2/Gustave Dore/Don Quixote 20.jpg,#80706b,0.311100
painting::Artists2/Gustave Dore/Don Quixote 22.jpg,#80706b,0.085300
painting::Artists2/Gustave Dore/Don Quixote 88.jpg,#80706b,0.208100
painting::Artists2/Gustave Dore/Don Quixote 87.jpg,#80706b,0.225800
painting::Artists2/Gustave Dore/Don Quixote 86.jpg,#80706b,0.353200
painting::Artists2/Gustave Dore/Don Quixote 84.jpg,#80706b,0.149300
painting::Artists2/Gustave Dore/Don Quixote 82.jpg,#80706b,0.193000
painting::Artists2/Gustave Dore/Don Quixote 85.jpg,#80706b,0.146600
painting::Artists2/Gustave Dore/Don Quixote 83.jpg,#80706b,0.279200
painting::Artists2/Gustave Dore/Don Quixote 146.jpg,#80706b,0.231000
painting::Artists2/Gustave Dore/Don Quixote 148.jpg,#80706b,0.208600
painting::Artists2/Gustave Dore/Don Quixote 147.jpg,#80706b,0.183300
painting::Artists2/Gustave Dore/Don Quixote 145.jpg,#80706b,0.215600
painting::Artists2/Gustave Dore/Don Quixote 144.jpg,#80706b,0.181200
painting::Artists2/Gustave Dore/Don Quixote 143.jpg,#80706b,0.191200
painting::Artists2/Gustave Dore/Idylls Of The King 3.jpg,#80706b,0.343700
painting::Artists2/Gustave Dore/Idylls Of The King 1.jpg,#80706b,0.224600
painting::Artists2/Gustave Dore/Idylls Of The King 2.jpg,#80706b,0.404800
painting::Artists2/Gustave Dore/Hospitality Of Barbarians To Pilgrims.jpg,#80706b,0.343300
painting::Artists2/Gustave Dore/Idylls Of The King.jpg,#80706b,0.263700
painting::Artists2/Gustave Dore/St Paulpreachingtothethessalonians.jpg,#80706b,0.343600
painting::Artists2/Gustave Dore/The Death Of Gideon S Sons.jpg,#80706b,0.740500
painting::Artists2/Gustave Dore/The Death Of Athaliah.jpg,#80706b,0.523000
painting::Artists2/Gustave Dore/The Death Of Ahab.jpg,#80706b,0.685800
painting::Artists2/Gustave Dore/The Death Of Eleazar.jpg,#80706b,0.531700
painting::Artists2/Gustave Dore/The Death Of Agag.jpg,#80706b,0.504800
painting::Artists2/Gustave Dore/The Death Of Absalom.jpg,#80706b,0.411100
painting::Artists2/Gustave Dore/The Daughter Of Herod Head Of John The Baptist.jpg,#80706b,0.222400
painting::Artists2/Gustave Dore/The Death Of Abimelech.jpg,#80706b,0.372800
painting::Artists2/Gustave Dore/The Crusaders On The Nile.jpg,#80706b,0.297500
painting::Artists2/Gustave Dore/The Darkness At The Crucifixion.jpg,#80706b,0.219100
painting::Artists2/Gustave Dore/The Crusaders Crossing Mount Taurus.jpg,#80706b,0.368600
painting::Artists2/Gustave Dore/The Crucifixion.jpg,#80706b,0.104100
painting::Artists2/Gustave Dore/The Cruelties Of Bibars.jpg,#80706b,0.345600
painting::Artists2/Gustave Dore/The Crowned Virgin Vision Of John.jpg,#80706b,0.192000
painting::Artists2/Gustave Dore/The Inferno Canto 28.jpg,#80706b,0.123500
painting::Artists2/Gustave Dore/The Crown Of Thorns.jpg,#80706b,0.314800
painting::Artists2/Gustave Dore/The Inferno Canto 22.jpg,#80706b,0.098900
painting::Artists2/Gustave Dore/The Inferno Canto 19.jpg,#80706b,0.141300
painting::Artists2/Gustave Dore/The Inferno Canto 18.jpg,#80706b,0.186100
painting::Artists2/Gustave Dore/The Inferno Canto 15.jpg,#80706b,0.081700
painting::Artists2/Gustave Dore/The Inferno Canto 13 1.jpg,#80706b,0.046600
painting::Artists2/Gustave Dore/The Inferno Canto 13.jpg,#80706b,0.091000
painting::Artists2/Gustave Dore/The Inferno Canto 12 2.jpg,#80706b,0.060600
painting::Artists2/Gustave Dore/The Inferno Canto 12 1.jpg,#80706b,0.177400
painting::Artists2/Gustave Dore/The Inferno Canto 12.jpg,#80706b,0.093300
painting::Artists2/Gustave Dore/The Prophet Jeremiah.jpg,#80706b,0.685000
painting::Artists2/Gustave Dore/The Prophet Isaiah.jpg,#80706b,0.591000
painting::Artists2/Gustave Dore/The Prophet Ezekiel.jpg,#80706b,0.550000
painting::Artists2/Gustave Dore/The Portals Of Purgatory.jpg,#80706b,0.632000
painting::Artists2/Gustave Dore/The Prodigal Son In The Arms Of His Father.jpg,#80706b,0.318100
painting::Artists2/Gustave Dore/The Poets Emerge From Hell.jpg,#80706b,0.465500
painting::Artists2/Gustave Dore/The Prideful Oderisi.jpg,#80706b,0.355900
painting::Artists2/Gustave Dore/The Plague Of Jerusalem.jpg,#80706b,0.564300
painting::Artists2/Gustave Dore/The Prophet Amos.jpg,#80706b,0.471500
painting::Artists2/Gustave Dore/The Portals Of Dis.jpg,#80706b,0.465100
painting::Artists2/Gustave Dore/The Panther.jpg,#80706b,0.375700
painting::Artists2/Gustave Dore/The Ninth Plague Darkness.jpg,#80706b,0.490400
painting::Artists2/Gustave Dore/The Order Of Chivalry.jpg,#80706b,0.107800
painting::Artists2/Gustave Dore/The Ogre Received Him As Civilly As An Ogre Can.jpg,#80706b,0.401300
painting::Artists2/Gustave Dore/The Nativity.jpg,#80706b,0.380100
painting::Artists2/Gustave Dore/The New Jerusalem.jpg,#80706b,0.279100
painting::Artists2/Gustave Dore/Troubadours Singing The Glories Of The Crusades.jpg,#80706b,0.358400
painting::Artists2/Gustave Dore/Tumult And Escape.jpg,#80706b,0.304800
painting::Artists2/Gustave Dore/Transformation Into Snakes.jpg,#80706b,0.350900
painting::Artists2/Gustave Dore/Traitors Bocca Degli Abati.jpg,#80706b,0.464900
painting::Artists2/Gustave Dore/To Whom The Winged Hierarch Replied O Adam One Almighty Is From Whom All Things Proceed.jpg,#80706b,0.445800
painting::Artists2/Gustave Dore/Tobias And The Angel.jpg,#80706b,0.441900
painting::Artists2/Gustave Dore/They Plunged Their Swords Through His Body.jpg,#80706b,0.364000
painting::Artists2/Gustave Dore/They Heard And Were Abashed And Up They Sprung.jpg,#80706b,0.202500
painting::Artists2/Gustave Dore/They Heard And From His Presence Hid Themselves Amoung The Thickest Trees.jpg,#80706b,0.685600
painting::Artists2/Gustave Dore/This Greeting On Thy Impious Crest Receive.jpg,#80706b,0.328300
painting::Artists2/Gustave Dore/The Grasshopper And The Ant.jpg,#80706b,0.083100
painting::Artists2/Gustave Dore/This Said They Both Betook Them Several Ways.jpg,#80706b,0.563700
painting::Artists2/Gustave Dore/Thieves.jpg,#80706b,0.323200
painting::Artists2/Gustave Dore/Zechariah.jpg,#80706b,0.232500
painting::Artists2/Gustave Dore/You Will All Be Chopped Into Little Bits Like Mincemeat.jpg,#80706b,0.252300
painting::Artists2/Gustave Dore/World Destroyed By Water.jpg,#80706b,0.386000
painting::Artists2/Gustave Dore/Wave Rolling After Wave Where Way They Found If Steep With Torrent Rapture.jpg,#80706b,0.907200
painting::Artists2/Gustave Dore/Walter The Penniless In Hungary.jpg,#80706b,0.330200
painting::Artists2/Gustave Dore/Virgil And Dante Ii.jpg,#80706b,0.659400
painting::Artists2/Gustave Dore/Vivien And Merlin.jpg,#80706b,0.118000
painting::Artists2/Gustave Dore/Virgil And Dante.jpg,#80706b,0.413600
painting::Artists2/Gustave Dore/Venus.jpg,#80706b,0.400900
painting::Artists2/Gustave Dore/Venus Charles Martel.jpg,#80706b,0.634000
painting::Artists2/Gustave Dore/Ugolino And Gaddo.jpg,#80706b,0.217200
painting::Artists2/Gustave Dore/Ugolino.jpg,#80706b,0.297900
painting::Artists2/Gustave Dore/Ugolino Ii.jpg,#80706b,0.255800
painting::Artists2/Gustave Dore/Ugolino And Archbishop Ruggieri.jpg,#80706b,0.363600
painting::Artists2/Gustave Dore/Two Owls.jpg,#80706b,0.175800
painting::Artists2/Gustave Dore/Two Hundred Knights Attack Twenty Thousand Saracens.jpg,#80706b,0.317600
painting::Artists2/Gustave Dore/Twilight.jpg,#80706b,0.523200
painting::Artists2/Gustave Dore/The Widow.jpg,#80706b,0.443200
painting::Artists2/Gustave Dore/The Whore And The Giant.jpg,#80706b,0.531400
painting::Artists2/Gustave Dore/The Way To The Upper World.jpg,#80706b,0.277100
painting::Artists2/Gustave Dore/The War Cry Of The Crusaders.jpg,#80706b,0.228700
painting::Artists2/Gustave Dore/The Wise Men Guided By The Star.jpg,#80706b,0.246900
painting::Artists2/Gustave Dore/The Walls Of Jericho Fall Down.jpg,#80706b,0.560600
painting::Artists2/Gustave Dore/The Veteran.jpg,#80706b,0.199500
