path,author_name,painting_name,image_url,x,y
Artists2/Alfred Sisley/Apples And Grapes In A Basket 1876.jpg,Alfred Sisley,Apples And Grapes In A Basket 1876,https://uploads1.wikiart.org/images/alfred-sisley/apples-and-grapes-in-a-basket-1876.jpg!Large.jpg,-0.0020345948931607925,0.0007788350734225541
Artists2/Alfred Sisley/Approach To The Railway Station 1888.jpg,Alfred Sisley,Approach To The Railway Station 1888,https://uploads2.wikiart.org/images/alfred-sisley/approach-to-the-railway-station-1888.jpg,-0.007581357765088575,-0.007920751167111452
Artists2/Alfred Sisley/At Moret Sur Loing 1892.jpg,Alfred Sisley,At Moret Sur Loing 1892,https://uploads8.wikiart.org/images/alfred-sisley/at-moret-sur-loing-1892.jpg!Large.jpg,-0.009950576597451868,-0.0035639340533384516
Artists2/Alfred Sisley/Autumn Banks Of The Seine Near Bougival 1873.jpg,Alfred Sisley,Autumn Banks Of The Seine Near Bougival 1873,https://uploads2.wikiart.org/images/alfred-sisley/autumn-banks-of-the-seine-near-bougival-1873.jpg!Large.jpg,-0.009549982292353805,-0.003416351812947896
Artists2/Alfred Sisley/Autumn In Louveciennes 1873.jpg,Alfred Sisley,Autumn In Louveciennes 1873,https://uploads3.wikiart.org/images/alfred-sisley/autumn-in-louveciennes-1873.jpg!Large.jpg,-0.005989771708127769,-0.002367731661230013
Artists2/Alfred Sisley/Autumn Landscape Louveciennnes.jpg,Alfred Sisley,Autumn Landscape Louveciennnes,https://uploads6.wikiart.org/images/alfred-sisley/autumn-landscape-louveciennnes.jpg!Large.jpg,-0.007373376402774822,-0.0024811244157113073
Artists2/Alfred Sisley/Avenue Of Chestnut Trees Near La Celle Saint Cloud 1865.jpg,Alfred Sisley,Avenue Of Chestnut Trees Near La Celle Saint Cloud 1865,https://uploads4.wikiart.org/images/alfred-sisley/avenue-of-chestnut-trees-near-la-celle-saint-cloud-1865.jpg!Large.jpg,-0.006922479892599934,-0.002363023140590577
Artists2/Alfred Sisley/Avenue Of Chestnut Trees Near La Celle Saint Cloud 1867.jpg,Alfred Sisley,Avenue Of Chestnut Trees Near La Celle Saint Cloud 1867,https://uploads4.wikiart.org/images/alfred-sisley/avenue-of-chestnut-trees-near-la-celle-saint-cloud-1867.jpg!Large.jpg,-0.007227902384223499,-0.002339742313483855
Artists2/Alfred Sisley/Avenue Of Trees In A Small Town 1866.jpg,Alfred Sisley,Avenue Of Trees In A Small Town 1866,https://uploads3.wikiart.org/images/alfred-sisley/avenue-of-trees-in-a-small-town-1866.jpg!Large.jpg,-0.010012020601789327,-0.0033800813780744277
Artists2/Alfred Sisley/Away In The Spring Veneux Nadon 1885.jpg,Alfred Sisley,Away In The Spring Veneux Nadon 1885,https://uploads3.wikiart.org/images/alfred-sisley/away-in-the-spring-veneux-nadon-1885.jpg!Large.jpg,-0.010943688367262578,-0.0037067679186532365
Artists2/Alfred Sisley/Bank In The Autumn 1879.jpg,Alfred Sisley,Bank In The Autumn 1879,https://uploads8.wikiart.org/images/alfred-sisley/bank-in-the-autumn-1879.jpg!Large.jpg,-0.009553342012498836,-0.0034559164475882493
Artists2/Alfred Sisley/Banks Of Rivers The Thames Hampton Court First Week Of October 1874.jpg,Alfred Sisley,Banks Of Rivers The Thames Hampton Court First Week Of October 1874,https://uploads6.wikiart.org/images/alfred-sisley/banks-of-rivers-the-thames-hampton-court-first-week-of-october-1874.jpg,-0.008375339509926933,-0.003285691758512675
Artists2/Alfred Sisley/Banks Of The Loing 1885.jpg,Alfred Sisley,Banks Of The Loing 1885,https://uploads8.wikiart.org/images/alfred-sisley/banks-of-the-loing-1885.jpg!Large.jpg,-0.008553617336734935,-0.0030134435195828045
Artists2/Alfred Sisley/Banks Of The Loing 1890.jpg,Alfred Sisley,Banks Of The Loing 1890,https://uploads8.wikiart.org/images/alfred-sisley/banks-of-the-loing-1890.jpg!Large.jpg,-0.007768271436552974,-0.0027077508311257052
Artists2/Alfred Sisley/Banks Of The Loing 1896.jpg,Alfred Sisley,Banks Of The Loing 1896,https://uploads8.wikiart.org/images/alfred-sisley/banks-of-the-loing-1896.jpg!Large.jpg,-0.009668819651644088,-0.0034481439180665333
Artists2/Alfred Sisley/Banks Of The Loing At Moret 1892.jpg,Alfred Sisley,Banks Of The Loing At Moret 1892,https://uploads8.wikiart.org/images/alfred-sisley/banks-of-the-loing-at-moret-1892.jpg!Large.jpg,-0.007702534103650728,-0.00272382317129781
Artists2/Alfred Sisley/Banks Of The Loing At Moret Morning 1888.jpg,Alfred Sisley,Banks Of The Loing At Moret Morning 1888,https://uploads7.wikiart.org/images/alfred-sisley/banks-of-the-loing-at-moret-morning-1888.jpg!Large.jpg,-0.009073327691182494,-0.0033541603921690417
Artists2/Alfred Sisley/Banks Of The Loing At Saint Mammes 1885 1.jpg,Alfred Sisley,Banks Of The Loing At Saint Mammes 1885 1,https://uploads8.wikiart.org/images/alfred-sisley/banks-of-the-loing-at-saint-mammes-1885-1.jpg!Large.jpg,-0.009417366615159474,-0.0038554151113316865
Artists2/Alfred Sisley/Banks Of The Loing At Saint Mammes 1885.jpg,Alfred Sisley,Banks Of The Loing At Saint Mammes 1885,https://uploads6.wikiart.org/images/alfred-sisley/banks-of-the-loing-at-saint-mammes-1885.jpg!Large.jpg,-0.009640486076112861,-0.00383728822401817
Artists2/Alfred Sisley/Banks Of The Loing At Saint Mammès 1892.jpg,Alfred Sisley,Banks Of The Loing At Saint Mammès 1892,https://uploads6.wikiart.org/images/alfred-sisley/banks-of-the-loing-at-saint-mammès-1892.jpg!Large.jpg,-0.006925559426366211,-0.0026524396276401572
Artists2/Alfred Sisley/Banks Of The Loing Autumn 1880.jpg,Alfred Sisley,Banks Of The Loing Autumn 1880,https://uploads6.wikiart.org/images/alfred-sisley/banks-of-the-loing-autumn-1880.jpg!Large.jpg,-0.008942142267176443,-0.00308874999035464
Artists2/Alfred Sisley/Banks Of The Loing Near Moret 1890.jpg,Alfred Sisley,Banks Of The Loing Near Moret 1890,https://uploads1.wikiart.org/images/alfred-sisley/banks-of-the-loing-near-moret-1890.jpg!Large.jpg,-0.008593382976234678,-0.0034510134811709275
Artists2/Alfred Sisley/Banks Of The Loing Saint Mammes 1885.jpg,Alfred Sisley,Banks Of The Loing Saint Mammes 1885,https://uploads3.wikiart.org/images/alfred-sisley/banks-of-the-loing-saint-mammes-1885.jpg!Large.jpg,-0.007866146152641546,-0.003458746891616895
Artists2/Alfred Sisley/Banks Of The Loing Towards Moret 1883.jpg,Alfred Sisley,Banks Of The Loing Towards Moret 1883,https://uploads4.wikiart.org/images/alfred-sisley/banks-of-the-loing-towards-moret-1883.jpg!Large.jpg,-0.009421469068827569,-0.0033540218512291132
Artists2/Alfred Sisley/Banks Of The Loing Winter 1896.jpg,Alfred Sisley,Banks Of The Loing Winter 1896,https://uploads5.wikiart.org/images/alfred-sisley/banks-of-the-loing-winter-1896.jpg,-0.006925192692991948,-0.002449894385159456
Artists2/Alfred Sisley/Banks Of The Orvanne 1890.jpg,Alfred Sisley,Banks Of The Orvanne 1890,https://uploads1.wikiart.org/images/alfred-sisley/banks-of-the-orvanne-1890.jpg!Large.jpg,-0.007774788207634884,-0.002680070223480274
Artists2/Alfred Sisley/Banks Of The Seine 1879.jpg,Alfred Sisley,Banks Of The Seine 1879,https://uploads7.wikiart.org/images/alfred-sisley/banks-of-the-seine-1879.jpg,-0.011593646223693875,-0.004173950922261777
Artists2/Alfred Sisley/Banks Of The Seine At Bougival 1876.jpg,Alfred Sisley,Banks Of The Seine At Bougival 1876,https://uploads2.wikiart.org/images/alfred-sisley/banks-of-the-seine-at-bougival-1876.jpg!Large.jpg,-0.00969168297878749,-0.003503176631782595
Artists2/Alfred Sisley/Banks Of The Seine At Port Marly 1875.jpg,Alfred Sisley,Banks Of The Seine At Port Marly 1875,https://uploads4.wikiart.org/images/alfred-sisley/banks-of-the-seine-at-port-marly-1875.jpg!Large.jpg,-0.0068429892299898855,-0.002418123951885957
Artists2/Alfred Sisley/Banks Of The Seine Wind Blowing 1894.jpg,Alfred Sisley,Banks Of The Seine Wind Blowing 1894,https://uploads3.wikiart.org/images/alfred-sisley/banks-of-the-seine-wind-blowing-1894.jpg!Large.jpg,-0.009659108103862992,-0.0034817119842621
Artists2/Alfred Sisley/Barge Garage At Saint Mammes 1885.jpg,Alfred Sisley,Barge Garage At Saint Mammes 1885,https://uploads0.wikiart.org/images/alfred-sisley/barge-garage-at-saint-mammes-1885.jpg!Large.jpg,-0.008543200046318521,-0.002797524986379332
Artists2/Alfred Sisley/Barges At Billancourt 1877.jpg,Alfred Sisley,Barges At Billancourt 1877,https://uploads1.wikiart.org/images/alfred-sisley/barges-at-billancourt-1877.jpg,-0.008853237705170696,-0.002879789984634542
Artists2/Alfred Sisley/Barges At Saint Mammès 1885.jpg,Alfred Sisley,Barges At Saint Mammès 1885,https://uploads3.wikiart.org/images/alfred-sisley/barges-at-saint-mammès-1885.jpg!Large.jpg,-0.01055720770868838,-0.003579154633385115
Artists2/Alfred Sisley/Barges On The Canal Saint Martin In Paris 1870.jpg,Alfred Sisley,Barges On The Canal Saint Martin In Paris 1870,https://uploads4.wikiart.org/images/alfred-sisley/barges-on-the-canal-saint-martin-in-paris-1870.jpg!Large.jpg,-0.006397852280404497,-0.0021071575400528285
Artists2/Alfred Sisley/Barges On The Loing Canal Spring 1896.jpg,Alfred Sisley,Barges On The Loing Canal Spring 1896,https://uploads3.wikiart.org/images/alfred-sisley/barges-on-the-loing-canal-spring-1896.jpg,-0.006010352819331159,-0.002073871707566295
Artists2/Alfred Sisley/Barges On The Loing Saint Mammes 1884.jpg,Alfred Sisley,Barges On The Loing Saint Mammes 1884,https://uploads4.wikiart.org/images/alfred-sisley/barges-on-the-loing-saint-mammes-1884.jpg!Large.jpg,-0.01095522540045073,-0.003606795291166246
Artists2/Alfred Sisley/Barges On The Saint Martin Canal.jpg,Alfred Sisley,Barges On The Saint Martin Canal,https://uploads8.wikiart.org/images/alfred-sisley/barges-on-the-saint-martin-canal.jpg!Large.jpg,-0.00859251051992334,-0.002917823728530453
Artists2/Alfred Sisley/Bassin De Marly 1875.jpg,Alfred Sisley,Bassin De Marly 1875,https://uploads5.wikiart.org/images/alfred-sisley/bassin-de-marly-1875.jpg!Large.jpg,-0.010082924638671206,-0.004014495876851376
Artists2/Alfred Sisley/Bateau De Charge Sur Le Loing 1880.jpg,Alfred Sisley,Bateau De Charge Sur Le Loing 1880,https://uploads0.wikiart.org/images/alfred-sisley/bateau-de-charge-sur-le-loing-1880.jpg,-0.009529745498494743,-0.0031049786277124072
Artists2/Alfred Sisley/Bend In The River Loing In Summer 1880.jpg,Alfred Sisley,Bend In The River Loing In Summer 1880,https://uploads5.wikiart.org/images/alfred-sisley/bend-in-the-river-loing-in-summer-1880.jpg!Large.jpg,-0.010225686136711707,-0.003698913148397673
Artists2/Alfred Sisley/Between Veneux And By December Morning 1882.jpg,Alfred Sisley,Between Veneux And By December Morning 1882,https://uploads1.wikiart.org/images/alfred-sisley/between-veneux-and-by-december-morning-1882.jpg!Large.jpg,-0.010091835829608178,-0.0035316391978932513
Artists2/Alfred Sisley/Boats 1885.jpg,Alfred Sisley,Boats 1885,https://uploads4.wikiart.org/images/alfred-sisley/boats-1885.jpg!Large.jpg,-0.00966344242063179,-0.0033618745715084976
Artists2/Alfred Sisley/Boats At Bougival 1873.jpg,Alfred Sisley,Boats At Bougival 1873,https://uploads7.wikiart.org/images/alfred-sisley/boats-at-bougival-1873.jpg!Large.jpg,-0.00623126891130174,-0.0020694120322327105
Artists2/Alfred Sisley/Boats On The Loing River 1895.jpg,Alfred Sisley,Boats On The Loing River 1895,https://uploads5.wikiart.org/images/alfred-sisley/boats-on-the-loing-river-1895.jpg!Large.jpg,-0.005541923138132673,-0.001929018911946554
Artists2/Alfred Sisley/Boatyard At Saint Mammes 1885.jpg,Alfred Sisley,Boatyard At Saint Mammes 1885,https://uploads5.wikiart.org/images/alfred-sisley/boatyard-at-saint-mammes-1885.jpg!Large.jpg,-0.008128260315420133,-0.0028262608943040303
Artists2/Alfred Sisley/Border Of The Woods 1885.jpg,Alfred Sisley,Border Of The Woods 1885,https://uploads0.wikiart.org/images/alfred-sisley/border-of-the-woods-1885.jpg!Large.jpg,-0.009415334733392365,-0.0033702075472064274
Artists2/Alfred Sisley/Bougival 1878.jpg,Alfred Sisley,Bougival 1878,https://uploads7.wikiart.org/images/alfred-sisley/bougival-1878.jpg!Large.jpg,-0.008707627975044123,-0.0033460528844715723
Artists2/Alfred Sisley/Boulevard Heloise Argenteuil 1872.jpg,Alfred Sisley,Boulevard Heloise Argenteuil 1872,https://uploads0.wikiart.org/images/alfred-sisley/boulevard-heloise-argenteuil-1872.jpg!Large.jpg,-0.008333590700487774,-0.004714414091164048
Artists2/Alfred Sisley/Bouquet Of Flowers 1875.jpg,Alfred Sisley,Bouquet Of Flowers 1875,https://uploads8.wikiart.org/images/alfred-sisley/bouquet-of-flowers-1875.jpg!Large.jpg,-0.0006258731672111146,0.0008599763311279609
Artists2/Alfred Sisley/Bridge At Villeneuve La Garenne 1872 1.jpg,Alfred Sisley,Bridge At Villeneuve La Garenne 1872 1,https://uploads5.wikiart.org/images/alfred-sisley/bridge-at-villeneuve-la-garenne-1872-1.jpg!Large.jpg,-0.010060871169536991,-0.00454931022568606
Artists2/Alfred Sisley/Bridge Over The Orvanne Near Moret 1883.jpg,Alfred Sisley,Bridge Over The Orvanne Near Moret 1883,https://uploads6.wikiart.org/images/alfred-sisley/bridge-over-the-orvanne-near-moret-1883.jpg!Large.jpg,-0.009353784093441569,-0.003286298357281138
Artists2/Alfred Sisley/By The Loing 1885.jpg,Alfred Sisley,By The Loing 1885,https://uploads2.wikiart.org/images/alfred-sisley/by-the-loing-1885.jpg!Large.jpg,-0.008144841490908388,-0.0026999853090010906
Artists2/Alfred Sisley/By The Loing.jpg,Alfred Sisley,By The Loing,https://uploads6.wikiart.org/images/alfred-sisley/by-the-loing.jpg!Large.jpg,-0.004559299514306128,-0.0014578993073561483
Artists2/Alfred Sisley/By The River 1881.jpg,Alfred Sisley,By The River 1881,https://uploads2.wikiart.org/images/alfred-sisley/by-the-river-1881.jpg!Large.jpg,-0.010195371350466042,-0.0036040196870014106
Artists2/Alfred Sisley/By The River Loing.jpg,Alfred Sisley,By The River Loing,https://uploads3.wikiart.org/images/alfred-sisley/by-the-river-loing.jpg!Large.jpg,-0.009477506456267047,-0.00352784994185301
Artists2/Alfred Sisley/By Way Of The Old Ferry 1880.jpg,Alfred Sisley,By Way Of The Old Ferry 1880,https://uploads4.wikiart.org/images/alfred-sisley/by-way-of-the-old-ferry-1880.jpg!Large.jpg,-0.009058548236569432,-0.0032011220937630362
Artists2/Alfred Sisley/Cabins Along The Loing Canal Sunlight Effect 1896.jpg,Alfred Sisley,Cabins Along The Loing Canal Sunlight Effect 1896,https://uploads7.wikiart.org/images/alfred-sisley/cabins-along-the-loing-canal-sunlight-effect-1896.jpg!Large.jpg,-0.006458130360121925,-0.002220844249613948
Artists2/Alfred Sisley/Cabins By The River Loing Morning 1896.jpg,Alfred Sisley,Cabins By The River Loing Morning 1896,https://uploads5.wikiart.org/images/alfred-sisley/cabins-by-the-river-loing-morning-1896.jpg!Large.jpg,-0.005190738799190274,-0.0018223690095602208
Artists2/Alfred Sisley/Canal At Saint Mammes 1886.jpg,Alfred Sisley,Canal At Saint Mammes 1886,https://uploads2.wikiart.org/images/alfred-sisley/canal-at-saint-mammes-1886.jpg!Large.jpg,-0.009627197899261277,-0.003303279366761079
Artists2/Alfred Sisley/Canal Du Loing Chemin De Halage 1882.jpg,Alfred Sisley,Canal Du Loing Chemin De Halage 1882,https://uploads3.wikiart.org/images/alfred-sisley/canal-du-loing-chemin-de-halage-1882.jpg!Large.jpg,-0.008317473547174237,-0.0029812839403950252
Artists2/Alfred Sisley/Chestnut Avenue In La Celle Saint Cloud 1865.jpg,Alfred Sisley,Chestnut Avenue In La Celle Saint Cloud 1865,https://uploads2.wikiart.org/images/alfred-sisley/chestnut-avenue-in-la-celle-saint-cloud-1865.jpg!Large.jpg,-0.006487584244259426,-0.0022539565333601057
Artists2/Alfred Sisley/Chestnut Tree At Saint Mammes 1880.jpg,Alfred Sisley,Chestnut Tree At Saint Mammes 1880,https://uploads1.wikiart.org/images/alfred-sisley/chestnut-tree-at-saint-mammes-1880.jpg!Large.jpg,-0.006812735921737302,-0.00236626141618809
Artists2/Alfred Sisley/Children Playing In The Fields 1879.jpg,Alfred Sisley,Children Playing In The Fields 1879,https://uploads2.wikiart.org/images/alfred-sisley/children-playing-in-the-fields-1879.jpg!Large.jpg,-0.005287069554191956,-0.0016811711305991068
Artists2/Alfred Sisley/Church At Noisy Le Roi In Autumn 1874.jpg,Alfred Sisley,Church At Noisy Le Roi In Autumn 1874,https://uploads4.wikiart.org/images/alfred-sisley/church-at-noisy-le-roi-in-autumn-1874.jpg!Large.jpg,-0.009618164695788453,-0.003419917496857735
Artists2/Alfred Sisley/Confluence Of The Seine And The Loing 1885.jpg,Alfred Sisley,Confluence Of The Seine And The Loing 1885,https://uploads0.wikiart.org/images/alfred-sisley/confluence-of-the-seine-and-the-loing-1885.jpg!Large.jpg,-0.008715554631412633,-0.0036056935263700245
Artists2/Alfred Sisley/Construction Site At Matrat Moret Sur Loing 1888.jpg,Alfred Sisley,Construction Site At Matrat Moret Sur Loing 1888,https://uploads6.wikiart.org/images/alfred-sisley/construction-site-at-matrat-moret-sur-loing-1888.jpg!Large.jpg,-0.009359941975579916,-0.0038405781418238243
Artists2/Alfred Sisley/Construction Site At Saint Mammes 1880 1.jpg,Alfred Sisley,Construction Site At Saint Mammes 1880 1,https://uploads7.wikiart.org/images/alfred-sisley/construction-site-at-saint-mammes-1880-1.jpg!Large.jpg,-0.008528167604154587,-0.0033854453303273045
Artists2/Alfred Sisley/Construction Site At Saint Mammes 1880.jpg,Alfred Sisley,Construction Site At Saint Mammes 1880,https://uploads5.wikiart.org/images/alfred-sisley/construction-site-at-saint-mammes-1880.jpg!Large.jpg,-0.008877109686013497,-0.003534749561451043
Artists2/Alfred Sisley/Cornfield 1873.jpg,Alfred Sisley,Cornfield 1873,https://uploads8.wikiart.org/images/alfred-sisley/cornfield-1873.jpg!Large.jpg,-0.008612212693257227,-0.0027353355018000423
Artists2/Alfred Sisley/Countryside Near Moret 1885.jpg,Alfred Sisley,Countryside Near Moret 1885,https://uploads3.wikiart.org/images/alfred-sisley/countryside-near-moret-1885.jpg!Large.jpg,-0.011235531865406519,-0.00392556032338458
Artists2/Alfred Sisley/Courtyard At Les Sablons 1885.jpg,Alfred Sisley,Courtyard At Les Sablons 1885,https://uploads5.wikiart.org/images/alfred-sisley/courtyard-at-les-sablons-1885.jpg!Large.jpg,-0.005897380529123403,-0.0025916517404279984
Artists2/Alfred Sisley/Courtyard Of A Farm At Saint Mammes 1884.jpg,Alfred Sisley,Courtyard Of A Farm At Saint Mammes 1884,https://uploads7.wikiart.org/images/alfred-sisley/courtyard-of-a-farm-at-saint-mammes-1884.jpg!Large.jpg,-0.009824987723347367,-0.004503726597634328
Artists2/Alfred Sisley/Cow Pasture Near Louveciennes 1875.jpg,Alfred Sisley,Cow Pasture Near Louveciennes 1875,https://uploads1.wikiart.org/images/alfred-sisley/cow-pasture-near-louveciennes-1875.jpg!Large.jpg,-0.005684613600476137,-0.0017738305985362257
Artists2/Alfred Sisley/Cows By The Seine At Saint Mammes.jpg,Alfred Sisley,Cows By The Seine At Saint Mammes,https://uploads0.wikiart.org/images/alfred-sisley/cows-by-the-seine-at-saint-mammes.jpg!Large.jpg,-0.005732762279494533,-0.001379829568225766
Artists2/Alfred Sisley/Dawn 1878.jpg,Alfred Sisley,Dawn 1878,https://uploads2.wikiart.org/images/alfred-sisley/dawn-1878.jpg,-0.006861571262082532,-0.0027717564147590862
Artists2/Alfred Sisley/Dorfstrasse In Marlotte 1866.jpg,Alfred Sisley,Dorfstrasse In Marlotte 1866,https://uploads4.wikiart.org/images/alfred-sisley/dorfstrasse-in-marlotte-1866.jpg!Large.jpg,-0.007242414715115901,-0.003356573724297959
Artists2/Alfred Sisley/Drying Nets 1872.jpg,Alfred Sisley,Drying Nets 1872,https://uploads1.wikiart.org/images/alfred-sisley/drying-nets-1872.jpg!Large.jpg,-0.007633343551242347,-0.0026021649653934133
Artists2/Alfred Sisley/Early Snow At Louveciennes 1872.jpg,Alfred Sisley,Early Snow At Louveciennes 1872,https://uploads7.wikiart.org/images/alfred-sisley/early-snow-at-louveciennes-1872.jpg!Large.jpg,-0.00661294714419877,-0.004163118239806736
Artists2/Alfred Sisley/Edge Of Fountainbleau Forest June Morning 1885.jpg,Alfred Sisley,Edge Of Fountainbleau Forest June Morning 1885,https://uploads4.wikiart.org/images/alfred-sisley/edge-of-fountainbleau-forest-june-morning-1885.jpg!Large.jpg,-0.007816823987522854,-0.0026825000047204007
Artists2/Alfred Sisley/Edge Of The Forest In Spring Evening 1886.jpg,Alfred Sisley,Edge Of The Forest In Spring Evening 1886,https://uploads8.wikiart.org/images/alfred-sisley/edge-of-the-forest-in-spring-evening-1886.jpg!Large.jpg,-0.007733406318711163,-0.0027305690875105183
