painting_id,color_hex,weight
painting::Artists2/Albrecht Altdorfer/The Adoration Of The Magi 1535.jpg,#805040,0.097200
painting::Artists2/Albrecht Altdorfer/The Pride Of The Beggar Sitting On The Train 1531.jpg,#805040,0.124300
painting::Artists2/Albrecht Altdorfer/The Martyrdom Of Saint Florian.jpg,#805040,0.090900
painting::Artists2/Albrecht Altdorfer/The Departure Of Saint Florain.jpg,#805040,0.088600
painting::Artists2/Albrecht Altdorfer/Lovers.jpg,#805040,0.375900
painting::Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1.jpg,#805040,0.081400
painting::Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment.jpg,#805040,0.090500
painting::Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 12.jpg,#805040,0.177800
painting::Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 11.jpg,#805040,0.215900
painting::Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 8.jpg,#805040,0.087500
painting::Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 5.jpg,#805040,0.192100
painting::Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 4.jpg,#805040,0.105600
painting::Artists2/Albrecht Altdorfer/The Battle Of Issus Fragment 1529 2.jpg,#805040,0.047800
painting::Artists2/Albrecht Altdorfer/The Battle Of Issus 1529.jpg,#805040,0.056300
painting::Artists2/Albrecht Altdorfer/Danube Landscape Near Regensburg With The Scarecrow Hill.jpg,#805040,0.040400
painting::Artists2/Albrecht Altdorfer/Susanna In The Bath 1526.jpg,#805040,0.044100
painting::Artists2/Albrecht Altdorfer/Mary In Glory 1526.jpg,#805040,0.135200
painting::Artists2/Albrecht Altdorfer/Crucifixion 1526.jpg,#805040,0.103400
painting::Artists2/Albrecht Altdorfer/Nativity 1525.jpg,#805040,0.054400
painting::Artists2/Albrecht Altdorfer/Mary With The Child 1525.jpg,#805040,0.171400
painting::Artists2/Albrecht Altdorfer/The Large Spruce 1522.jpg,#805040,0.046000
painting::Artists2/Albrecht Altdorfer/The Beautiful Virgin Of Regensburg 1520.jpg,#805040,0.270800
painting::Artists2/Albrecht Altdorfer/Christ Taking Leave Of His Mother 1520.jpg,#805040,0.056900
painting::Artists2/Albrecht Altdorfer/Christ On The Cross.jpg,#805040,0.226600
painting::Artists2/Albrecht Altdorfer/Birth Of Mary.jpg,#805040,0.418200
painting::Artists2/Albrecht Altdorfer/Resurrection Of Christ.jpg,#805040,0.061800
painting::Artists2/Albrecht Altdorfer/Passion Of Christ 3.jpg,#805040,0.076200
painting::Artists2/Albrecht Altdorfer/Landscape With A Footbridge.jpg,#805040,0.249900
painting::Artists2/Albrecht Altdorfer/The Flagellation Of Christ 1518.jpg,#805040,0.095900
painting::Artists2/Albrecht Altdorfer/Florian Result Scenes For Legend Of St Florian 1518.jpg,#805040,0.062500
painting::Artists2/Albrecht Altdorfer/Entombment Of Christ 1518.jpg,#805040,0.201700
painting::Artists2/Albrecht Altdorfer/Communion Of The Apostles 1518.jpg,#805040,0.067500
painting::Artists2/Albrecht Altdorfer/Passion Of Christ 4.jpg,#805040,0.171200
painting::Artists2/Albrecht Altdorfer/Passion Of Christ 2.jpg,#805040,0.171500
painting::Artists2/Albrecht Altdorfer/Passion Of Christ.jpg,#805040,0.166700
painting::Artists2/Albrecht Altdorfer/Recover The Body Of St Sebastian 1516.jpg,#805040,0.073200
painting::Artists2/Albrecht Altdorfer/Martyrdom Of St Sebastian 1516.jpg,#805040,0.071400
painting::Artists2/Joachim Patinir/Rocky Landscape With Saint Jerome.jpg,#805040,0.069600
painting::Artists2/Hans Baldung/Mucius Scaevola 1531.jpg,#805040,0.119200
painting::Artists2/Hans Baldung/Hercules And Antaeus 1531.jpg,#805040,0.086500
painting::Artists2/Hans Baldung/Adam And Eve 1531.jpg,#805040,0.046600
painting::Artists2/Hans Baldung/Amur.jpg,#805040,0.052800
painting::Artists2/Hans Baldung/Prudence 1529.jpg,#805040,0.100000
painting::Artists2/Hans Baldung/Two Witches 1523.jpg,#805040,0.202600
painting::Artists2/Hans Baldung/Maria With The Sleeping Child.jpg,#805040,0.092900
painting::Artists2/Hans Baldung/Altar Of St John The Baptist 1520.jpg,#805040,0.088100
painting::Artists2/Hans Baldung/Adam And Eve 1520.jpg,#805040,0.121300
painting::Artists2/Hans Baldung/These Stained Glass Windows From The Eastern Side Of The Blumeneck Family Chapel.jpg,#805040,0.046900
painting::Artists2/Hans Baldung/Young Woman And Death 1517.jpg,#805040,0.042600
painting::Artists2/Hans Baldung/Lamentation 1517.jpg,#805040,0.051900
painting::Artists2/Hans Baldung/Count Philip 1517.jpg,#805040,0.134700
painting::Artists2/Hans Baldung/The Flood 1516.jpg,#805040,0.050100
painting::Artists2/Hans Baldung/Madonna And Child 1516.jpg,#805040,0.224000
painting::Artists2/Hans Baldung/Beheading Of St Dorothea 1516.jpg,#805040,0.092000
painting::Artists2/Hans Baldung/Count Christoph I Of Baden 1515.jpg,#805040,0.326400
painting::Artists2/Hans Baldung/Departing For The Sabbath.jpg,#805040,0.845500
painting::Artists2/Hans Baldung/Witches 1514.jpg,#805040,0.548800
painting::Artists2/Hans Baldung/Rest On The Flight To Egypt 1514.jpg,#805040,0.137300
painting::Artists2/Hans Baldung/Portrait Of A Man 1514.jpg,#805040,0.079200
painting::Artists2/Hans Baldung/Portrait Of Ludwig Graf Zu Loewenstein 1513.jpg,#805040,0.045300
painting::Artists2/Hans Baldung/The Trinity And Mystic Pieta.jpg,#805040,0.137600
painting::Artists2/Mabuse/Skull 1517.jpg,#805040,0.087300
painting::Artists2/Mabuse/Self Portrait.jpg,#805040,0.052000
painting::Artists2/Mabuse/Hercules And Deianeira 1517.jpg,#805040,0.043000
painting::Artists2/Mabuse/Queen Eleanor Of Austria.jpg,#805040,0.048400
painting::Artists2/Mabuse/Princess Mary Tudor And Charles Brandon Duke Of Suffolk.jpg,#805040,0.053400
painting::Artists2/Mabuse/Portrait Of Hendrik Iii Count Of Nassau Breda.jpg,#805040,0.095300
painting::Artists2/Mabuse/The Adoration Of The Kings.jpg,#805040,0.046700
painting::Artists2/Mabuse/Wings Of A Triptych.jpg,#805040,0.129000
painting::Artists2/Mabuse/Portrait Of A Man.jpg,#805040,0.075700
painting::Artists2/Mabuse/Madonna And Child 1.jpg,#805040,0.294700
painting::Artists2/Mabuse/Virgin And Child With Saints.jpg,#805040,0.047800
painting::Artists2/Mabuse/Adam And Eve.jpg,#805040,0.050100
painting::Artists2/Mabuse/St Anthony With A Donor 1508.jpg,#805040,0.155500
painting::Artists2/Albrecht Altdorfer/Emperor Maximilian Triumphal 1515.jpg,#805040,0.043200
painting::Artists2/Albrecht Altdorfer/Samson And The Lion 1512.jpg,#805040,0.254900
painting::Artists2/Albrecht Altdorfer/Holy Night Nativity 1511.jpg,#805040,0.072100
painting::Artists2/Albrecht Altdorfer/Wild Folk Family 1510.jpg,#805040,0.523700
painting::Artists2/Albrecht Altdorfer/Passion Of Christ 1.jpg,#805040,0.061800
painting::Artists2/Albrecht Altdorfer/Penitent St Jerome 1507.jpg,#805040,0.078100
painting::Artists2/Albrecht Altdorfer/Nativity 1507.jpg,#805040,0.170600
painting::Artists2/Albrecht Altdorfer/Landscape With Satyrfamilie 1507.jpg,#805040,0.215200
painting::Artists2/Albrecht Altdorfer/Diptych 1507.jpg,#805040,0.148800
painting::Artists2/Albrecht Altdorfer/Beheading Of St Catherine 1506.jpg,#805040,0.082700
painting::Artists2/Joachim Patinir/Landscape With The Rest On The Flight.jpg,#805040,0.138800
painting::Artists2/Joachim Patinir/The Rest Of The Flight Into Egypt 1524.jpg,#805040,0.131400
painting::Artists2/Joachim Patinir/Landscape With The Penitent Saint Jerome.jpg,#805040,0.089400
painting::Artists2/Joachim Patinir/Landscape With St John The Baptist Preaching.jpg,#805040,0.053700
painting::Artists2/Joachim Patinir/St Jerome In The Desert.jpg,#805040,0.098400
painting::Artists2/Joachim Patinir/St Jerome In Rocky Landscape.jpg,#805040,0.083200
painting::Artists2/Joachim Patinir/Landscape With The Destruction Of Sodom And Gomorrah.jpg,#805040,0.110600
painting::Artists2/Joachim Patinir/Landscape With St Jerome.jpg,#805040,0.112000
painting::Artists2/Joachim Patinir/The Baptism Of Christ.jpg,#805040,0.056900
painting::Artists2/Joachim Patinir/Temptation Of St Anthony.jpg,#805040,0.268200
painting::Artists2/Hans Baldung/Nativity 1510.jpg,#805040,0.114400
painting::Artists2/Hans Baldung/Eve The Serpent And Death 1510.jpg,#805040,0.142600
painting::Artists2/Hans Baldung/Adoration Of The Magi.jpg,#805040,0.140500
painting::Artists2/Hans Baldung/Portrait Of A Young Man 1509 1.jpg,#805040,0.259100
painting::Artists2/Hans Baldung/Portrait Of A Young Man 1509.jpg,#805040,0.056600
painting::Artists2/Hans Baldung/An Allegory Of Death And Beauty.jpg,#805040,0.412200
painting::Artists2/Hans Baldung/The Three Kings Altarpiece.jpg,#805040,0.051900
painting::Artists2/Hans Baldung/Three Kings Altarpiece Closed 1507.jpg,#805040,0.168000
painting::Artists2/Hans Baldung/St Sebastian Altarpiece 1507.jpg,#805040,0.144400
