author_name	painting_name	image_url	Genre	Style	Nationality	Painting School	Art Movement	Field	Date	Media	Tag	Period	Theme	Path	ColorTagsHex	ColorTagsPct	ColorBinIds
Richard Lindner	Untitled No 1	https://uploads0.wikiart.org/images/richard-lindner/untitled-no-1.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			female-portraits			Artists2/Richard Lindner/Untitled No 1.jpg	#2a1a15,#d4ba6a,#07212a,#2a2523,#2a2515,#807040,#2a1525,#2a151a	0.0918,0.0851,0.0738,0.0737,0.0578,0.0448,0.0427,0.0401	3,14,60,0,12,13,93,102
Richard Lindner	Two	https://uploads8.wikiart.org/images/richard-lindner/two.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/Two.jpg	#07212a,#d4ba6a,#252a15,#d4cbb1,#d4a824,#2a2107,#2a1007	0.1998,0.1223,0.0762,0.0605,0.0447,0.0427,0.0402	60,14,21,11,17,15,6
Richard Lindner	Three Und	https://uploads5.wikiart.org/images/richard-lindner/three-und.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			female-portraits			Artists2/Richard Lindner/Three Und.jpg	#d4bab1,#2a2523,#d4cbb1,#d4856a,#2a2325,#2a2823,#2a151a	0.2136,0.1738,0.0852,0.0539,0.0522,0.0466,0.0437	2,0,11,5,99,9,102
Richard Lindner	The Visitor 1	https://uploads0.wikiart.org/images/richard-lindner/the-visitor-1.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/The Visitor 1.jpg	#d4ba6a,#807040,#d4cbb1,#805040	0.5065,0.2876,0.1089,0.0402	14,13,11,4
Richard Lindner	The Visitor	https://uploads7.wikiart.org/images/richard-lindner/the-visitor.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/The Visitor.jpg	#d4bab1,#151a2a,#2a1007,#23252a	0.1377,0.0878,0.0844,0.0448	2,66,6,63
Richard Lindner	The Table	https://uploads5.wikiart.org/images/richard-lindner/the-table.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/The Table.jpg	#d4ba6a,#2a1007,#2a2107,#d4a824,#2a2523,#163180,#807040,#806616,#2a1a15,#151a2a	0.0931,0.0803,0.0679,0.0655,0.0628,0.0591,0.0568,0.0497,0.0487,0.0468	14,6,15,17,0,70,13,16,3,66
Richard Lindner	The Smoker	https://uploads6.wikiart.org/images/richard-lindner/the-smoker.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits			Artists2/Richard Lindner/The Smoker.jpg	#2a1525,#2a151a,#25152a,#2a2325,#2a2328,#d4bab1,#805040	0.2345,0.1172,0.1134,0.0963,0.0675,0.0648,0.0404	93,102,84,99,90,2,4
Richard Lindner	The Poet	https://uploads4.wikiart.org/images/richard-lindner/the-poet.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits			Artists2/Richard Lindner/The Poet.jpg	#2a2523,#6b7b80,#80706b,#d45124,#2a2325,#23282a,#15252a,#2a2328	0.1667,0.1162,0.0816,0.0696,0.0681,0.0483,0.0458,0.0410	0,55,1,8,99,54,57,90
Richard Lindner	The Meeting	https://uploads7.wikiart.org/images/richard-lindner/the-meeting.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/The Meeting.jpg	#2a151a,#d45124,#805040,#2a2325,#d4856a,#803116,#2a1a15	0.1597,0.1528,0.1472,0.0833,0.0807,0.0571,0.0551	102,8,4,99,5,7,3
Richard Lindner	The Juggler	https://uploads7.wikiart.org/images/richard-lindner/the-juggler.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits			Artists2/Richard Lindner/The Juggler.jpg	#2a0721,#2a151a,#d4856a,#805040,#d4ba6a,#2a0710,#2a1a15	0.1807,0.1354,0.0960,0.0829,0.0807,0.0798,0.0675	96,102,5,4,14,105,3
Richard Lindner	The Gambler	https://uploads7.wikiart.org/images/richard-lindner/the-gambler.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits			Artists2/Richard Lindner/The Gambler.jpg	#d4856a,#2a1a15,#2a2523,#805040,#2a151a,#2a0710	0.1954,0.0981,0.0975,0.0633,0.0570,0.0474	5,3,0,4,102,105
Richard Lindner	The Corset	https://uploads6.wikiart.org/images/richard-lindner/the-corset.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			female-portraits			Artists2/Richard Lindner/The Corset.jpg	#b1cbd4,#d4bab1,#d4856a,#d4b1ba	0.3441,0.3081,0.0586,0.0549	56,2,5,101
Richard Lindner	The Child S Dream	https://uploads4.wikiart.org/images/richard-lindner/the-child-s-dream.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			children portraits			Artists2/Richard Lindner/The Child S Dream.jpg	#151a2a,#803116,#2a151a,#2a1a15,#d4a824,#806616	0.1258,0.0993,0.0988,0.0978,0.0806,0.0465	66,7,102,3,17,16
Richard Lindner	The Actor	https://uploads5.wikiart.org/images/richard-lindner/the-actor.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits			Artists2/Richard Lindner/The Actor.jpg	#d4a824,#07212a,#2a1a15,#2a151a,#2a1525	0.2858,0.0821,0.0581,0.0558,0.0435	17,60,3,102,93
Richard Lindner	Rear Window	https://uploads7.wikiart.org/images/richard-lindner/rear-window.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/Rear Window.jpg	#d45124,#407080,#d4a824,#2a1a15,#6abad4,#d46a85,#2a151a	0.2759,0.1213,0.0938,0.0765,0.0689,0.0677,0.0527	8,58,17,3,59,104,102
Richard Lindner	Pareja	https://uploads2.wikiart.org/images/richard-lindner/pareja.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/Pareja.jpg	#07212a,#15252a,#d4cbb1,#807b6b	0.1475,0.1120,0.0852,0.0830	60,57,11,10
Richard Lindner	New York City Iv	https://uploads3.wikiart.org/images/richard-lindner/new-york-city-iv.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/New York City Iv.jpg	#2a0721,#163180,#2a0710,#d45124,#2a151a,#2a1007	0.2184,0.0888,0.0884,0.0674,0.0610,0.0432	96,70,105,8,102,6
Richard Lindner	Napoleon Still Life	https://uploads6.wikiart.org/images/richard-lindner/napoleon-still-life.jpg!Large.jpg	still life	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/Napoleon Still Life.jpg	#2a0710,#163180,#d42451,#2a2523,#2a0721,#2a1007	0.2722,0.1228,0.1088,0.0813,0.0731,0.0663	105,70,107,0,96,6
Richard Lindner	Moon Over Alabama	https://uploads4.wikiart.org/images/richard-lindner/moon-over-alabama.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits			Artists2/Richard Lindner/Moon Over Alabama.jpg	#d4a824,#d4ba6a,#d45124,#408070,#d42451	0.1575,0.1352,0.0845,0.0760,0.0459	17,14,8,49,107
Richard Lindner	Marilyn Was Here 1	https://uploads5.wikiart.org/images/richard-lindner/marilyn-was-here-1.jpg!Large.jpg	figurative	Mechanistic Cubism	German,American		Cubism	painting,illustration			female-portraits			Artists2/Richard Lindner/Marilyn Was Here 1.jpg	#2a0710,#07102a,#25152a,#2a1007,#163180,#405080,#2a151a	0.1547,0.1057,0.0936,0.0824,0.0755,0.0630,0.0513	105,69,84,6,70,67,102
Richard Lindner	Marilyn Was Here	https://uploads3.wikiart.org/images/richard-lindner/marilyn-was-here.jpg!Large.jpg	figurative	Mechanistic Cubism	German,American		Cubism	painting,illustration			female-portraits			Artists2/Richard Lindner/Marilyn Was Here.jpg	#801631,#2a0710,#d4a824,#d45124,#2a1007	0.2577,0.2126,0.1135,0.0624,0.0431	106,105,17,8,6
Richard Lindner	Marcel Proust	https://uploads0.wikiart.org/images/richard-lindner/marcel-proust.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits,famous-people			Artists2/Richard Lindner/Marcel Proust.jpg	#23252a,#2a2325,#25232a,#23282a,#2a151a,#2a1a15,#2a0710,#2a2328,#6b7b80,#6b7080	0.1144,0.0682,0.0681,0.0615,0.0556,0.0523,0.0504,0.0472,0.0424,0.0405	63,99,72,54,102,3,105,90,55,64
Richard Lindner	Man With Parrot	https://uploads2.wikiart.org/images/richard-lindner/man-with-parrot.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits			Artists2/Richard Lindner/Man With Parrot.jpg	#24a8d4,#b1d4cb,#6ad4ba,#6abad4	0.2117,0.1670,0.1527,0.1527	62,47,50,59
Richard Lindner	Louis Ii	https://uploads4.wikiart.org/images/richard-lindner/louis-ii.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits,famous-people			Artists2/Richard Lindner/Louis Ii.jpg	#2a2523,#2a1007,#2a1a15,#2a151a,#2a0710,#072a21	0.1520,0.1268,0.0987,0.0851,0.0807,0.0698	0,6,3,102,105,51
Richard Lindner	Kiss	https://uploads0.wikiart.org/images/richard-lindner/kiss.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/Kiss.jpg	#d4bab1,#07102a,#d4cbb1,#151a2a,#23252a,#d4a824,#d45124,#805040	0.1390,0.0861,0.0711,0.0706,0.0626,0.0548,0.0493,0.0408	2,69,11,66,63,17,8,4
Richard Lindner	I Ii	https://uploads0.wikiart.org/images/richard-lindner/i-ii.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/I Ii.jpg	#2a1007,#2a1a15,#2a151a,#2a1525,#d4856a,#805040,#07102a,#2a0710,#2a2325	0.0949,0.0938,0.0860,0.0772,0.0642,0.0616,0.0508,0.0419,0.0413	6,3,102,93,5,4,69,105,99
Richard Lindner	Ice	https://uploads8.wikiart.org/images/richard-lindner/ice.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			female-portraits			Artists2/Richard Lindner/Ice.jpg	#d45124,#2a0710,#15252a,#d4a824,#d42451,#10072a,#2a1007	0.2107,0.0798,0.0599,0.0547,0.0468,0.0433,0.0405	8,105,57,17,107,78,6
Richard Lindner	Hunting	https://uploads3.wikiart.org/images/richard-lindner/hunting.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			female-portraits			Artists2/Richard Lindner/Hunting.jpg	#2a1525,#2a0721,#2a2523,#2a0710	0.3288,0.1807,0.0903,0.0421	93,96,0,105
Richard Lindner	Hello	https://uploads1.wikiart.org/images/richard-lindner/hello.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			female-portraits			Artists2/Richard Lindner/Hello.jpg	#07102a,#10072a,#704080	0.5334,0.1199,0.0382	69,78,85
Richard Lindner	Head	https://uploads0.wikiart.org/images/richard-lindner/head.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits			Artists2/Richard Lindner/Head.jpg	#23252a,#b1cbd4,#6b7b80,#6b7080,#2a2515,#2a2823,#2a2523	0.1483,0.0771,0.0612,0.0562,0.0542,0.0511,0.0405	63,56,55,64,12,9,0
Richard Lindner	Great Ideas Of Western Man	https://uploads4.wikiart.org/images/richard-lindner/great-ideas-of-western-man.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits			Artists2/Richard Lindner/Great Ideas Of Western Man.jpg	#282a23,#252a23,#2a2823,#801631,#23252a,#d4856a,#2a2523,#2a1a15	0.1240,0.0906,0.0713,0.0623,0.0541,0.0539,0.0438,0.0410	18,27,9,106,63,5,0,3
Richard Lindner	Fifth Avenue	https://uploads8.wikiart.org/images/richard-lindner/fifth-avenue.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/Fifth Avenue.jpg	#d4bab1,#d4b1ba,#d4b1cb	0.3267,0.2222,0.0340	2,101,92
Richard Lindner	F B I On East69Th Street	https://uploads2.wikiart.org/images/richard-lindner/f-b-i-on-east69th-street.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits			Artists2/Richard Lindner/F B I On East69Th Street.jpg	#d45124,#d4a824,#d4bab1,#d4b1ba	0.3279,0.0899,0.0849,0.0736	8,17,2,101
Richard Lindner	Double Portrait	https://uploads2.wikiart.org/images/richard-lindner/double-portrait.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			female-portraits			Artists2/Richard Lindner/Double Portrait.jpg	#d4a824,#07102a,#d4bab1,#163180,#d45124,#2a1007,#24a8d4,#803116	0.1900,0.0908,0.0674,0.0658,0.0529,0.0475,0.0471,0.0423	17,69,2,70,8,6,62,7
Richard Lindner	Disneyland	https://uploads6.wikiart.org/images/richard-lindner/disneyland.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits			Artists2/Richard Lindner/Disneyland.jpg	#d42451,#2a2325,#1a152a,#2a2328,#d46a85,#504080,#25152a	0.1666,0.0869,0.0753,0.0718,0.0672,0.0607,0.0542	107,99,75,90,104,76,84
Richard Lindner	Couple 2	https://uploads4.wikiart.org/images/richard-lindner/couple-2.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			female-portraits			Artists2/Richard Lindner/Couple 2.jpg	#d4cbb1,#d4ba6a,#d4bab1,#d4856a,#803116,#166680,#2a0710	0.2737,0.0948,0.0710,0.0634,0.0625,0.0501,0.0492	11,14,2,5,7,61,105
Richard Lindner	Couple 1	https://uploads4.wikiart.org/images/richard-lindner/couple-1.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/Couple 1.jpg	#d4bab1,#2a2325,#2a1a15,#2a2523,#2a2515,#2a2328,#d4cbb1	0.2217,0.1782,0.1188,0.0697,0.0433,0.0406,0.0401	2,99,3,0,12,90,11
Richard Lindner	Couple	https://uploads2.wikiart.org/images/richard-lindner/couple.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/Couple.jpg	#d4cbb1,#d4a824,#d45124,#803116,#25232a	0.3866,0.0726,0.0715,0.0586,0.0403	11,17,8,7,72
Richard Lindner	Contact	https://uploads3.wikiart.org/images/richard-lindner/contact.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration			group-portraits			Artists2/Richard Lindner/Contact.jpg	#163180,#661680,#311680,#2a1a15,#07212a,#d4bab1	0.1704,0.1495,0.0779,0.0649,0.0551,0.0443	70,88,79,3,60,2
Richard Lindner	Boy And Machine	https://uploads2.wikiart.org/images/richard-lindner/boy-and-machine.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			children portraits			Artists2/Richard Lindner/Boy And Machine.jpg	#d4cbb1,#d4ba6a,#d45124,#803116,#25232a,#23252a,#d4a824,#2a2328	0.1127,0.1003,0.0840,0.0553,0.0546,0.0482,0.0465,0.0420	11,14,8,7,72,63,17,90
Richard Lindner	Boy 1	https://uploads1.wikiart.org/images/richard-lindner/boy-1.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			children portraits			Artists2/Richard Lindner/Boy 1.jpg	#d4ba6a,#d45124,#07212a,#803116,#2a1007,#2a2523,#166680	0.1735,0.1556,0.1346,0.0734,0.0648,0.0632,0.0427	14,8,60,7,6,0,61
Richard Lindner	Boy	https://uploads8.wikiart.org/images/richard-lindner/boy.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			children portraits			Artists2/Richard Lindner/Boy.jpg	#d4ba6a,#807040,#805040,#d4cbb1,#d4856a,#2a1a15	0.3423,0.1766,0.1361,0.1178,0.0564,0.0526	14,13,4,11,5,3
Richard Lindner	Anna	https://uploads0.wikiart.org/images/richard-lindner/anna.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			female-portraits			Artists2/Richard Lindner/Anna.jpg	#2a2523,#d4856a,#2a1007,#807040,#d45124,#d4ba6a,#803116,#2a2107,#d4bab1	0.1657,0.1644,0.1188,0.0717,0.0712,0.0683,0.0584,0.0564,0.0542	0,5,6,13,8,14,7,15,2
Richard Lindner	Angel In Me	https://uploads7.wikiart.org/images/richard-lindner/angel-in-me.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration			male-portraits			Artists2/Richard Lindner/Angel In Me.jpg	#d424a8,#d45124,#d4bab1,#d4a824,#166680	0.4196,0.0776,0.0656,0.0544,0.0403	98,8,2,17,61
Richard Lindner	Adults Only	https://uploads7.wikiart.org/images/richard-lindner/adults-only.jpg!Large.jpg	poster	Mechanistic Cubism	German,American		Cubism	painting,illustration			posters-and-advertisements			Artists2/Richard Lindner/Adults Only.jpg	#166680,#24a8d4,#407080,#d4bab1,#d4cbb1,#2a1a15	0.3692,0.1012,0.0636,0.0497,0.0459,0.0452	61,62,58,2,11,3
Richard Lindner	A Letter From New York	https://uploads0.wikiart.org/images/richard-lindner/a-letter-from-new-york.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration		gouache,paper	male-portraits			Artists2/Richard Lindner/A Letter From New York.jpg	#805040,#d4cbb1,#807b6b,#803116,#d4856a,#804050,#cbd4b1,#d4bab1	0.2262,0.2059,0.0980,0.0905,0.0899,0.0440,0.0426,0.0425	4,11,10,7,5,103,20,2
Richard Lindner	Ludwig Ii 1974	https://uploads1.wikiart.org/images/richard-lindner/ludwig-ii-1974.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration	1974	oil,canvas	male-portraits,famous-people			Artists2/Richard Lindner/Ludwig Ii 1974.jpg	#10072a,#1a152a,#07102a,#2a1a15,#151a2a,#166680	0.1033,0.0921,0.0825,0.0767,0.0741,0.0520	78,75,69,3,66,61
Richard Lindner	The Ace Of Clubs 1973	https://uploads8.wikiart.org/images/richard-lindner/the-ace-of-clubs-1973.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration	1973	oil,canvas	group-portraits			Artists2/Richard Lindner/The Ace Of Clubs 1973.jpg	#d4a824,#2a1a15,#d4856a,#d4bab1,#d45124,#2a1007,#166680,#405080	0.1421,0.1020,0.0755,0.0702,0.0622,0.0541,0.0436,0.0404	17,3,5,2,8,6,61,67
Richard Lindner	The Couple 1971	https://uploads2.wikiart.org/images/richard-lindner/the-couple-1971.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration	1971	oil,canvas	group-portraits			Artists2/Richard Lindner/The Couple 1971.jpg	#d4a824,#d45124,#2a2515,#2a1a15,#2a1007	0.1941,0.1126,0.0839,0.0690,0.0546	17,8,12,3,6
Richard Lindner	Thank You	https://uploads5.wikiart.org/images/richard-lindner/thank-you.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration	1971		female-portraits			Artists2/Richard Lindner/Thank You.jpg	#d4a824,#2a1a15,#2a0721,#d45124,#2a0710	0.2390,0.1199,0.0880,0.0787,0.0750	17,3,96,8,105
Richard Lindner	Woman 1970	https://uploads6.wikiart.org/images/richard-lindner/woman-1970.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration	1970	oil,canvas	female-portraits			Artists2/Richard Lindner/Woman 1970.jpg	#d4a824,#2a2523,#d4cbb1,#d4bab1	0.2363,0.1557,0.0821,0.0590	17,0,11,2
Richard Lindner	Untitled 1969	https://uploads0.wikiart.org/images/richard-lindner/untitled-1969.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration	1969	watercolor,paper	female-portraits			Artists2/Richard Lindner/Untitled 1969.jpg	#d4a824,#d4ba6a,#d45124	0.6887,0.2227,0.0616	17,14,8
Richard Lindner	Telephone	https://uploads5.wikiart.org/images/richard-lindner/telephone.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration	1966		communication-facilities			Artists2/Richard Lindner/Telephone.jpg	#d45124,#d42451,#d4bab1,#706b80,#803116,#7b6b80	0.1825,0.0933,0.0599,0.0564,0.0466,0.0454	8,107,2,73,7,82
Richard Lindner	Rock Rock	https://uploads5.wikiart.org/images/richard-lindner/rock-rock.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration	1966		male-portraits			Artists2/Richard Lindner/Rock Rock.jpg	#d4a824,#07102a,#d45124,#2a1007,#163180,#803116	0.2303,0.0816,0.0759,0.0715,0.0590,0.0438	17,69,8,6,70,7
Richard Lindner	The Street 1963	https://uploads2.wikiart.org/images/richard-lindner/the-street-1963.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration	1963	oil,canvas	group-portraits			Artists2/Richard Lindner/The Street 1963.jpg	#2a0710,#2a1007,#d45124,#2a1a15,#2a151a,#21072a	0.2504,0.1492,0.1028,0.0532,0.0513,0.0468	105,6,8,3,102,87
Richard Lindner	The Secret 1960	https://uploads2.wikiart.org/images/richard-lindner/the-secret-1960.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration	1960	oil,canvas	group-portraits			Artists2/Richard Lindner/The Secret 1960.jpg	#1a152a,#2a1a15,#10072a,#2a1007,#2a0710,#2a0721,#2a151a	0.1586,0.1408,0.1135,0.1011,0.0974,0.0475,0.0432	75,3,78,6,105,96,102
Richard Lindner	The Billiard	https://uploads8.wikiart.org/images/richard-lindner/the-billiard.jpg!Large.jpg	genre painting	Mechanistic Cubism	German,American		Cubism	painting,illustration	1955		games-and-sport			Artists2/Richard Lindner/The Billiard.jpg	#2a0710,#2a151a,#2a1525,#2a1a15	0.3016,0.1872,0.0488,0.0401	105,102,93,3
Richard Lindner	Boy With Machine	https://uploads3.wikiart.org/images/richard-lindner/boy-with-machine.jpg!Large.jpg	portrait	Mechanistic Cubism	German,American		Cubism	painting,illustration	1955		children portraits			Artists2/Richard Lindner/Boy With Machine.jpg	#2a0710,#2a151a,#2a1a15,#2a0721,#2a1007,#2a1525	0.2737,0.1203,0.1025,0.0932,0.0520,0.0459	105,102,3,96,6,93
