painting_id,motif,weight
painting::Artists2/Albrecht Durer/The Last Supper 1523.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Crucifixion With Many Figures 1523.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ On The Mount Of Olives 1521.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Cross Of Christ With Saint Veronica.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ On The Mount Of Olives 2.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ On The Mount Of Olives 1.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Man Of Sorrows Seated 1515.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Sudarium Displayed By Two Angels 1513.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Resurrection 1512.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Man Of Sorrows With Hands Bound 1512.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Harrowing Of Hell 1512.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Deposition Engraved Passion 1512.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Ecce Homo 1512.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Last Judgment 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Last Supper 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Lamentation For Christ 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Incredulity Of St Thomas 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Flagellation 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Entombment 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Descent From The Cross 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Ascension 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/St Christopher Carrying The Infant Christ 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Crucifixion 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Washing Peter S Feet 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Taken Captive 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Shown To The People 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ S Entry Into Jerusalem 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ On The Mount Of Olives 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Driving The Merchants From The Temple 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ On The Cross 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ In Limbo 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Being Nailed To The Cross 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Appears To Mary Magdalene 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Before Annas 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Before Pilate 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Study Sheet With Christ As Man Of Sorrows And A Garment Study.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ And The Disciples At Emmaus 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Appears To His Mother 1511.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Design For The Fugger Chapel In Augsburg Resurrection Of Christ.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Taken Captive 1510.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ On The Mount Of Olives 1510.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ On The Cross With The Virgin And St John 1510.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Being Crowned With Thorns 1510.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ On The Mount Olive.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Man Of Sorrows By The Column Engraved Passion 1509.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Bearing The Cross 1509.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Before Herod 1509.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Crucifixion 1508.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Betrayal Of Christ 1508.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Agony In The Garden 1508.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Taking Leave Of His Mother.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Head Of The Twelve Year Old Christ.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Boy.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Among The Doctors 1506.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Body Of Christ.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Presentation Of Christ In The Temple 1505.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Salvator Mundi.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Crowning With Thorns 1504.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Before Caiaphas 1504.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Dead Christ With The Crown Of Thorns.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Lamentation For Christ 1503.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Among The Doctors In The Temple 1503.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Christ As Savior With Martin Luther.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/The Last Supper 1547.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Doomsday.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Man Of Sorrows With Hands Raised 1500.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Illustration To Revelationes Sancte Birgitte 1500 2.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Illustration To Revelationes Sancte Birgitte 1500.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Illustration To Revelationes Sancte Birgitte 1500 1.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Crucifixion 1498.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/The Crucifixion With The Converted Centurion 1538 1.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/The Crucifixion With The Converted Centurion 1538.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Lamentation 1538.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Flagellation Of Christ 1538.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Christ Carrying The Cross 1538.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Arrest Of Christ 1538.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/The Crucifixion With The Converted Centurion 1536.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Christ And The Adulteress 1532.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/The Crucifixion 3 Detail.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/Crucifixion Altarpiece Detail.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/The Resurrection Of Christ Right Wing Of The Isenheim Altarpiece 1516.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/St John S Vision Of Christ And The Seven Candlesticks 1498.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Lamentation Of Christ.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Lamentation For The Dead Christ 1498.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Crucifixion 1498.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ Bearing The Cross 1498.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Twelve Year Old Jesus In The Temple 1497.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Resurrection Of Christ.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Entombment.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/The Cross 1497.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Lamentation Of Christ 1497.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Flagellation Of Christ.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Crucifixion 1497.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Circumcision 1497.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ At The Cross 1497.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Law And Grace 1529 1.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Law And Grace 1529.jpg,Jesus-Christ,1
painting::Artists2/Gerard David/The Transfiguration Of Christ Central Panel.jpg,Jesus-Christ,1
painting::Artists2/Gerard David/The Transfiguration Of Christ.jpg,Jesus-Christ,1
painting::Artists2/Gerard David/The Deposition.jpg,Jesus-Christ,1
painting::Artists2/Gerard David/Triptych Of Jan Des Trompes.jpg,Jesus-Christ,1
painting::Artists2/Gerard David/The Baptism Of Christ Central Section Of The Triptych.jpg,Jesus-Christ,1
painting::Artists2/Bernhard Strigel/Twelve Year Old Jesus In The Temple.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/The Isenheim Altarpiece 1516.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/The Entombment Detail From The Isenheim Altarpiece 1516.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/The First View Of The Altar St Sebastian Left The Crucifixion Central St Anthony Right Entombment 1515.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/The Entombment Detail From The Isenheim Altarpiece 1515.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/The Crucifixion Detail From The Isenheim Altarpiece 1515.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/The Annunciation Virgin And Child With Angels The Resurrection Second View With The Open Wings 1515.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/Entombment Detail From The Bottom Of The First View Of The Isenheim Altar 1515.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/Christ On The Cross Detail From The Central Crucifixion Panel Of The Isenheim Altarpiece 1515.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/Annunciation And Resurrection 1515.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Study Of The Christ Child 1495.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Christ Taking Leave Of His Mother 1520.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Christ And The Adulteress 1520.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Christ And Mary 1520.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Albert Cardinal Elector Of Mainz At The Foot Of The Cross 1520.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Cranach The Garden Of Gethsemane.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Saint Christopher.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Chtist As The Man Of Sorrows 1515.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/St Christopher And St George.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Small Winged Altar With The Resurrection Of Christ St Barbara Left Wing And St Catharine Right 1510.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/Head Of Christ Crowned With Thorns 1510.jpg,Jesus-Christ,1
painting::Artists2/Gerard David/The Marriage At Cana Detail.jpg,Jesus-Christ,1
painting::Artists2/Gerard David/The Marriage At Cana.jpg,Jesus-Christ,1
painting::Artists2/Gerard David/Christ Nailed To The Cross.jpg,Jesus-Christ,1
painting::Artists2/Gerard David/The Crucifixion.jpg,Jesus-Christ,1
painting::Artists2/Bernhard Strigel/Disrobing Of Christ.jpg,Jesus-Christ,1
painting::Artists2/Bernhard Strigel/Christ Taking Leave Of His Mother.jpg,Jesus-Christ,1
painting::Artists2/Bernhard Strigel/Lamentation Of Christ.jpg,Jesus-Christ,1
painting::Artists2/Jan Provoost/Last Judgement.jpg,Jesus-Christ,1
painting::Artists2/Jan Provoost/Allegory Of Christianity 1515.jpg,Jesus-Christ,1
painting::Artists2/Jan Provoost/Crucifixion 2.jpg,Jesus-Christ,1
painting::Artists2/Jan Provoost/Crucifixion 1.jpg,Jesus-Christ,1
painting::Artists2/Jan Provoost/Crucifixion.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/The Small Crucifixion 1510.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/Calvary 1508.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/The Mocking Of Christ 1503.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/Crucifixion 1502.jpg,Jesus-Christ,1
painting::Artists2/Matthias Grunewald/Last Supper Coburg Panel 1500.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Jesus Boy With Globe 1493.jpg,Jesus-Christ,1
painting::Artists2/Albrecht Durer/Christ As The Man Of Sorrows 1493.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/The Crucifixion 1503 1.jpg,Jesus-Christ,1
painting::Artists2/Lucas Cranach The Elder/The Crucifixion 1503.jpg,Jesus-Christ,1
painting::Artists2/Jean Hey/The Nativity.jpg,Jesus-Christ,1
painting::Artists2/Hieronymus Bosch/Christ Carrying The Cross.jpg,Jesus-Christ,1
painting::Artists2/Hieronymus Bosch/The Garden Of Earthly Delights 1516 2.jpg,Jesus-Christ,1
painting::Artists2/Hieronymus Bosch/The Garden Of Earthly Delights 1515 10.jpg,Jesus-Christ,1
painting::Artists2/Hieronymus Bosch/Passion Of The Christ 1515 1.jpg,Jesus-Christ,1
painting::Artists2/Hieronymus Bosch/Passion Of The Christ 1515.jpg,Jesus-Christ,1
painting::Artists2/Hieronymus Bosch/Christ Crowned With Thorns 1510.jpg,Jesus-Christ,1
painting::Artists2/Hugo Van Der Goes/The Adoration Of The Shepherds.jpg,Jesus-Christ,1
painting::Artists2/Hugo Van Der Goes/Diptych Of The Fall Of Man And The Redemption Lamentation Of Christ.jpg,Jesus-Christ,1
painting::Artists2/Hugo Van Der Goes/Deposition Diptych Small Deposition Left Wing.jpg,Jesus-Christ,1
painting::Artists2/Hugo Van Der Goes/Christ On The Cross.jpg,Jesus-Christ,1
painting::Artists2/Hugo Van Der Goes/The Trinity Altar Panels Detail 1478.jpg,Jesus-Christ,1
painting::Artists2/Hugo Van Der Goes/The Trinity Altar Panels 1478.jpg,Jesus-Christ,1
painting::Artists2/Hugo Van Der Goes/The Portinari Tryptich Middle Panel 1478.jpg,Jesus-Christ,1
painting::Artists2/Martin Schongauer/Ecce Homo.jpg,Jesus-Christ,1
painting::Artists2/Martin Schongauer/Crusifixion.jpg,Jesus-Christ,1
painting::Artists2/Martin Schongauer/Christ Before Pilate.jpg,Jesus-Christ,1
painting::Artists2/Martin Schongauer/Christ Bearing His Cross.jpg,Jesus-Christ,1
painting::Artists2/Martin Schongauer/Our Saviour Appearing To Mary Magdalene In The Garden.jpg,Jesus-Christ,1
painting::Artists2/Martin Schongauer/The Holy Family.jpg,Jesus-Christ,1
painting::Artists2/Martin Schongauer/Sitting Mary With The St Jude Thaddeus And St Ursula.jpg,Jesus-Christ,1
painting::Artists2/Martin Schongauer/Christ S Birth 1.jpg,Jesus-Christ,1
painting::Artists2/Martin Schongauer/Madonna On The Turf Bench.jpg,Jesus-Christ,1
painting::Artists2/Martin Schongauer/Christ S Birth.jpg,Jesus-Christ,1
painting::Artists2/Martin Schongauer/Madonna And Child In The Couryard.jpg,Jesus-Christ,1
painting::Artists2/Hieronymus Bosch/Christ Carrying The Cross 1.jpg,Jesus-Christ,1
painting::Artists2/Hieronymus Bosch/Haywain 1502.jpg,Jesus-Christ,1
painting::Artists2/Hieronymus Bosch/Not_Detected_195357.jpg,Jesus-Christ,1
painting::Artists2/Hieronymus Bosch/The Marriage Feast At Cana.jpg,Jesus-Christ,1
painting::Artists2/Hieronymus Bosch/Crowned With Thorns 1500.jpg,Jesus-Christ,1
