author_name	painting_name	image_url	Genre	Style	Nationality	Painting School	Art Movement	Field	Date	Media	Tag	Period	Theme	Path	ColorTagsHex	ColorTagsPct	ColorBinIds
John William Waterhouse	Diogenes 1882	https://uploads8.wikiart.org/images/john-william-waterhouse/diogenes-1882.jpg!Large.jpg	history painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1882	oil,canvas	famous-people,Diogenes			Artists2/John William Waterhouse/Diogenes 1882.jpg	#d4856a,#d4ba6a,#805040,#803116,#d4bab1	0.3332,0.1892,0.1318,0.0435,0.0431	5,14,4,7,2
John William Waterhouse	The Household Gods 1880	https://uploads0.wikiart.org/images/john-william-waterhouse/the-household-gods-1880.jpg!Large.jpg	mythological painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1880	oil,canvas	Greek-and-Roman-Mythology,gods-and-goddesses,the-Lares			Artists2/John William Waterhouse/The Household Gods 1880.jpg	#805040,#2a151a,#2a1a15,#d4ba6a,#d4856a,#2a2325	0.2160,0.1779,0.1250,0.1050,0.0635,0.0491	4,102,3,14,5,99
John William Waterhouse	Its Sweet Doing Nothing 1880	https://uploads5.wikiart.org/images/john-william-waterhouse/its-sweet-doing-nothing-1880.jpg!Large.jpg	genre painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1880	oil,canvas	birds,leisure-and-sleep			Artists2/John William Waterhouse/Its Sweet Doing Nothing 1880.jpg	#805040,#d4cbb1,#804050,#d4bab1,#2a151a,#2a1525,#1a152a,#25152a,#d4ba6a,#80706b,#d4856a,#28232a	0.1588,0.1134,0.0768,0.0635,0.0627,0.0585,0.0517,0.0476,0.0474,0.0470,0.0463,0.0400	4,11,103,2,102,93,75,84,14,1,5,81
John William Waterhouse	Ophelia 1910	https://uploads7.wikiart.org/images/john-william-waterhouse/ophelia-1910.jpg!Large.jpg	literary painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1910	oil,canvas	"fictional-characters,Ophelia,William-Shakespeare-""Hamlet"""			Artists2/John William Waterhouse/Ophelia 1910.jpg	#807040,#2a2515,#d4cbb1,#807b6b,#d4ba6a,#805040	0.3647,0.1427,0.1034,0.0976,0.0731,0.0642	13,12,11,10,14,4
John William Waterhouse	Thisbe 1909	https://uploads6.wikiart.org/images/john-william-waterhouse/thisbe-1909.jpg!Large.jpg	literary painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1909		Greek-and-Roman-Mythology,fictional-characters,Ovid,Thisbe,Pyramus			Artists2/John William Waterhouse/Thisbe 1909.jpg	#805040,#2a1a15,#2a1007,#803116,#d4bab1,#d4cbb1,#d4856a,#2a151a,#80706b	0.1362,0.1257,0.1109,0.1073,0.0657,0.0606,0.0604,0.0526,0.0504	4,3,6,7,2,11,5,102,1
John William Waterhouse	Gather Ye Rosebuds While Ye May 1909	https://uploads4.wikiart.org/images/john-william-waterhouse/gather-ye-rosebuds-while-ye-may-1909.jpg!Large.jpg	literary painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1909	oil,canvas	"fictional-characters,Robert-Herrics-""To-the-Virgins,to-make-muche-of-time"			Artists2/John William Waterhouse/Gather Ye Rosebuds While Ye May 1909.jpg	#2a2515,#d4bab1,#805040,#2a2823,#2a1a15,#807b6b,#80706b,#252a15,#282a23,#807040,#7b806b	0.1133,0.0962,0.0914,0.0710,0.0685,0.0623,0.0589,0.0580,0.0569,0.0415,0.0403	12,2,4,9,3,10,1,21,18,13,19
John William Waterhouse	The Soul Of The Rose 1908	https://uploads2.wikiart.org/images/john-william-waterhouse/the-soul-of-the-rose-1908.jpg!Large.jpg	literary painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1908	oil,canvas	"flowers-and-plants,fictional-characters,Alfred-Tennysson-""The-Soul-of-the-Rose"""			Artists2/John William Waterhouse/The Soul Of The Rose 1908.jpg	#2a2325,#2a2523,#80706b,#2a2328,#805040,#28232a,#25232a,#d4856a	0.1417,0.1158,0.1140,0.1019,0.0856,0.0712,0.0568,0.0424	99,0,1,90,4,81,72,5
John William Waterhouse	The Bouquet	https://uploads6.wikiart.org/images/john-william-waterhouse/the-bouquet.jpg!Large.jpg	portrait	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	c.1908	oil,canvas	female-portraits			Artists2/John William Waterhouse/The Bouquet.jpg	#805040,#2a2523,#d4856a,#2a1a15	0.3223,0.1689,0.1569,0.1459	4,0,5,3
John William Waterhouse	Gather Ye Rosebuds Or Ophelia 1908	https://uploads2.wikiart.org/images/john-william-waterhouse/gather-ye-rosebuds-or-ophelia-1908.jpg!Large.jpg	literary painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1908	oil,canvas	"fictional-characters,Ophelia,Robert-Herrics-""To-the-Virgins,to-make-muche-of-time,William-Shakespeare-""Hamlet"""			Artists2/John William Waterhouse/Gather Ye Rosebuds Or Ophelia 1908.jpg	#2a2523,#80706b,#2a1a15,#805040,#d4bab1,#806b70,#2a2325	0.2100,0.1951,0.1339,0.1249,0.0705,0.0553,0.0485	0,1,3,4,2,100,99
John William Waterhouse	Apollo And Daphne 1908	https://uploads8.wikiart.org/images/john-william-waterhouse/apollo-and-daphne-1908.jpg!Large.jpg	mythological painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1908	oil,canvas	"Greek-and-Roman-Mythology,gods-and-goddesses,Apollo-and-Daphne,Ovid-""Metamorphoses"""			Artists2/John William Waterhouse/Apollo And Daphne 1908.jpg	#2a2325,#2a2523,#805040,#2a2328,#2a151a,#d4856a,#2a1a15,#80706b	0.2369,0.1741,0.1008,0.0812,0.0680,0.0632,0.0504,0.0460	99,0,4,90,102,5,3,1
John William Waterhouse	Lady Violet Henderson 1907	https://uploads3.wikiart.org/images/john-william-waterhouse/lady-violet-henderson-1907.jpg!Large.jpg	portrait	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1907	oil,canvas	female-portraits			Artists2/John William Waterhouse/Lady Violet Henderson 1907.jpg	#28232a,#2a2328,#80706b,#25232a,#2a2325,#807b6b,#d4cbb1,#805040	0.1686,0.1592,0.1030,0.0888,0.0713,0.0620,0.0500,0.0402	81,90,1,72,99,10,11,4
John William Waterhouse	The Rose Bower	https://uploads0.wikiart.org/images/john-william-waterhouse/the-rose-bower.jpg!Large.jpg	portrait	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting		oil,canvas	female-portraits			Artists2/John William Waterhouse/The Rose Bower.jpg	#d4ba6a,#805040,#804050,#2a2515,#807040,#2a1a15,#2a2823,#d4cbb1,#d4856a,#28232a	0.1276,0.1045,0.0921,0.0819,0.0707,0.0704,0.0552,0.0457,0.0445,0.0434	14,4,103,12,13,3,9,11,5,81
John William Waterhouse	The Easy Chair	https://uploads0.wikiart.org/images/john-william-waterhouse/the-easy-chair.jpg!Large.jpg	portrait	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting		oil,canvas	children portraits			Artists2/John William Waterhouse/The Easy Chair.jpg	#805040,#d4bab1,#d4cbb1,#80706b,#2a1a15,#2a2523,#d4856a	0.3514,0.1498,0.1025,0.0925,0.0568,0.0451,0.0450	4,2,11,1,3,0,5
John William Waterhouse	St Joan	https://uploads2.wikiart.org/images/john-william-waterhouse/st-joan.jpg!Large.jpg	religious painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting		oil,canvas	Christianity,saints-and-apostles,St. John the Baptist			Artists2/John William Waterhouse/St Joan.jpg	#25232a,#23252a,#d4856a,#cbd4b1,#d4ba6a,#7b806b	0.3181,0.1881,0.1524,0.0783,0.0434,0.0401	72,63,5,20,14,19
John William Waterhouse	Sketch For Flora And The Zephyrs	https://uploads0.wikiart.org/images/john-william-waterhouse/sketch-for-flora-and-the-zephyrs.jpg!Large.jpg	mythological painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting		oil,canvas	Greek-and-Roman-Mythology,gods-and-goddesses,Flora,the-Zephyrs			Artists2/John William Waterhouse/Sketch For Flora And The Zephyrs.jpg	#28232a,#25152a,#1a152a,#2a1525,#25232a,#706b80,#806b7b,#2a2328,#7b6b80,#804050,#806b70	0.1313,0.0935,0.0747,0.0727,0.0718,0.0664,0.0606,0.0598,0.0575,0.0510,0.0508	81,84,75,93,72,73,91,90,82,103,100
John William Waterhouse	Portrait Of Miss Claire Kenworthy	https://uploads1.wikiart.org/images/john-william-waterhouse/portrait-of-miss-claire-kenworthy.jpg!Large.jpg	portrait	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting		oil,canvas	female-portraits			Artists2/John William Waterhouse/Portrait Of Miss Claire Kenworthy.jpg	#2a1a15,#d4bab1,#2a151a,#d4cbb1,#2a2523,#805040,#80706b	0.3353,0.1474,0.1355,0.1175,0.1073,0.0518,0.0410	3,2,102,11,0,4,1
John William Waterhouse	The Mystic Wood	https://uploads1.wikiart.org/images/john-william-waterhouse/the-mystic-wood.jpg!Large.jpg	mythological painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1914 - c.1917	oil,canvas	animals,Greek-and-Roman-Mythology,forests-and-trees			Artists2/John William Waterhouse/The Mystic Wood.jpg	#805040,#2a151a,#2a1a15,#2a1525,#2a2325,#80706b,#2a2328	0.1915,0.1915,0.1013,0.0731,0.0483,0.0461,0.0417	4,102,3,93,99,1,90
John William Waterhouse	The Enchanted Garden 1917	https://uploads2.wikiart.org/images/john-william-waterhouse/the-enchanted-garden-1917.jpg!Large.jpg	literary painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1916 - 1917	oil,canvas	"flowers-and-plants,gardens-and-parks,fictional-characters,Giovanny-Boccaccio-""The-Decameron"",angels-and-archangels"			Artists2/John William Waterhouse/The Enchanted Garden 1917.jpg	#805040,#80706b,#2a151a,#d4bab1,#d4856a,#2a2328,#2a1525,#2a2325,#806b70	0.1157,0.0958,0.0941,0.0657,0.0636,0.0571,0.0544,0.0517,0.0500	4,1,102,2,5,90,93,99,100
John William Waterhouse	Tristram And Isolde 1916	https://uploads1.wikiart.org/images/john-william-waterhouse/tristram-and-isolde-1916.jpg!Large.jpg	mythological painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1916		Tristram,Isolde,European-mythology			Artists2/John William Waterhouse/Tristram And Isolde 1916.jpg	#805040,#2a1a15,#2a2325,#2a2523,#80706b,#d4bab1,#2a151a,#d4b1ba,#2a2328	0.1201,0.1087,0.0747,0.0716,0.0686,0.0679,0.0672,0.0604,0.0409	4,3,99,0,1,2,102,101,90
John William Waterhouse	Miranda 1916	https://uploads7.wikiart.org/images/john-william-waterhouse/miranda-1916.jpg!Large.jpg	literary painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1916	oil,canvas	"fictional-characters,William-Shakespeare-""The-Tempest"",Miranda"			Artists2/John William Waterhouse/Miranda 1916.jpg	#805040,#d4cbb1,#d4bab1,#2a1007,#803116,#80706b,#d4856a,#2a1a15	0.2936,0.1203,0.1043,0.0951,0.0793,0.0788,0.0488,0.0479	4,11,2,6,7,1,5,3
John William Waterhouse	Gathering Almond Blossoms 1916	https://uploads7.wikiart.org/images/john-william-waterhouse/gathering-almond-blossoms-1916.jpg!Large.jpg	genre painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1916	oil,canvas	flowers-and-plants,mother-and-child,forests-and-trees			Artists2/John William Waterhouse/Gathering Almond Blossoms 1916.jpg	#805040,#2a1a15,#d4bab1,#2a151a,#d4cbb1,#d4856a,#807040	0.2197,0.1546,0.0852,0.0718,0.0655,0.0624,0.0500	4,3,2,102,11,5,13
John William Waterhouse	Flower Sketch For The Enchanted Garden 1916	https://uploads2.wikiart.org/images/john-william-waterhouse/flower-sketch-for-the-enchanted-garden-1916.jpg!Large.jpg	landscape	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1915 - 1916	oil,canvas	flowers-and-plants,gardens-and-parks			Artists2/John William Waterhouse/Flower Sketch For The Enchanted Garden 1916.jpg	#80706b,#805040,#d4bab1,#2a2523,#25232a,#807b6b,#2a1a15,#28232a,#2a2328,#2a2325	0.1590,0.1115,0.0854,0.0729,0.0582,0.0548,0.0541,0.0510,0.0445,0.0434	1,4,2,0,72,10,3,81,90,99
John William Waterhouse	Fair Rosamund	https://uploads8.wikiart.org/images/john-william-waterhouse/fair-rosamund.jpg!Large.jpg	history painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	c.1916	oil,canvas	famous-people,Rosamund-Clifford			Artists2/John William Waterhouse/Fair Rosamund.jpg	#2a1a15,#805040,#2a151a,#2a2325,#2a2523	0.3359,0.2160,0.0850,0.0649,0.0458	3,4,102,99,0
John William Waterhouse	A Tale From The Decameron 1916	https://uploads7.wikiart.org/images/john-william-waterhouse/a-tale-from-the-decameron-1916.jpg!Large.jpg	literary painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1916	oil,canvas	"fictional-characters,Giovanny-Boccaccio-""The-Decameron"",Decameron"			Artists2/John William Waterhouse/A Tale From The Decameron 1916.jpg	#252a15,#d4856a,#805040,#2a2515,#212a07,#2a1007,#803116,#2a2107,#1a2a15,#102a07,#d4cbb1	0.0716,0.0678,0.0641,0.0608,0.0542,0.0515,0.0479,0.0444,0.0437,0.0417,0.0416	21,5,4,12,24,6,7,15,30,33,11
John William Waterhouse	I Am Half Sick Of Shadows Said The Lady Of Shalott 1915	https://uploads5.wikiart.org/images/john-william-waterhouse/i-am-half-sick-of-shadows-said-the-lady-of-shalott-1915.jpg!Large.jpg	literary painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1915	oil,canvas	"fictional-characters,Alfred-Tennysson-""The-Lady-of-Shalott"",The-Lady-of-Shalott"			Artists2/John William Waterhouse/I Am Half Sick Of Shadows Said The Lady Of Shalott 1915.jpg	#2a1525,#2a151a,#25152a,#804050,#2a2328,#28232a	0.1985,0.1804,0.0754,0.0643,0.0441,0.0432	93,102,84,103,90,81
John William Waterhouse	Beatrice 1915	https://uploads7.wikiart.org/images/john-william-waterhouse/beatrice-1915.jpg	history painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1915	oil,canvas	famous-people,gardens-and-parks,Beatrice			Artists2/John William Waterhouse/Beatrice 1915.jpg	#282a23,#2a2823,#232a28,#d4bab1,#252a23,#d4cbb1,#807b6b,#80706b,#232a25	0.1778,0.1282,0.1076,0.0770,0.0736,0.0723,0.0635,0.0611,0.0536	18,9,45,2,27,11,10,1,36
John William Waterhouse	Woman Picking Flowers	https://uploads7.wikiart.org/images/john-william-waterhouse/woman-picking-flowers.jpg!Large.jpg	genre painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1909 - c.1914	oil,canvas	flowers-and-plants,female-nude			Artists2/John William Waterhouse/Woman Picking Flowers.jpg	#d4bab1,#80706b,#805040,#2a151a,#806b70,#2a2325,#2a2328	0.1518,0.1293,0.1014,0.0969,0.0851,0.0763,0.0461	2,1,4,102,100,99,90
John William Waterhouse	Dante And Beatrice	https://uploads4.wikiart.org/images/john-william-waterhouse/dante-and-beatrice.jpg!Large.jpg	literary painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	c.1914	oil,canvas	"fictional-characters,Dante,Beatrice,Dante-Alighieri-""The-Divine-Comedy"""			Artists2/John William Waterhouse/Dante And Beatrice.jpg	#2a1a15,#805040,#807040,#d4cbb1,#80706b,#2a1007,#807b6b,#2a2523,#2a2515	0.1629,0.1170,0.1113,0.0818,0.0619,0.0594,0.0571,0.0513,0.0502	3,4,13,11,1,6,10,0,12
John William Waterhouse	A Song Of Springtime 1913	https://uploads2.wikiart.org/images/john-william-waterhouse/a-song-of-springtime-1913.jpg!Large.jpg	genre painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1913	oil,board	spring,flowers-and-plants			Artists2/John William Waterhouse/A Song Of Springtime 1913.jpg	#2a2325,#80706b,#806b70,#d4bab1,#2a151a,#2a2523,#805040,#d4cbb1,#2a2328,#d4856a,#2a1525	0.1124,0.1119,0.0926,0.0905,0.0766,0.0602,0.0595,0.0569,0.0526,0.0417,0.0406	99,1,100,2,102,0,4,11,90,5,93
John William Waterhouse	Sweet Summer 1912	https://uploads3.wikiart.org/images/john-william-waterhouse/sweet-summer-1912.jpg!Large.jpg	genre painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1912	oil,canvas	summer,flowers-and-plants,gardens-and-parks			Artists2/John William Waterhouse/Sweet Summer 1912.jpg	#807040,#805040,#80706b,#807b6b,#2a2523,#d4856a,#2a1a15,#d4ba6a,#d4cbb1	0.2043,0.1332,0.0785,0.0743,0.0711,0.0566,0.0526,0.0492,0.0481	13,4,1,10,0,5,3,14,11
John William Waterhouse	Portrait Of Mrs Charles Schreiber 1912	https://uploads6.wikiart.org/images/john-william-waterhouse/portrait-of-mrs-charles-schreiber-1912.jpg!Large.jpg	portrait	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1912	oil,canvas	female-portraits			Artists2/John William Waterhouse/Portrait Of Mrs Charles Schreiber 1912.jpg	#2a151a,#d4bab1,#804050,#d4cbb1,#2a1525,#80706b	0.2598,0.2065,0.1310,0.0591,0.0530,0.0413	102,2,103,11,93,1
John William Waterhouse	Penelope And The Suitors 1912	https://uploads6.wikiart.org/images/john-william-waterhouse/penelope-and-the-suitors-1912.jpg!Large.jpg	mythological painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1912	oil,canvas	Greek-and-Roman-Mythology,Penelope			Artists2/John William Waterhouse/Penelope And The Suitors 1912.jpg	#2a1525,#2a2328,#28232a,#25232a,#2a151a,#804050,#1a152a,#25152a	0.1326,0.1077,0.1041,0.0868,0.0682,0.0670,0.0564,0.0460	93,90,81,72,102,103,75,84
John William Waterhouse	Narcissus 1912	https://uploads0.wikiart.org/images/john-william-waterhouse/narcissus-1912.jpg!Large.jpg	literary painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1912	oil,canvas	"flowers-and-plants,nymphs-and-satyrs,fictional-characters,Ovid-""Metamorphoses"",Echo,Narcissus"			Artists2/John William Waterhouse/Narcissus 1912.jpg	#80706b,#2a1a15,#2a2523,#805040,#804050,#d46a85,#2a2325	0.1411,0.1113,0.0996,0.0941,0.0844,0.0611,0.0498	1,3,0,4,103,104,99
John William Waterhouse	The Charmer 1911 2	https://uploads4.wikiart.org/images/john-william-waterhouse/the-charmer-1911-2.jpg!Large.jpg	allegorical painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1911	oil,canvas	allegories-and-symbols,fish			Artists2/John William Waterhouse/The Charmer 1911 2.jpg	#282a23,#807b6b,#252a23,#2a2515,#2a2823,#7b806b,#d4cbb1	0.1069,0.1012,0.0816,0.0729,0.0685,0.0657,0.0414	18,10,27,12,9,19,11
John William Waterhouse	Miss Betty Pollock 1911	https://uploads0.wikiart.org/images/john-william-waterhouse/miss-betty-pollock-1911.jpg!Large.jpg	portrait	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1911	oil,canvas	female-portraits			Artists2/John William Waterhouse/Miss Betty Pollock 1911.jpg	#d4cbb1,#2a151a,#2a1a15,#80706b,#d4bab1,#805040,#2a1525,#806b70	0.1444,0.1302,0.1183,0.1128,0.0990,0.0863,0.0586,0.0436	11,102,3,1,2,4,93,100
John William Waterhouse	Maidens Picking Flowers By A Stream	https://uploads3.wikiart.org/images/john-william-waterhouse/maidens-picking-flowers-by-a-stream.jpg!Large.jpg	genre painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	c.1911	oil,canvas	flowers-and-plants			Artists2/John William Waterhouse/Maidens Picking Flowers By A Stream.jpg	#805040,#80706b,#d4cbb1,#d4856a,#807040,#2a1a15,#807b6b,#d4bab1	0.3297,0.1416,0.1125,0.1116,0.0732,0.0660,0.0577,0.0461	4,1,11,5,13,3,10,2
John William Waterhouse	Listen To My Sweet Pipings 1911	https://uploads8.wikiart.org/images/john-william-waterhouse/listen-to-my-sweet-pipings-1911.jpg!Large.jpg	mythological painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1911	oil,canvas	Greek-and-Roman-Mythology			Artists2/John William Waterhouse/Listen To My Sweet Pipings 1911.jpg	#80706b,#2a2325,#2a2523,#805040,#807b6b,#2a151a,#2a2328,#d4bab1,#706b80,#d4856a	0.1154,0.0911,0.0805,0.0772,0.0667,0.0646,0.0566,0.0530,0.0411,0.0409	1,99,0,4,10,102,90,2,73,5
John William Waterhouse	Spring Spreads One Green Lap Of Flowers 1910	https://uploads2.wikiart.org/images/john-william-waterhouse/spring-spreads-one-green-lap-of-flowers-1910.jpg	genre painting	Romanticism	British	Pre-Raphaelite Brotherhood	Romanticism	painting	1910	oil,canvas	spring,flowers-and-plants,forests-and-trees			Artists2/John William Waterhouse/Spring Spreads One Green Lap Of Flowers 1910.jpg	#2a2515,#252a15,#2a1a15,#d4cbb1,#d4bab1,#2a2823,#282a23	0.1375,0.1220,0.1133,0.0815,0.0757,0.0502,0.0411	12,21,3,11,2,9,18
