author_name	painting_name	image_url	Genre	Style	Nationality	Painting School	Art Movement	Field	Date	Media	Tag	Period	Theme	Path	ColorTagsHex	ColorTagsPct	ColorBinIds
Max Slevogt	Unter Den Linden	https://uploads8.wikiart.org/images/max-slevogt/unter-den-linden.jpg!Large.jpg	landscape	Impressionism	German	Berlin Secession	Impressionism	painting,illustration,engraving	1913		streets-and-squares,houses-and-buildings,Berlin			Artists2/Max Slevogt/Unter Den Linden.jpg	#b1bad4,#70806b,#7b806b,#6b8070,#b1cbd4,#6b7080,#807b6b,#6b807b	0.2269,0.0669,0.0654,0.0627,0.0620,0.0502,0.0484,0.0437	65,28,19,37,56,64,10,46
Max Slevogt	Summer House Garden	https://uploads2.wikiart.org/images/max-slevogt/summer-house-garden.jpg!Large.jpg	landscape	Impressionism	German	Berlin Secession	Impressionism	painting,illustration,engraving	1912	oil,canvas	gardens-and-parks			Artists2/Max Slevogt/Summer House Garden.jpg	#d4856a,#d4cbb1,#807b6b,#807040,#d4ba6a,#708040	0.2214,0.1206,0.1052,0.0890,0.0884,0.0539	5,11,10,13,14,22
Max Slevogt	Nini On Trellising	https://uploads1.wikiart.org/images/max-slevogt/nini-on-trellising.jpg!Large.jpg	landscape	Impressionism	German	Berlin Secession	Impressionism	painting,illustration,engraving	1911		female-portraits			Artists2/Max Slevogt/Nini On Trellising.jpg	#d4ba6a,#d4856a,#807040,#805040,#d4bab1	0.3372,0.1601,0.1188,0.0766,0.0410	14,5,13,4,2
Max Slevogt	Portrait Of Carl Steinbart	https://uploads0.wikiart.org/images/max-slevogt/portrait-of-carl-steinbart.jpg!Large.jpg	landscape	Impressionism	German	Berlin Secession	Impressionism	painting,illustration,engraving	1910	oil,canvas	male-portraits			Artists2/Max Slevogt/Portrait Of Carl Steinbart.jpg	#706b80,#7b6b80,#2a2328,#28232a,#806b7b,#806b70	0.2662,0.1311,0.0685,0.0652,0.0609,0.0425	73,82,90,81,91,100
Max Slevogt	Lady In White Dress On Horseback Riding	https://uploads4.wikiart.org/images/max-slevogt/lady-in-white-dress-on-horseback-riding.jpg!Large.jpg	landscape	Impressionism	German	Berlin Secession	Impressionism	painting,illustration,engraving	1910	oil,canvas	female-portraits			Artists2/Max Slevogt/Lady In White Dress On Horseback Riding.jpg	#803116,#d45124,#806616,#d4856a,#2a1007,#805040,#807040,#d4bab1,#2a0710	0.3329,0.1067,0.0753,0.0644,0.0621,0.0538,0.0534,0.0456,0.0450	7,8,16,5,6,4,13,2,105
Max Slevogt	Park Landscape In The Palatinate	https://uploads6.wikiart.org/images/max-slevogt/park-landscape-in-the-palatinate.jpg!Large.jpg	landscape	Impressionism	German	Berlin Secession	Impressionism	painting,illustration,engraving	1909	oil,canvas	gardens-and-parks,forests-and-trees			Artists2/Max Slevogt/Park Landscape In The Palatinate.jpg	#708040,#bad46a,#508040,#70806b,#1a2a15,#cbd4b1,#668016,#7b806b	0.1247,0.0751,0.0617,0.0508,0.0504,0.0442,0.0434,0.0417	22,23,31,28,30,20,25,19
Max Slevogt	Don Juan S Encounter With The Stony Gues	https://uploads5.wikiart.org/images/max-slevogt/don-juan-s-encounter-with-the-stony-gues.jpg!Large.jpg	landscape	Impressionism	German	Berlin Secession	Impressionism	painting,illustration,engraving	1906	oil,cardboard	fictional-characters,Don-Juan			Artists2/Max Slevogt/Don Juan S Encounter With The Stony Gues.jpg	#2a2523,#80706b,#2a2823,#805040,#d4bab1,#2a2325,#d4856a	0.1922,0.1856,0.1676,0.0735,0.0713,0.0485,0.0476	0,1,9,4,2,99,5
Max Slevogt	Autumn Forest	https://uploads5.wikiart.org/images/max-slevogt/autumn-forest.jpg!Large.jpg	landscape	Impressionism	German	Berlin Secession	Impressionism	painting,illustration,engraving	1906	oil,canvas	autumn,forests-and-trees			Artists2/Max Slevogt/Autumn Forest.jpg	#805040,#2a1a15,#2a1007,#80706b,#803116,#807040,#706b80,#d4bab1	0.1367,0.0975,0.0949,0.0938,0.0688,0.0497,0.0479,0.0433	4,3,6,1,7,13,73,2
Max Slevogt	Francisco D Andrade Reading A Newspaper	https://uploads4.wikiart.org/images/max-slevogt/francisco-d-andrade-reading-a-newspaper.jpg!Large.jpg	landscape	Impressionism	German	Berlin Secession	Impressionism	painting,illustration,engraving	1903		male-portraits,reading-and-writing			Artists2/Max Slevogt/Francisco D Andrade Reading A Newspaper.jpg	#b1cbd4,#b1d4cb,#cbd4b1,#151a2a,#d4cbb1,#bad4b1,#807b6b,#b1d4ba,#7b806b	0.1480,0.1237,0.0719,0.0537,0.0506,0.0444,0.0441,0.0421,0.0409	56,47,20,66,11,29,10,38,19
Max Slevogt	Portrait Of Francisco D Andrade	https://uploads4.wikiart.org/images/max-slevogt/portrait-of-francisco-d-andrade.jpg	landscape	Impressionism	German	Berlin Secession	Impressionism	painting,illustration,engraving	1902	oil,canvas	male-portraits			Artists2/Max Slevogt/Portrait Of Francisco D Andrade.jpg	#807040,#d4ba6a,#807b6b	0.7027,0.0842,0.0506	13,14,10
Max Slevogt	Dance Of Death	https://uploads6.wikiart.org/images/max-slevogt/dance-of-death.jpg!Large.jpg	landscape	Art Nouveau (Modern)	German	Berlin Secession	Impressionism	painting,illustration,engraving	1896	oil,canvas	birth-and-death			Artists2/Max Slevogt/Dance Of Death.jpg	#805040,#2a2515,#2a2823,#252a15,#d4856a,#2a1a15,#2a2523,#282a23,#80706b	0.1008,0.0836,0.0810,0.0776,0.0719,0.0717,0.0613,0.0478,0.0412	4,12,9,21,5,3,0,18,1
Max Slevogt	A Portrait Of The Artist	https://uploads7.wikiart.org/images/max-slevogt/a-portrait-of-the-artist.jpg!Large.jpg	landscape	Impressionism	German	Berlin Secession	Impressionism	painting,illustration,engraving	1891	oil,canvas	male-portraits,famous-people			Artists2/Max Slevogt/A Portrait Of The Artist.jpg	#2a151a,#2a1a15,#805040,#2a2523,#2a1007	0.2987,0.2338,0.0678,0.0612,0.0431	102,3,4,0,6
Philip De Laszlo	In The Hofbr Uhaus In Munich 1892	https://uploads3.wikiart.org/images/philip-de-laszlo/in-the-hofbr-uhaus-in-munich-1892.jpg!Large.jpg	portrait	Impressionism	Jewish,Hungarian		Impressionism	painting	1892		taverns-and-inns			Artists2/Philip De Laszlo/In The Hofbr Uhaus In Munich 1892.jpg	#2a2523,#807b6b,#805040,#d4cbb1,#80706b,#2a2823	0.2802,0.1338,0.1326,0.1105,0.0896,0.0878	0,10,4,11,1,9
Guy Rose	Lifting Fog Laguna	https://uploads7.wikiart.org/images/guy-rose/lifting-fog-laguna.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting			seas-and-oceans,cliffs-and-rocks			Artists2/Guy Rose/Lifting Fog Laguna.jpg	#d4cbb1,#d4bab1,#b1cbd4,#6b7b80	0.3338,0.0792,0.0735,0.0638	11,2,56,55
Guy Rose	Winter	https://uploads4.wikiart.org/images/guy-rose/winter.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	winter,houses-and-buildings,rivers-and-waterfalls,forests-and-trees			Artists2/Guy Rose/Winter.jpg	#d4cbb1,#b1bad4,#cbd4b1,#d4bab1,#b1cbd4	0.2909,0.1801,0.0995,0.0651,0.0489	11,65,20,2,56
Guy Rose	Windswept Trees Laguna	https://uploads2.wikiart.org/images/guy-rose/windswept-trees-laguna.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	forests-and-trees			Artists2/Guy Rose/Windswept Trees Laguna.jpg	#d4ba6a,#b1d4ba,#cbd4b1,#bad4b1,#708040,#807040,#d4cbb1	0.2443,0.1092,0.0982,0.0960,0.0772,0.0623,0.0545	14,38,20,29,22,13,11
Guy Rose	View Of Wood S Cove	https://uploads8.wikiart.org/images/guy-rose/view-of-wood-s-cove.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	seas-and-oceans,cliffs-and-rocks			Artists2/Guy Rose/View Of Wood S Cove.jpg	#d4cbb1,#d4ba6a,#b1bad4,#cbd4b1,#6b8070,#6a85d4	0.1445,0.1282,0.0583,0.0517,0.0454,0.0433	11,14,65,20,37,68
Guy Rose	Twin Lakes High Sierra	https://uploads2.wikiart.org/images/guy-rose/twin-lakes-high-sierra.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting			lakes-and-ponds,forests-and-trees,mountains			Artists2/Guy Rose/Twin Lakes High Sierra.jpg	#d4cbb1,#d4ba6a,#504080,#706b80,#b1bad4,#6b7080,#bab1d4	0.1726,0.0733,0.0586,0.0531,0.0514,0.0508,0.0473	11,14,76,73,65,64,74
Guy Rose	The Sea View Of Cliffs	https://uploads2.wikiart.org/images/guy-rose/the-sea-view-of-cliffs.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	seas-and-oceans,mountains			Artists2/Guy Rose/The Sea View Of Cliffs.jpg	#b1bad4,#b1cbd4,#407080	0.3086,0.2825,0.0641	65,56,58
Guy Rose	The Saine Valley Giverny	https://uploads4.wikiart.org/images/guy-rose/the-saine-valley-giverny.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting			houses-and-buildings,valleys-and-hollows,forests-and-trees,mountains			Artists2/Guy Rose/The Saine Valley Giverny.jpg	#d4cbb1,#6a85d4,#b1bad4,#d4ba6a,#407080,#b1cbd4,#bad46a,#6abad4	0.2960,0.0813,0.0574,0.0550,0.0547,0.0540,0.0516,0.0406	11,68,65,14,58,56,23,59
Guy Rose	The Old Church At Cagnes	https://uploads4.wikiart.org/images/guy-rose/the-old-church-at-cagnes.jpg!Large.jpg	cityscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	forests-and-trees			Artists2/Guy Rose/The Old Church At Cagnes.jpg	#d4ba6a,#d4856a,#805040,#d4bab1,#807040,#b1bad4,#d4cbb1	0.2964,0.0961,0.0799,0.0684,0.0656,0.0490,0.0485	14,5,4,2,13,65,11
Guy Rose	The Blue House 1	https://uploads5.wikiart.org/images/guy-rose/the-blue-house-1.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	houses-and-buildings,forests-and-trees			Artists2/Guy Rose/The Blue House 1.jpg	#d4cbb1,#d4ba6a,#d4bab1,#807040,#708040,#b1bad4,#80706b	0.1341,0.1233,0.0884,0.0870,0.0729,0.0644,0.0502	11,14,2,13,22,65,1
Guy Rose	Tamarisk Trees In Early Sunlight	https://uploads3.wikiart.org/images/guy-rose/tamarisk-trees-in-early-sunlight.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	sunrise-and-sunset,forests-and-trees			Artists2/Guy Rose/Tamarisk Trees In Early Sunlight.jpg	#cbd4b1,#b1cbd4,#d4cbb1,#70806b,#bad4b1,#b1d4cb,#7b806b,#6b8070,#b1d4ba,#6b807b	0.1310,0.0811,0.0734,0.0666,0.0650,0.0636,0.0582,0.0542,0.0522,0.0419	20,56,11,28,29,47,19,37,38,46
Guy Rose	The Bridge At Vernon	https://uploads0.wikiart.org/images/guy-rose/the-bridge-at-vernon.jpg!Large.jpg	cityscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	rivers-and-waterfalls,boats-and-ships			Artists2/Guy Rose/The Bridge At Vernon.jpg	#b1bad4,#bab1d4,#405080,#6a85d4,#d4bab1,#408050,#508040	0.3000,0.1673,0.0690,0.0644,0.0474,0.0471,0.0416	65,74,67,68,2,40,31
Guy Rose	The Model	https://uploads7.wikiart.org/images/guy-rose/the-model.jpg!Large.jpg	portrait	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	female-portraits			Artists2/Guy Rose/The Model.jpg	#805040,#d4856a,#807040,#d4ba6a	0.4630,0.2412,0.0860,0.0685	4,5,13,14
Guy Rose	The Blue Pool Near Mt Whitney	https://uploads0.wikiart.org/images/guy-rose/the-blue-pool-near-mt-whitney.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	lakes-and-ponds,snow-and-blizzard,mountains			Artists2/Guy Rose/The Blue Pool Near Mt Whitney.jpg	#b1bad4,#706b80,#d4ba6a,#6b7080,#d4cbb1,#bab1d4,#d4bab1	0.1910,0.1363,0.1217,0.0842,0.0825,0.0524,0.0415	65,73,14,64,11,74,2
Guy Rose	The Lavalier	https://uploads1.wikiart.org/images/guy-rose/the-lavalier.jpg!Large.jpg	portrait	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	female-portraits			Artists2/Guy Rose/The Lavalier.jpg	#80706b,#2a2523,#d4856a,#d4bab1,#805040,#d4b1ba,#804050,#2a151a	0.1183,0.1110,0.1108,0.0969,0.0852,0.0548,0.0536,0.0498	1,0,5,2,4,101,103,102
Guy Rose	Spring On The Riviera	https://uploads1.wikiart.org/images/guy-rose/spring-on-the-riviera.jpg!Large.jpg	cityscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	spring,female-portraits,houses-and-buildings,forests-and-trees			Artists2/Guy Rose/Spring On The Riviera.jpg	#d4cbb1,#b1bad4,#b1cbd4	0.1929,0.1315,0.0974	11,65,56
Guy Rose	The Blue House	https://uploads3.wikiart.org/images/guy-rose/the-blue-house.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	houses-and-buildings,forests-and-trees			Artists2/Guy Rose/The Blue House.jpg	#cbd4b1,#d4cbb1,#bad46a,#b1cbd4,#d4ba6a,#b1bad4,#7b806b,#708040	0.1405,0.1235,0.0935,0.0792,0.0583,0.0485,0.0464,0.0458	20,11,23,56,14,65,19,22
Guy Rose	Standing Nude	https://uploads2.wikiart.org/images/guy-rose/standing-nude.jpg!Large.jpg	nude painting (nu)	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	female-nude			Artists2/Guy Rose/Standing Nude.jpg	#d4ba6a,#807040,#805040,#d4856a,#d4a824	0.2742,0.2163,0.1079,0.0736,0.0402	14,13,4,5,17
Guy Rose	View In The San Gabriel Mountains	https://uploads4.wikiart.org/images/guy-rose/view-in-the-san-gabriel-mountains.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	forests-and-trees,mountains			Artists2/Guy Rose/View In The San Gabriel Mountains.jpg	#b1bad4,#6a85d4,#d4cbb1,#7b806b,#807040,#d4bab1,#b1cbd4	0.1743,0.0902,0.0670,0.0650,0.0604,0.0487,0.0412	65,68,11,19,13,2,56
Guy Rose	San Gabriel Mission	https://uploads8.wikiart.org/images/guy-rose/san-gabriel-mission.jpg!Large.jpg	cityscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	houses-and-buildings,forests-and-trees			Artists2/Guy Rose/San Gabriel Mission.jpg	#807040,#d4ba6a,#708040,#252a15,#2a2515,#805040	0.2853,0.1439,0.0939,0.0694,0.0635,0.0419	13,14,22,21,12,4
Guy Rose	Rocks Point Reamer	https://uploads6.wikiart.org/images/guy-rose/rocks-point-reamer.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	seas-and-oceans,cliffs-and-rocks			Artists2/Guy Rose/Rocks Point Reamer.jpg	#6a85d4,#d4bab1,#d4cbb1,#163180,#bab1d4,#b1bad4,#405080,#d4b1ba,#cbb1d4	0.2363,0.0878,0.0755,0.0577,0.0535,0.0476,0.0430,0.0426,0.0410	68,2,11,70,74,65,67,101,83
Guy Rose	My Sister Maud	https://uploads3.wikiart.org/images/guy-rose/my-sister-maud.jpg!Large.jpg	portrait	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	female-portraits			Artists2/Guy Rose/My Sister Maud.jpg	#d4cbb1,#d4b1cb,#d4b1ba,#806b7b,#d4856a,#d4bab1,#804070	0.3758,0.1108,0.1029,0.1021,0.0528,0.0514,0.0424	11,92,101,91,5,2,94
Guy Rose	Out To Sea	https://uploads8.wikiart.org/images/guy-rose/out-to-sea.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	seas-and-oceans,forests-and-trees,cliffs-and-rocks			Artists2/Guy Rose/Out To Sea.jpg	#b1cbd4,#6b7080,#d4cbb1,#b1bad4,#6b7b80,#706b80	0.2672,0.1083,0.1061,0.0700,0.0635,0.0423	56,64,11,65,55,73
Guy Rose	Morning Mist Also Known As Late Spring	https://uploads0.wikiart.org/images/guy-rose/morning-mist-also-known-as-late-spring.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	spring,forests-and-trees			Artists2/Guy Rose/Morning Mist Also Known As Late Spring.jpg	#6b8070,#cbd4b1,#6b807b,#70806b,#7b806b,#d4cbb1,#708040,#bad4b1	0.1932,0.1202,0.1111,0.1072,0.1001,0.0441,0.0437,0.0420	37,20,46,28,19,11,22,29
Guy Rose	Morning Mist	https://uploads1.wikiart.org/images/guy-rose/morning-mist.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	rain-and-fog,forests-and-trees			Artists2/Guy Rose/Morning Mist.jpg	#b1bad4,#bab1d4,#b1cbd4	0.4923,0.0886,0.0596	65,74,56
Guy Rose	Miss C	https://uploads4.wikiart.org/images/guy-rose/miss-c.jpg!Large.jpg	portrait	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	female-portraits			Artists2/Guy Rose/Miss C.jpg	#6b8070,#25232a,#1a152a,#28232a,#2a151a,#805040,#d4ba6a,#25152a	0.1885,0.1444,0.0910,0.0857,0.0539,0.0531,0.0511,0.0448	37,72,75,81,102,4,14,84
Guy Rose	Jade Beads	https://uploads8.wikiart.org/images/guy-rose/jade-beads.jpg!Large.jpg	portrait	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	flowers-and-plants,female-portraits,dishware-and-cutlery			Artists2/Guy Rose/Jade Beads.jpg	#b1d4cb,#151a2a,#6b807b,#23252a,#407080,#b1d4ba,#6b7b80	0.1857,0.1510,0.1019,0.0817,0.0635,0.0559,0.0462	47,66,46,63,58,38,55
Guy Rose	Marion	https://uploads4.wikiart.org/images/guy-rose/marion.jpg!Large.jpg	genre painting	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	female-portraits,mirrors			Artists2/Guy Rose/Marion.jpg	#807040,#805040,#d4ba6a,#803116,#2a1a15,#2a1007	0.2045,0.1239,0.1203,0.0939,0.0708,0.0498	13,4,14,7,3,6
Guy Rose	Laguna 1	https://uploads6.wikiart.org/images/guy-rose/laguna-1.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	seas-and-oceans,cliffs-and-rocks			Artists2/Guy Rose/Laguna 1.jpg	#407080,#d4cbb1,#d4bab1,#6b7b80,#b1cbd4,#6b807b	0.2207,0.1618,0.1349,0.0743,0.0485,0.0431	58,11,2,55,56,46
Guy Rose	La Jolla Arbor	https://uploads3.wikiart.org/images/guy-rose/la-jolla-arbor.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	houses-and-buildings,seas-and-oceans			Artists2/Guy Rose/La Jolla Arbor.jpg	#2a2823,#2a2523,#282a23,#252a15,#2a1a15,#2a2515,#807b6b,#6abad4	0.1459,0.1085,0.0971,0.0553,0.0504,0.0484,0.0482,0.0402	9,0,18,21,3,12,10,59
Guy Rose	In The Studio	https://uploads2.wikiart.org/images/guy-rose/in-the-studio.jpg!Large.jpg	genre painting	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	flowers-and-plants,female-portraits,dishware-and-cutlery			Artists2/Guy Rose/In The Studio.jpg	#805040,#2a1a15,#2a2823,#2a2523,#2a2515,#803116,#807040,#d4ba6a,#d4856a	0.2650,0.2193,0.0679,0.0595,0.0560,0.0522,0.0475,0.0445,0.0444	4,3,9,0,12,7,13,14,5
Guy Rose	Carmel Dunes 1	https://uploads3.wikiart.org/images/guy-rose/carmel-dunes-1.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	forests-and-trees,cliffs-and-rocks			Artists2/Guy Rose/Carmel Dunes 1.jpg	#805040,#cbd4b1,#d4cbb1,#d4856a,#807040,#282a23,#807b6b	0.1628,0.1571,0.1090,0.0481,0.0434,0.0415,0.0402	4,20,11,5,13,18,10
Guy Rose	Sunset Glow Aka Sunset In The High Sierras	https://uploads4.wikiart.org/images/guy-rose/sunset-glow-aka-sunset-in-the-high-sierras.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting			sunrise-and-sunset,forests-and-trees,mountains			Artists2/Guy Rose/Sunset Glow Aka Sunset In The High Sierras.jpg	#d4ba6a,#d4b1ba,#d4bab1,#2a1a15,#2a2523	0.1781,0.0703,0.0582,0.0537,0.0480	14,101,2,3,0
Guy Rose	Spring	https://uploads4.wikiart.org/images/guy-rose/spring.jpg!Large.jpg	landscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	spring,forests-and-trees			Artists2/Guy Rose/Spring.jpg	#d4cbb1,#d4bab1,#d4ba6a,#bab1d4,#cbd4b1,#bad46a	0.3154,0.1795,0.1164,0.0943,0.0754,0.0500	11,2,14,74,20,23
Guy Rose	San Gabriel Road	https://uploads5.wikiart.org/images/guy-rose/san-gabriel-road.jpg!Large.jpg	cityscape	Impressionism	American	California Plein-Air School (California Impressionism),Giverny art colony	Impressionism	painting		oil,canvas	houses-and-buildings,roads-and-vehicles,forests-and-trees			Artists2/Guy Rose/San Gabriel Road.jpg	#407080,#b1cbd4,#80706b,#6b7b80	0.0617,0.0540,0.0441,0.0441	58,56,1,55
